,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfDebtDiscountPremium,100983.000,,,,228037.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,21028.000,,,,-1207834.000,,
CostOfRevenue,,,,,,4558.000,
DebtConversionConvertedInstrumentAmount1,,,,,82500.000,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,8569317.000,,
Depreciation,,,,,10068.000,7309.000,6472.000
DepreciationNonproduction,3506.000,3942.000,8607.000,9778.000,,,
EarningsPerShareBasic,-0.000,-0.000,-0.010,-0.010,-0.000,-0.010,0.000
EarningsPerShareDiluted,-0.000,-0.000,,,-0.000,-0.010,0.000
GainLossOnDerivativeInstrumentsNetPretax,325.000,-1698.000,36911.000,197648.000,78191.000,-4185376.000,-241520.000
GainLossOnSaleOfOtherAssets,,,,,,,-4326.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,-2228.000,,
GainLossRelatedToLitigationSettlement,0.000,0.000,,,,,-15000.000
GainsLossesOnExtinguishmentOfDebt,41911.000,-238804.000,-351608.000,59361.000,4031.000,170703.000,
GeneralAndAdministrativeExpense,785621.000,587167.000,796135.000,609352.000,502864.000,790506.000,208457.000
GrossProfit,,,,,,22942.000,22500.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1194502.000,-1309805.000,-1711438.000,-1546074.000,-1057909.000,-5858967.000,294097.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,,
IncomeTaxesPaid,599.000,,,,1095.000,,
IncreaseDecreaseInAccountsPayable,51650.000,,,,-129760.000,,
IncreaseDecreaseInAccruedLiabilities,398027.000,,,,54073.000,,
IncreaseDecreaseInDeferredRevenue,0.000,,,,,,
IncreaseDecreaseInInventories,16871.000,,,,100135.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,264661.000,,,,100864.000,,
InterestExpense,,,,,639.000,725.000,1138.000
InterestPaid,0.000,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,239500.000,,,,215078.000,,
NetCashProvidedByUsedInFinancingActivities,641700.000,,,,-296522.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,641700.000,,,,-296522.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,35423.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,35423.000,,
NetCashProvidedByUsedInOperatingActivities,-620672.000,,,,-946735.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-620672.000,,,,-946735.000,,
NetIncomeLoss,-1194502.000,-1309805.000,-1711438.000,-1546874.000,-1057909.000,-5858967.000,294097.000
NonoperatingIncomeExpense,-176658.000,-484233.000,-559620.000,-578874.000,-216416.000,-4221545.000,690264.000
OperatingExpenses,1017844.000,825572.000,1151818.000,967200.000,841493.000,1660455.000,418667.000
OperatingIncomeLoss,-1017844.000,-825572.000,-1151818.000,-967200.000,-841493.000,-1637513.000,-396167.000
OtherIncome,,0.000,6908.000,,,-2301.000,
PaymentsToAcquirePropertyPlantAndEquipment,0.000,,,,5748.000,,
ProceedsFromIssuanceOfCommonStock,150200.000,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,41171.000,,
ProceedsFromShortTermDebt,491500.000,,,,273125.000,,
ProfitLoss,,-1307218.000,-1588872.000,,,-5858967.000,294097.000
RelatedPartyTransactionRate,,,,,,0.100,
ResearchAndDevelopmentExpense,143292.000,171581.000,285056.000,286562.000,280845.000,856544.000,198626.000
Revenues,,,,,,25199.000,22500.000
SalesRevenueNet,,,,,,27500.000,22500.000
SellingAndMarketingExpense,85425.000,62882.000,62020.000,61508.000,47716.000,6096.000,5112.000
ShareBasedCompensation,103932.000,,,,14671.000,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,21738717.000,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,7314379.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,433764.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,215078.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,304868562.000,324493782.000,339671367.000,-634991417.000,399961376.000,440415881.000,499475366.000
WeightedAverageNumberOfSharesOutstandingBasic,304868562.000,324493782.000,339671367.000,-634991417.000,399961376.000,440415881.000,440415881.000
