,2011-09-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-388000000.000
AdditionalPaidInCapital,726000000.000
Assets,183528000000.000
AvailableForSaleSecuritiesDebtSecurities,44383000000.000
CashAndCashEquivalentsAtCarryingValue,9953000000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,1194000000.000
CommitmentsAndContingencies,0.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,2000000000.000
CommonStockSharesIssued,436192949.000
CommonStockSharesOutstanding,436192949.000
CommonStockValue,4000000.000
DebtAndCapitalLeaseObligations,1314000000.000
DeferredPolicyAcquisitionCosts,5720000000.000
DueFromAffiliates,1277000000.000
DueToRelatedPartiesCurrentAndNoncurrent,5056000000.000
Investments,64286000000.000
Liabilities,165546000000.000
LiabilitiesAndStockholdersEquity,183528000000.000
LiabilityForFuturePolicyBenefits,29880000000.000
LoansInsurancePolicy,4884000000.000
MinorityInterest,3279000000.000
MortgageLoansOnRealEstate,5316000000.000
OtherAssets,5561000000.000
OtherInvestments,4003000000.000
OtherLiabilities,8057000000.000
PayablesToBrokerDealersAndClearingOrganizations,3270000000.000
PayablesToCustomers,1709000000.000
PolicyholderContractDeposits,28793000000.000
RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,490000000.000
ReceivablesFromBrokersDealersAndClearingOrganizations,1474000000.000
ReinsuranceReceivablesPaidLossesRecoverable,4264000000.000
RetainedEarningsAccumulatedDeficit,14378000000.000
SeparateAccountsAsset,84182000000.000
SeparateAccountsLiability,84182000000.000
StockholdersEquity,14703000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17982000000.000
TaxesPayableCurrentAndNoncurrent,3285000000.000
TradingSecurities,3287000000.000
TreasuryStockValue,17000000.000
ValueOfBusinessAcquiredVOBA,354000000.000
