,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,26669000.000,25457000.000,25911000.000,33113000.000,34225000.000,26730000.000,32095000.000,29779000.000,35126000.000,46534000.000,51729000.000,56414000.000,65440000.000,57130000.000,64378000.000,58717000.000,63687000.000,48508000.000,46869000.000,41229000.000,42356000.000,37113000.000,40514000.000,40752000.000
AccountsReceivableNetCurrent,42157000.000,42576000.000,51195000.000,61143000.000,63901000.000,69750000.000,79869000.000,89558000.000,111459000.000,113993000.000,132121000.000,141990000.000,137432000.000,155543000.000,168441000.000,153107000.000,149492000.000,134492000.000,157406000.000,134793000.000,125095000.000,120630000.000,127114000.000,124581000.000
AccruedIncomeTaxesCurrent,,,3500000.000,3262000.000,4314000.000,4309000.000,3382000.000,3243000.000,3247000.000,3675000.000,1834000.000,4990000.000,4684000.000,6956000.000,8577000.000,8403000.000,2794000.000,3878000.000,11317000.000,10289000.000,10494000.000,6684000.000,9831000.000,9887000.000
AccruedIncomeTaxesNoncurrent,,,827000.000,827000.000,808000.000,825000.000,803000.000,190000.000,192000.000,90000.000,90000.000,90000.000,90000.000,90000.000,2029000.000,3083000.000,3084000.000,1711000.000,8312000.000,8377000.000,8312000.000,11093000.000,7183000.000,7190000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,54699000.000,52179000.000,50756000.000,46746000.000,49968000.000,48736000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,448000.000,,,,130000.000,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,326000.000,511000.000,457000.000,474000.000,533000.000,482000.000,393000.000,539000.000,493000.000,363000.000,582000.000,598000.000,532000.000,1344000.000,1267000.000,1333000.000,491000.000,1883000.000,531000.000,542000.000,810000.000,538000.000
AccruedRoyaltiesCurrent,,,302000.000,652000.000,557000.000,468000.000,550000.000,573000.000,556000.000,563000.000,750000.000,783000.000,810000.000,1528000.000,1796000.000,1427000.000,1214000.000,1217000.000,1431000.000,1692000.000,1464000.000,1717000.000,2092000.000,2417000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,30235000.000,32362000.000,33966000.000,36001000.000,37029000.000,38782000.000,40556000.000,43351000.000,42477000.000,45595000.000,48353000.000,51221000.000,52730000.000,55988000.000,60941000.000,66119000.000,70997000.000,77327000.000,80822000.000,86523000.000,84837000.000,90883000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7585000.000,4708000.000,2940000.000,4124000.000,1121000.000,3132000.000,3866000.000,634000.000,-1839000.000,3988000.000,5789000.000,5795000.000,7466000.000,-3267000.000,-24406000.000,-44973000.000,-30384000.000,-39445000.000,-39548000.000,-31729000.000,-38273000.000,-33995000.000,-53225000.000,-44874000.000
AdditionalPaidInCapitalCommonStock,253865000.000,255555000.000,274542000.000,276510000.000,391143000.000,408031000.000,460237000.000,509904000.000,819372000.000,845003000.000,866552000.000,881775000.000,1210017000.000,1235315000.000,1245462000.000,1256452000.000,1266862000.000,1275565000.000,1279738000.000,1291405000.000,1298631000.000,1306903000.000,1307428000.000,1307561000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2366000.000,2733000.000,3019000.000,3382000.000,3792000.000,5155000.000,4317000.000,5035000.000,6073000.000,7505000.000,8133000.000,9639000.000,11154000.000,12824000.000,10300000.000,13275000.000,15559000.000,15797000.000,14139000.000,15126000.000,16151000.000,15408000.000,12920000.000,11424000.000
Assets,304591000.000,306930000.000,462974000.000,507182000.000,632338000.000,660518000.000,677442000.000,697654000.000,1004365000.000,1063482000.000,1097856000.000,1130057000.000,1476370000.000,1503241000.000,1525970000.000,1513427000.000,1525953000.000,1481509000.000,893275000.000,896714000.000,884311000.000,862348000.000,849153000.000,865630000.000
AssetsCurrent,153874000.000,148657000.000,261380000.000,164596000.000,272587000.000,301514000.000,287438000.000,255954000.000,522161000.000,541190000.000,526855000.000,556254000.000,820108000.000,666978000.000,580690000.000,507607000.000,502780000.000,481049000.000,432467000.000,432515000.000,440497000.000,428901000.000,432950000.000,409257000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,1384000.000,1096000.000,2087000.000,1497000.000,2657000.000,2657000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,1898000.000,1938000.000,6458000.000,6531000.000,1454000.000,1454000.000,,,,,,,,,,,,,,,,
