,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,23000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,41398000.000
AmortizationOfAboveAndBelowMarketLeases,-28000.000
AmortizationOfFinancingCosts,6000.000
DepreciationAndAmortization,1090000.000
DirectCostsOfHotels,840000.000
DividendsCommonStock,1319000.000
EarningsPerShareBasicAndDiluted,-0.030
GeneralAndAdministrativeExpense,2686000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1352000.000
IncomeTaxExpenseBenefit,-85000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1356000.000
IncreaseDecreaseInDueToAffiliates,1883000.000
IncreaseDecreaseInOtherOperatingAssets,765000.000
InterestAndOtherIncome,265000.000
NetCashProvidedByUsedInFinancingActivities,580578000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,580578000.000
NetCashProvidedByUsedInInvestingActivities,-292860000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-292860000.000
NetCashProvidedByUsedInOperatingActivities,1573000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1573000.000
NetIncomeLoss,-1267000.000
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,658000.000
NonoperatingIncomeExpense,1125000.000
OperatingExpenses,4921000.000
OtherNonoperatingIncomeExpense,-6000.000
OtherRealEstateRevenue,53000.000
PaymentsForCapitalImprovements,15000.000
PaymentsForDepositsOnRealEstateAcquisitions,607000.000
PaymentsOfFinancingCosts,32000.000
PaymentsOfStockIssuanceCosts,5868000.000
PaymentsToAcquireMarketableSecurities,132396000.000
PaymentsToAcquireRealEstate,159842000.000
ProceedsFromIssuanceOfCommonStock,482761000.000
ProceedsFromSaleOfTradingSecuritiesHeldforinvestment,0.000
RealEstateRevenueNet,2444000.000
RevenueFromLeasedAndOwnedHotels,1426000.000
ShareBasedCompensation,23000.000
StockIssuedDuringPeriodSharesNewIssues,47742931.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,6500.000
StockIssuedDuringPeriodValueNewIssues,482761000.000
StraightLineRentAdjustments,-18000.000
TenantReimbursements,67000.000
TradingSecuritiesRealizedGainLoss,866000.000
TradingSecuritiesUnrealizedHoldingGain,700000.000
TradingSecuritiesUnrealizedHoldingGainLoss,725000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,37307094.000
