,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,5591216.000,6659182.000,8617978.000,11124120.000,5228044.000,2728977.000,5275000.000,3204000.000,3725000.000,12058000.000
AccountsReceivableNetCurrent,,,,,,,,,,192000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,1427699.000,,,,,,,
AccruedIncomeTaxesCurrent,9991072.000,2841072.000,2281224.000,452527.000,,31912.000,1609000.000,573000.000,,125000.000
AccruedIncomeTaxesNoncurrent,1000000.000,1000000.000,1116687.000,1412024.000,1412024.000,1358453.000,1377000.000,1377000.000,1377000.000,1426000.000
AccruedLiabilitiesAndOtherLiabilities,,,10601613.000,,,,,,,
AccruedLiabilitiesCurrent,4700258.000,8578734.000,10601613.000,3939387.000,8596523.000,6237675.000,7116000.000,8912000.000,6335000.000,7732000.000
AccruedProfessionalFeesCurrent,,,,,,,87000.000,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,141306.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,14595.000,,,,267000.000,,,
AdditionalPaidInCapital,72333132.000,150665724.000,150989018.000,152030920.000,206329985.000,206960304.000,207754000.000,208602000.000,209772000.000,211055000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,238000.000
Assets,47400880.000,95592432.000,86548213.000,86117739.000,120403905.000,104842313.000,100144000.000,82412000.000,79443000.000,82123000.000
AssetsCurrent,13260212.000,62140761.000,51195451.000,50724153.000,85335465.000,69631854.000,63100000.000,45496000.000,41586000.000,44342000.000
AssetsFairValueDisclosure,,,13093651.000,14086587.000,22094737.000,22107894.000,22880000.000,20872000.000,13811000.000,7802000.000
AvailableForSaleSecuritiesCurrent,,,,,,22107894.000,22880000.000,20872000.000,13811000.000,7802000.000
BusinessAcquisitionContingentConsiderationAtFairValue,6000000.000,6000000.000,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,19297000.000,19556000.000,19836000.000,20120000.000,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,20409000.000,20674771.000,20889000.000,23587000.000,25000000.000,
CashAndCashEquivalentsAtCarryingValue,12355688.000,60789676.000,32257170.000,32641809.000,61383842.000,44485024.000,36853000.000,20669000.000,20900000.000,27669000.000
