,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31
AccountsPayable,238.000,0.000,11576.000,29610.000,,,
AccountsPayableCurrent,,,,,60308.000,71915.000,113723.000
AccountsReceivableNet,,,,350.000,2462.000,4661.000,
AccountsReceivableNetCurrent,,,,,,,5367.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1671.000,,
AdditionalPaidInCapital,21600.000,21600.000,-111383.000,347984.000,532559.000,622186.000,622186.000
Assets,14190.000,7204.000,836.000,53880.000,87296.000,65933.000,64808.000
AssetsCurrent,14190.000,7204.000,,37880.000,30798.000,11277.000,13044.000
BankOverdrafts,,,40.000,,,6550.000,
Cash,8354.000,3868.000,0.000,28855.000,21887.000,2852.000,6513.000
CashAndCashEquivalentsAtCarryingValue,,,,,0.000,,
CashEquivalentsAtCarryingValue,8354.000,3868.000,0.000,28855.000,21887.000,2852.000,0.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,10000.000,,,
CommonStockSharesAuthorized,,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,,156000000.000,156000000.000,77058334.000,77430834.000,77430834.000
CommonStockSharesOutstanding,,,156000000.000,156000000.000,156000000.000,77430834.000,77430834.000
CommonStockValue,10400.000,10400.000,156000.000,76633.000,77058.000,77431.000,77431.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,103152.000,,
DepositAssets,,,,16000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-19165.000,-37413.000,55397.000,435347.000,605637.000,813707.000,936082.000
DueToRelatedParties,1117.000,,,,,,
DueToRelatedPartiesCurrent,,12617.000,0.000,0.000,3008.000,6558.000,2550.000
Liabilities,1355.000,12617.000,11616.000,49610.000,83316.000,185023.000,211273.000
LiabilitiesAndStockholdersEquity,14190.000,7204.000,836.000,53880.000,87296.000,65933.000,64808.000
LiabilitiesCurrent,1355.000,12617.000,,29610.000,63316.000,160023.000,191273.000
LiabilityForUncertainTaxPositionsCurrent,,,,,0.000,,
LongTermInvestments,,,,,24500.000,24500.000,24500.000
LongTermNotesPayable,,,,,,20000.000,20000.000
NotesPayable,,,,20000.000,20000.000,,
OperatingLossCarryforwards,,,,,303389.000,,
PrepaidExpense,5836.000,3336.000,836.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,3764.000,1164.000
PropertyPlantAndEquipmentGross,,,,,33669.000,,
PropertyPlantAndEquipmentNet,,,,,31998.000,30156.000,27264.000
SecurityDeposit,,,,,20000.000,,20000.000
SharePrice,,,,,,,0.075
SharesIssued,10400000.000,,,,,,
StockholdersEquity,12835.000,-5413.000,-10780.000,4270.000,3980.000,-114090.000,-146465.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12835.000,-5413.000,-10780.000,4270.000,3980.000,-119090.000,-146465.000
ValuationAllowanceAmount,,,,,103152.000,,
