,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,269000.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,222066.000,,,,341000.000,,,,739000.000,,,,1556000.000,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,6947.000,,,,7000.000,,,,6000.000,,,,,,,
AllocatedShareBasedCompensationExpense,,,,375627.000,432643.000,,341000.000,319000.000,556000.000,1384000.000,,,,,,,1765000.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,100000.000,,100000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,360000.000,,380000.000,1200000.000,1500000.000,-1280000.000,100000.000,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,200000.000,
CapitalLeaseObligationsIncurred,,,,,,,,,,,157000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3182627.000,,,,3161000.000,,,,10532000.000,,,,-5564000.000,,,
ComprehensiveIncomeNetOfTax,,,1946115.000,1436476.000,2936053.000,2892213.000,1986000.000,2135000.000,2208000.000,-178000.000,1808000.000,2613000.000,2721000.000,673000.000,2453000.000,2121000.000,1158000.000,1668000.000
ConversionOfStockAmountConverted1,,,,,,,,,,,267000.000,,,,,,,
CostOfGoodsAndServicesSold,1140626.000,1360428.000,2164946.000,2427885.000,2648364.000,2801647.000,2872000.000,2999000.000,3244000.000,3844000.000,3731000.000,3963000.000,4133000.000,5667000.000,4396000.000,4936000.000,5101000.000,6966000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,-132000.000,,,,-552000.000,,,,160000.000,,,
DepreciationAndAmortization,123536.000,125234.000,228082.000,267700.000,337342.000,383214.000,413000.000,355000.000,515000.000,362000.000,527000.000,661000.000,765000.000,831000.000,850000.000,917000.000,977000.000,1129000.000
DepreciationDepletionAndAmortization,,,228082.000,,,,413000.000,,,,527000.000,,,,850000.000,,,
DividendsPreferredStockStock,,,,,,,89000.000,,,,,,,,,,,
EarningsPerShareBasic,0.010,0.003,0.022,0.020,0.030,0.038,0.020,0.020,0.020,-0.010,0.020,0.020,0.020,0.010,0.030,0.010,0.010,0.020
EarningsPerShareDiluted,0.010,0.003,0.016,0.010,0.020,0.034,0.020,0.020,0.020,-0.010,0.020,0.020,0.020,0.010,0.020,0.010,0.010,0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,45907.000,,,,-55000.000,,,,-136000.000,,,,-641000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.411,0.380,0.380,-0.797,0.400,0.330,0.440,-0.766,0.380,0.400,0.120,-0.614
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,269000.000,,,,,,,,,,,
ForeignCurrencyTransactionGainLossRealized,17461.000,-36575.000,5586.000,-20260.000,38693.000,-8225.000,-116000.000,-65000.000,32000.000,-87000.000,68000.000,33000.000,-126000.000,-50000.000,44000.000,-236000.000,-138000.000,64000.000
GeneralAndAdministrativeExpense,1124100.000,1217648.000,1509549.000,2606278.000,2044719.000,2928774.000,3514000.000,4596000.000,5371000.000,6656000.000,6842000.000,7807000.000,6437000.000,4223000.000,5920000.000,6061000.000,7347000.000,8068000.000
GrossProfit,2524439.000,3466116.000,6049540.000,7690413.000,9182107.000,10771341.000,12261000.000,12630000.000,13991000.000,12916000.000,15395000.000,16381000.000,17290000.000,16494000.000,18431000.000,19167000.000,19819000.000,20493000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,342664.000,1953009.000,2189680.000,4012850.000,4272484.000,3461000.000,3593000.000,3492000.000,-542000.000,3240000.000,3724000.000,4809000.000,3231000.000,4993000.000,3046000.000,1931000.000,1381000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1015204.000,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,5243.000,17521.000,52619.000,732259.000,1109608.000,1392242.000,1422000.000,1364000.000,1339000.000,-381000.000,1296000.000,1219000.000,2107000.000,1456000.000,1899000.000,1213000.000,235000.000,-100000.000
IncomeTaxesPaid,,,52688.000,,,,1775000.000,,,,121000.000,,,,2348000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-886805.000,,,,1183000.000,,,,-913000.000,,,,411000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-189365.000,,,,360000.000,,,,-426000.000,,,,1820000.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,,,,,300000.000,,,,,,
IncreaseDecreaseInDeferredRevenue,,,2329215.000,,,,418000.000,,,,2017000.000,,,,-2675000.000,,,
IncreaseDecreaseInIncomeTaxes,,,,,,,,,,,1538000.000,,,,-562000.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,,,,,526000.000,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,,,1033000.000,,,,-1231000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,1551.000,,,,80000.000,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,298113.000,,,,388000.000,,,,124000.000,,,,1267000.000,,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,78000.000,,,,-15000.000,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,34745.000,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,5991000.000,5604000.000,5218000.000,-11577000.000,2627000.000,2766000.000,2577000.000,-5463000.000,2712000.000,2660000.000,2503000.000,-5303000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,32667000.000,,,,,,,,,,,
