,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,11323000.000,,,,12100000.000,,,,12653000.000,,,,13221000.000,,,,11364000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2126000.000,2795000.000,2931000.000,3113000.000,3452000.000,3720000.000,3448000.000,3201000.000,1048000.000,814000.000,305000.000,1015000.000,1562000.000,1527000.000,1315000.000,1723000.000,734000.000,1393000.000,1051000.000,1614000.000,2044000.000,1965000.000,-24000.000,-95000.000
AdditionalPaidInCapital,9434000.000,9628000.000,9568000.000,9733000.000,9998000.000,10218000.000,10424000.000,10636000.000,10935000.000,11275000.000,11537000.000,11693000.000,11995000.000,12312000.000,12618000.000,12829000.000,13089000.000,13464000.000,13730000.000,13936000.000,14129000.000,12951000.000,12642000.000,12548000.000
AdvancesFromFederalHomeLoanBanks,,,42250000.000,32250000.000,,,,,,,,,,,,,,,,,,,,
AmortizationMethodQualifiedAffordableHousingProjectInvestments,,,,,,,,,,,,,,,,,,,,,,,,2600000.000
Assets,582371000.000,571336000.000,568022000.000,560175000.000,568917000.000,574152000.000,593276000.000,580846000.000,585673000.000,583505000.000,586444000.000,595638000.000,601740000.000,606216000.000,626830000.000,613741000.000,634315000.000,638069000.000,653272000.000,664271000.000,677388000.000,668421000.000,700149000.000,705140000.000
AssetsFairValueDisclosure,,,,,104340000.000,101186000.000,102754000.000,112359000.000,106503000.000,102111000.000,102598000.000,103950000.000,100286000.000,99022000.000,94165000.000,97147000.000,105736000.000,101182000.000,105823000.000,100356000.000,102782000.000,105554000.000,119262000.000,131381000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,2054000.000,,,,1044000.000,,,,0.000,,,,,,,,,
AvailableForSaleSecurities,112853000.000,119996000.000,114134000.000,110157000.000,104340000.000,101186000.000,102754000.000,112359000.000,106503000.000,102111000.000,102598000.000,103950000.000,100286000.000,99022000.000,94165000.000,97147000.000,105736000.000,101182000.000,105823000.000,100356000.000,102782000.000,105554000.000,119262000.000,131381000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,1969000.000,2204000.000,1937000.000,2439000.000,3039000.000,2960000.000,1233000.000,1193000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,678000.000,151000.000,402000.000,52000.000,0.000,40000.000,1327000.000,1395000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,98553000.000,94955000.000,96961000.000,106987000.000,104510000.000,100473000.000,101767000.000,102084000.000,97608000.000,96460000.000,91942000.000,94321000.000,104445000.000,99129000.000,104288000.000,97969000.000,99743000.000,102634000.000,119356000.000,131583000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,123000.000,26000.000,43000.000,9000.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,678000.000,151000.000,402000.000,52000.000,0.000,40000.000,1327000.000,1395000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,1250000.000,1371000.000,769000.000,12583000.000,34422000.000,31721000.000,36935000.000,32506000.000,31734000.000,31443000.000,30468000.000,12289000.000,43892000.000,26913000.000,46860000.000,12369000.000,0.000,8237000.000,63965000.000,73933000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,555000.000,125000.000,359000.000,43000.000,0.000,40000.000,1327000.000,1395000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,970000.000,1098000.000,495000.000,12324000.000,34422000.000,31721000.000,34502000.000,28166000.000,2800000.000,4231000.000,4995000.000,3955000.000,36710000.000,22720000.000,43273000.000,9308000.000,0.000,8237000.000,63965000.000,73933000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,280000.000,273000.000,274000.000,259000.000,0.000,0.000,2433000.000,4340000.000,28934000.000,27212000.000,25473000.000,8334000.000,7182000.000,4193000.000,3587000.000,3061000.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,40559000.000,,,,45862000.000,,,,42414000.000,,,,37569000.000,,,,43965000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,43499000.000,,,,45218000.000,,,,43394000.000,,,,38367000.000,,,,43717000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,26150000.000,,,,30087000.000,,,,27507000.000,,,,30674000.000,,,,22446000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,27321000.000,,,,31201000.000,,,,28046000.000,,,,31238000.000,,,,22981000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,,21951000.000,,,,17992000.000,,,,18341000.000,,,,31645000.000,,,,49554000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,,23375000.000,,,,18199000.000,,,,19013000.000,,,,31803000.000,,,,49137000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,6247000.000,,,,6782000.000,,,,3680000.000,,,,4400000.000,,,,3391000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,6361000.000,,,,6862000.000,,,,3712000.000,,,,4415000.000,,,,3427000.000,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,104340000.000,101186000.000,102754000.000,112359000.000,106503000.000,102111000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,33000.000,23000.000,11000.000,67000.000,1343000.000,1714000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,,,,2.000,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,14000.000,10000.000,,5000.000,0.000,0.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,33000.000,23000.000,11000.000,67000.000,1343000.000,1714000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,19000.000,13000.000,6000.000,62000.000,1343000.000,1714000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,5820000.000,6254000.000,5804000.000,5439000.000,3336000.000,3352000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,39769000.000,18839000.000,21941000.000,11218000.000,12996000.000,21812000.000,48690000.000,21829000.000,10632000.000,17686000.000,14243000.000,10440000.000,12405000.000,15338000.000,34564000.000,26373000.000,12145000.000,16941000.000,23221000.000,25450000.000,29594000.000,19394000.000,35281000.000,24959000.000
CashAndDueFromBanks,3079000.000,12987000.000,7610000.000,9008000.000,7307000.000,7978000.000,9782000.000,8583000.000,9467000.000,10089000.000,9295000.000,9060000.000,9454000.000,7885000.000,9075000.000,8028000.000,8101000.000,9758000.000,11082000.000,7250000.000,9473000.000,9902000.000,12515000.000,9773000.000
CashCashEquivalentsAndFederalFundsSold,39769000.000,18839000.000,21941000.000,11218000.000,12996000.000,21812000.000,48690000.000,21829000.000,10632000.000,17686000.000,14243000.000,10440000.000,12405000.000,15338000.000,34564000.000,26373000.000,12145000.000,16941000.000,23221000.000,25450000.000,29594000.000,19394000.000,35281000.000,24959000.000
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,3279798.000,3289553.000,3286992.000,3301150.000,3317150.000,3324636.000,3336022.000,3350379.000,3366954.000,3379660.000,3392780.000,3406931.000,3424576.000,3454336.000,3463665.000,3481774.000,3495800.000,3508831.000,3517648.000,3535684.000,3546802.000,3486425.000,3468243.000,3472186.000
CommonStockValue,8199000.000,8224000.000,8217000.000,8253000.000,8293000.000,8312000.000,8340000.000,8376000.000,8417000.000,8449000.000,8482000.000,8517000.000,8561000.000,8588000.000,8621000.000,8658000.000,8681000.000,8723000.000,8758000.000,8792000.000,8817000.000,8666000.000,8633000.000,8632000.000
CompensatingBalanceAmount,,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,755000.000,,,,250000.000,
