,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,155000.000,457000.000,184000.000
AmortizationOfFinancingCostsAndDiscounts,,,4451000.000,3719000.000,3575000.000
AmortizationOfIntangibleAssets,,,26000000.000,25700000.000,25000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,11221000.000,-14852000.000,3431000.000
ComprehensiveIncomeNetOfTax,,,-34162000.000,-336396000.000,-76396000.000
ConcentrationRiskPercentage1,,,0.130,0.140,0.140
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,600000.000,700000.000,500000.000
CostOfGoodsAndServicesSold,,,887798000.000,943419000.000,908775000.000
CurrentFederalTaxExpenseBenefit,,,-802000.000,-14000.000,0.000
CurrentForeignTaxExpenseBenefit,,,4155000.000,3998000.000,1329000.000
CurrentIncomeTaxExpenseBenefit,,,4010000.000,4000000.000,1538000.000
CurrentStateAndLocalTaxExpenseBenefit,,,657000.000,16000.000,209000.000
DeferredFederalIncomeTaxExpenseBenefit,,,397000.000,-20844000.000,305000.000
DeferredForeignIncomeTaxExpenseBenefit,,,-1433000.000,-7273000.000,-1146000.000
DeferredIncomeTaxExpenseBenefit,,,-1503000.000,-31201000.000,-2231000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-467000.000,-3084000.000,-1390000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,2600000.000,2700000.000,2900000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.035,0.035,0.035,0.035
Depreciation,,23200000.000,17000000.000,17100000.000,14900000.000
DepreciationDepletionAndAmortization,,,43041000.000,42744000.000,39879000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-235000.000,-466000.000,-103000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.081,-0.085,-0.014
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,-0.350,-0.350,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.286,0.078,0.392
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,-0.018,0.004,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,,0.000,0.157,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,-0.014,-0.007,0.014
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,0.028,0.001,0.006
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,,,0.169,0.024,-0.025
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,-0.028,0.005,-0.047
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,0.000,0.000,0.000,0.000
EntityWideRevenueMajorCustomerPercentage,,0.130,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,-754000.000,-788000.000,-1878000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-130000.000,42000.000,37000.000
GoodwillAndIntangibleAssetImpairment,,,0.000,233846000.000,0.000
GoodwillImpairmentLoss,,,0.000,144159000.000,0.000
GoodwillTranslationAdjustments,,,-10822000.000,-10375000.000,-14349000.000
GrossProfit,,,281800000.000,243554000.000,276194000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,89687000.000,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,0.000,89687000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-30986000.000,-320890000.000,-50805000.000
IncomeLossFromEquityMethodInvestments,,,0.000,0.000,0.000
IncomeTaxExpenseBenefit,,,2507000.000,-27201000.000,-693000.000
IncomeTaxesPaid,,,4685000.000,4224000.000,4408000.000
IncreaseDecreaseInAccountsPayable,,,24262000.000,731000.000,1430000.000
IncreaseDecreaseInAccountsReceivable,,,7142000.000,4863000.000,7200000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,1716000.000,,
IncreaseDecreaseInAccruedLiabilities,,,3529000.000,4406000.000,2166000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,,555000.000,-2866000.000
IncreaseDecreaseInInventories,,,17696000.000,15309000.000,-14168000.000
IncreaseDecreaseInOtherOperatingAssets,,,2185000.000,-1025000.000,-298000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-10401000.000,-10298000.000,-8681000.000
IncreaseDecreaseInPrepaidExpense,,,2307000.000,5184000.000,-1483000.000
InterestIncomeExpenseNet,,,-79751000.000,-82527000.000,-83494000.000
InterestPaid,,,74043000.000,78322000.000,80023000.000
MarketingAndAdvertisingExpense,,,8800000.000,11600000.000,9000000.000
NetCashProvidedByUsedInFinancingActivities,,,23193000.000,69412000.000,23378000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,23193000.000,69412000.000,23378000.000
NetCashProvidedByUsedInInvestingActivities,,,-11990000.000,-12833000.000,-16421000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-11990000.000,-12833000.000,-16421000.000
NetCashProvidedByUsedInOperatingActivities,,,253000.000,-70965000.000,-3423000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,253000.000,-70965000.000,-3423000.000
NetIncomeLoss,,,-33493000.000,-293689000.000,-50112000.000
OperatingIncomeLoss,,,49519000.000,-237575000.000,34567000.000
OperatingLeasesRentExpenseNet,,,39800000.000,39200000.000,39100000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,-19774000.000,20268000.000,-4880000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,-20443000.000,-22439000.000,-31164000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,28000.000,24000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-20443000.000,-22439000.000,-31164000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,0.000,0.000,0.000
OtherComprehensiveIncomeLossNetOfTax,,,-669000.000,-42707000.000,-26284000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,19151000.000,-20241000.000,4464000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax,,,,-34000.000,459000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,-6000.000,483000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,,,-27000.000,416000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,,,21000.000,67000.000
OtherComprehensiveIncomeLossTax,,,2553000.000,,
