,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,6987000.000,8459000.000,7169000.000,7797000.000,10725000.000,8719000.000,9189000.000
AccountsPayableCurrent,80684000.000,67180000.000,61977000.000,45138000.000,48481000.000,40282000.000,43740000.000
AccountsPayableOtherCurrent,412000.000,,,,870000.000,,
AccountsReceivableNetCurrent,35428000.000,47366000.000,46685000.000,56145000.000,72737000.000,84898000.000,79268000.000
AccruedLiabilitiesCurrent,5271000.000,,,,5615000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7402000.000,,,,11134000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,222000.000,,,,29000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-222000.000,-225000.000,-293000.000,417000.000,271000.000,120000.000,-25000.000
AdditionalPaidInCapital,287152000.000,289004000.000,292681000.000,296480000.000,299214000.000,302587000.000,311081000.000
AllowanceForDoubtfulAccountsReceivable,13000.000,,,,235000.000,,
Assets,305658000.000,316975000.000,349573000.000,366372000.000,397438000.000,412945000.000,456970000.000
AssetsCurrent,290412000.000,298323000.000,295022000.000,289345000.000,309750000.000,323354000.000,369466000.000
AssetsNoncurrent,,,33123000.000,50814000.000,,,87504000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,58000.000,143000.000,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,132000.000,46000.000,48000.000,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,52559000.000,87198000.000,111514000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,25377000.000,43148000.000,52390000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,25290000.000,43151000.000,52446000.000,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,27182000.000,44050000.000,59124000.000,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,27137000.000,44059000.000,59163000.000,,
AvailableForSaleSecuritiesDebtSecurities,,,52427000.000,87210000.000,111609000.000,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,25290000.000,43151000.000,,,
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,,,50.000,,,,
CashAndCashEquivalentsAtCarryingValue,144750000.000,146729000.000,106150000.000,84070000.000,74032000.000,90014000.000,119933000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,187671.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,39297539.000,39303892.000,40092668.000,40684496.000,40889922.000,41056801.000,41532545.000
CommonStockSharesOutstanding,39297539.000,39303892.000,40092668.000,40684496.000,40889922.000,41056801.000,41532545.000
CommonStockValue,4000.000,4000.000,4000.000,4000.000,4000.000,4000.000,4000.000
ContractualObligation,92071000.000,72781000.000,73941000.000,84275000.000,83142000.000,68091000.000,77542000.000
DeferredIncomeTaxAssetsNet,,,,,6296000.000,,
DeferredRevenueCurrent,1676000.000,2175000.000,1983000.000,2642000.000,3859000.000,2421000.000,1025000.000
DeferredRevenueNoncurrent,8289000.000,9760000.000,11427000.000,13266000.000,14684000.000,16059000.000,20902000.000
DeferredTaxAssetsGross,29552000.000,,6565000.000,6486000.000,6296000.000,,
DeferredTaxAssetsLiabilitiesNet,,,6565000.000,6486000.000,6296000.000,,
