,2011-01-01,2011-04-02,2011-07-02,2011-10-01
AccountsPayableCurrent,,199000000.000,220000000.000,221000000.000
AccountsReceivableNetCurrent,,491000000.000,514000000.000,492000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,10000000.000,15000000.000,19000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2807000000.000,2840000000.000,2842000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-250000000.000,-243000000.000,-253000000.000
AdditionalPaidInCapital,,420000000.000,413000000.000,394000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,16000000.000,16000000.000,16000000.000
Assets,,5942000000.000,6007000000.000,5967000000.000
AssetsCurrent,,1157000000.000,1208000000.000,1195000000.000
CashAndCashEquivalentsAtCarryingValue,,24000000.000,43000000.000,47000000.000
CommonStockParOrStatedValuePerShare,,1.000,1.000,1.000
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,123605344.000,123605344.000,123605344.000
CommonStockValue,,124000000.000,124000000.000,124000000.000
ConstructionInProgressGross,,102000000.000,63000000.000,66000000.000
DebtInstrumentFaceAmount,,,,130000000.000
DebtInstrumentInterestRateStatedPercentage,,,0.079,0.079
DeferredCompensationCashBasedArrangementsLiabilityCurrent,,,10000000.000,
DeferredCompensationCashbasedArrangementsLiabilityClassifiedNoncurrent,,,2000000.000,
DeferredCompensationCashbasedArrangementsLiabilityCurrentAndNoncurrent,,,12000000.000,
DeferredTaxAssetsNetCurrent,,119000000.000,127000000.000,115000000.000
DeferredTaxLiabilities,,719000000.000,739000000.000,732000000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,315000000.000,323000000.000,330000000.000
EmployeeRelatedLiabilitiesCurrent,,100000000.000,115000000.000,136000000.000
EquityMethodInvestments,,,25000000.000,25000000.000
Goodwill,,394000000.000,394000000.000,394000000.000
IncomeTaxReceivable,,3000000.000,13000000.000,14000000.000
InterestPayableCurrent,,12000000.000,15000000.000,12000000.000
InventoryFinishedGoodsAndWorkInProcessNetOfReserves,,,106000000.000,110000000.000
InventoryNet,,480000000.000,472000000.000,483000000.000
InventoryRawMaterials,,227000000.000,,
InventoryRawMaterialsNetOfReserves,,,217000000.000,224000000.000
Liabilities,,4904000000.000,4951000000.000,4910000000.000
LiabilitiesAndStockholdersEquity,,5942000000.000,6007000000.000,5967000000.000
LiabilitiesCurrent,,475000000.000,516000000.000,543000000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,1400000000.000
LongTermDebt,,761000000.000,,
LongTermDebtCurrent,,0.000,0.000,0.000
LongTermDebtNoncurrent,,,733000000.000,657000000.000
MachineryAndEquipmentGross,,3662000000.000,3716000000.000,3694000000.000
MinorityInterest,,91000000.000,91000000.000,92000000.000
MultiemployerPlanWithdrawalObligation,,,,4000000.000
OtherAccruedLiabilitiesCurrent,,138000000.000,135000000.000,139000000.000
OtherAssetsNoncurrent,,274000000.000,271000000.000,262000000.000
OtherLiabilitiesNoncurrent,,384000000.000,390000000.000,399000000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,,110000000.000,110000000.000,109000000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,16000000.000,16000000.000,16000000.000
PreferredStockParOrStatedValuePerShare,,1.000,1.000,1.000
PreferredStockSharesAuthorized,,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,39000000.000,44000000.000
PropertyPlantAndEquipmentNet,,1643000000.000,1660000000.000,1641000000.000
RestructuringReserve,,,0.000,0.000
RetainedEarningsAccumulatedDeficit,,1222000000.000,1227000000.000,1218000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,4024000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,17.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,16.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,16.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,24.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,92000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,5970000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,16.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,60000000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,6.000
StockholdersEquity,,947000000.000,965000000.000,965000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1038000000.000,1056000000.000,1057000000.000
TreasuryStockShares,,15291958.000,14955970.000,13970175.000
TreasuryStockValue,,569000000.000,556000000.000,518000000.000
