,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsNotesAndLoansReceivableNetCurrent,831600000.000,899100000.000,823600000.000,883500000.000,747000000.000,822000000.000,956000000.000,1112000000.000,1085000000.000,1300000000.000,1236000000.000,1511000000.000,1455000000.000,1445000000.000,1489000000.000
AccountsPayableCurrent,588200000.000,652400000.000,624400000.000,706500000.000,602000000.000,682000000.000,849000000.000,991000000.000,983000000.000,1200000000.000,1313000000.000,1537000000.000,1444000000.000,1397000000.000,1419000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,12000000.000,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,28000000.000,30000000.000,12000000.000,,,,,,,
AccrualForEnvironmentalLossContingencies,74200000.000,73500000.000,76900000.000,74700000.000,74000000.000,71000000.000,110000000.000,119000000.000,163000000.000,167000000.000,168000000.000,168000000.000,164000000.000,161000000.000,162000000.000
AccruedIncomeTaxesCurrent,78100000.000,74700000.000,100600000.000,38100000.000,66000000.000,77000000.000,140000000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-4979700000.000,,,,5758000000.000,,,,6970000000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-40900000.000,,,,66000000.000,,,,24000000.000,-14000000.000,-109000000.000,46000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,43700000.000,,,,-35000000.000,,,,13000000.000,-11000000.000,-10000000.000,-9000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,87900000.000,,,,132000000.000,,,,-4000000.000,-82000000.000,-11000000.000,-108000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-356600000.000,-96800000.000,172600000.000,3300000.000,-42000000.000,207000000.000,178000000.000,163000000.000,79000000.000,75000000.000,71000000.000,33000000.000,-85000000.000,-110000000.000,-53000000.000
AssetRetirementObligation,,,,125200000.000,,,,157000000.000,,,,199000000.000,,,
AssetRetirementObligationCurrent,,,,10800000.000,,,,11000000.000,,,,25000000.000,,,
Assets,21793300000.000,22341700000.000,23578300000.000,24102700000.000,23901000000.000,24414000000.000,33593000000.000,32094000000.000,35152000000.000,41409000000.000,41985000000.000,42764000000.000,43958000000.000,44551000000.000,45340000000.000
AssetsCurrent,1187700000.000,1490500000.000,1406000000.000,1575400000.000,3850000000.000,3677000000.000,3768000000.000,2244000000.000,2362000000.000,2595000000.000,2452000000.000,2668000000.000,2683000000.000,2520000000.000,2584000000.000
AssetsHeldForSaleCurrent,,,,,2287000000.000,1938000000.000,1859000000.000,211000000.000,32000000.000,32000000.000,0.000,0.000,,,
AssetsNoncurrent,,,,,,,,24101000000.000,,,,31088000000.000,,,
BankOverdrafts,35900000.000,19200000.000,40900000.000,20900000.000,63000000.000,27000000.000,63000000.000,44000000.000,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.502,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,178400000.000,352600000.000,271000000.000,409300000.000,491000000.000,522000000.000,532000000.000,518000000.000,736000000.000,656000000.000,534000000.000,404000000.000,347000000.000,263000000.000,268000000.000
CommercialPaper,,,,,,446000000.000,2664000000.000,621000000.000,595000000.000,,,979000000.000,419000000.000,,
CommitmentsAndContingencies,,,,,,,,,,,,529000000.000,,,
CommonStockValue,,,,,,4170000000.000,4360000000.000,4723000000.000,5137000000.000,9395000000.000,9416000000.000,,,,
ConstructionInProgressGross,,,,,,,,1341000000.000,,,,2111000000.000,,,
CustomerAdvancesCurrent,,,,5600000.000,,,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,,0.005,,,,,,,
DebtInstrumentFairValue,,,,42300000.000,,,,,,,,,,,
