,2011-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,2214623.000
AccountsReceivableNetCurrent,6157705.000
AccruedIncomeTaxesCurrent,72896.000
AdditionalPaidInCapitalCommonStock,4178459.000
Assets,18115051.000
AssetsCurrent,12574452.000
BankOverdrafts,74082.000
CashAndCashEquivalentsAtCarryingValue,0.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,250000000.000
CommonStockSharesIssued,45038701.000
CommonStockSharesOutstanding,31190518.000
CommonStockValue,311907.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,363677.000
DeferredFinanceCostsNoncurrentNet,245419.000
DeferredTaxAssetsNetCurrent,111874.000
DeferredTaxAssetsNetNoncurrent,770545.000
EmployeeRelatedLiabilitiesCurrent,1636052.000
Goodwill,3991605.000
IntangibleAssetsNetExcludingGoodwill,376409.000
Liabilities,20675075.000
LiabilitiesAndStockholdersEquity,18115051.000
LiabilitiesCurrent,17485014.000
LinesOfCreditCurrent,2780270.000
NotesPayableCurrent,3969867.000
OtherAssetsCurrent,1404011.000
OtherAssetsNoncurrent,82035.000
OtherLiabilitiesCurrent,73897.000
OtherLiabilitiesNoncurrent,32065.000
OtherLongTermDebtCurrent,6663327.000
PreferredStockParOrStatedValuePerShare,0.010
PrepaidExpenseCurrent,537185.000
PropertyPlantAndEquipmentNet,74586.000
RestrictedCashAndCashEquivalentsAtCarryingValue,4000000.000
RetainedEarningsAccumulatedDeficit,-7050390.000
StockholdersEquity,-2560024.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2560024.000
TemporaryEquitySharesAuthorized,6206.000
TemporaryEquitySharesIssued,6031.000
TemporaryEquitySharesOutstanding,6031.000
WarrantsAndRightsOutstanding,3157996.000
