,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AllocatedShareBasedCompensationExpense,,,2000000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,863000.000,,,864000.000,,,,430000.000,
AmortizationOfIntangibleAssets,,,,,,1700000.000,,,,1800000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,0.000,0.000,0.000,,0.000,
BusinessCombinationAcquisitionRelatedCosts,,,,,,73000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,1028000.000,,,1308000.000,,,,,
CapitalLeaseObligationsIncurred,,,,,,65000.000,,,,,
ComprehensiveIncomeNetOfTax,,,7555000.000,17386000.000,17344000.000,9490000.000,14079000.000,21659000.000,19255000.000,5997000.000,12619000.000
CostOfGoodsSoldDirectMaterials,68514000.000,69362000.000,64098000.000,72899000.000,73109000.000,67739000.000,79446000.000,79401000.000,92460000.000,67345000.000,81822000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,358000.000,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,,0.039,,,0.033,,,,0.040,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,,0.030,,,0.030,,,,0.030,
DefinedBenefitPlanBenefitsPaid,,,525000.000,180000.000,,705000.000,,,,1247000.000,
DefinedBenefitPlanInterestCost,,,190000.000,190000.000,190000.000,173000.000,173000.000,,,199000.000,
DefinedBenefitPlanServiceCost,,,230000.000,230000.000,230000.000,169000.000,246000.000,,,129000.000,
DepreciationDepletionAndAmortization,7696000.000,7864000.000,8285000.000,8438000.000,8709000.000,9285000.000,9510000.000,9224000.000,9467000.000,10199000.000,12133000.000
EarningsPerShareBasic,0.460,0.460,0.220,0.510,0.500,0.270,0.400,0.620,0.540,0.170,0.360
EarningsPerShareDiluted,0.450,0.450,0.220,0.500,0.500,0.270,0.400,0.610,0.520,0.170,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,209000.000,,,1214000.000,,,,1780000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,209000.000,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,-52000.000,,,,547000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,-6645000.000,,,,
GoodwillAcquiredDuringPeriod,,,1536000.000,,,,,,,20908000.000,
GoodwillAllocationAdjustment,,,127000.000,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,-358000.000,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,25091000.000,23446000.000,12179000.000,28042000.000,27622000.000,14939000.000,22291000.000,33889000.000,29625000.000,9932000.000,20202000.000
IncomeTaxExpenseBenefit,9660000.000,8034000.000,4624000.000,10656000.000,10278000.000,5449000.000,8212000.000,12230000.000,11269000.000,3935000.000,7583000.000
IncomeTaxesPaid,,,1566000.000,,,5591000.000,,,,,
IncomeTaxesPaidNet,,,,,,,,,,11159000.000,
IncreaseDecreaseInAccountsPayable,,,-522000.000,,,-2006000.000,,,,2126000.000,
IncreaseDecreaseInAccountsReceivable,,,-851000.000,,,-3644000.000,,,,-1537000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-17504000.000,,,-19544000.000,,,,-15040000.000,
IncreaseDecreaseInInventories,,,6087000.000,,,5197000.000,,,,10589000.000,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,-183000.000,,,1314000.000,,,,253000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,2234000.000,,,3860000.000,,,,12736000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,34036539.000,34268941.000,,,,,,,
InterestExpense,7791000.000,7796000.000,7777000.000,7684000.000,7751000.000,7777000.000,7708000.000,6017000.000,4973000.000,6098000.000,6201000.000
InterestPaid,,,3278000.000,,,3290000.000,,,,1629000.000,
LaborAndRelatedExpense,81014000.000,82127000.000,83619000.000,83435000.000,84135000.000,89953000.000,93176000.000,94768000.000,91841000.000,96431000.000,102755000.000
NetCashProvidedByUsedInContinuingOperations,,,-10648000.000,,,-4178000.000,,,,45764000.000,
NetCashProvidedByUsedInFinancingActivities,,,-1102000.000,,,-1064000.000,,,,85526000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1102000.000,,,-1064000.000,,,,85526000.000,
NetCashProvidedByUsedInInvestingActivities,,,-10838000.000,,,-5307000.000,,,,-29800000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-10838000.000,,,-5307000.000,,,,-29800000.000,
