,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,17341000.000,,,,18417000.000,,,,15921000.000,,,,22336000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,2901000.000,-1892000.000,-2101000.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,714000.000,,,,758000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2177000.000,3897000.000,2666000.000,2603000.000,4703000.000,3473000.000,2396000.000,-2407000.000,-2585000.000,-1733000.000,-661000.000,754000.000,1035000.000,1809000.000,3788000.000,150000.000,2489000.000,2089000.000,4183000.000,5555000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,,,1500000.000,1500000.000,,1500000.000,0.000,,,,,,,,,,
AdditionalPaidInCapital,45472000.000,45542000.000,44488000.000,44024000.000,44118000.000,44306000.000,44165000.000,44287000.000,44248000.000,44597000.000,43752000.000,43948000.000,44085000.000,44421000.000,89342000.000,89791000.000,90459000.000,90869000.000,91159000.000,91773000.000
Assets,778682000.000,784087000.000,797354000.000,790902000.000,811349000.000,819500000.000,809666000.000,838371000.000,831185000.000,846735000.000,846082000.000,875916000.000,865955000.000,888746000.000,1620618000.000,1587328000.000,1572687000.000,1556015000.000,1550467000.000,1524328000.000
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,,,,,,,,,,,,,,,,43000000.000,43500000.000,48800000.000,,44500000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,4011000.000,3997000.000,3955000.000,3932000.000,3916000.000,,,197374000.000,200027000.000,198722000.000,379055000.000,397349000.000,398906000.000,375055000.000,340838000.000,278094000.000
AvailableForSaleSecurities,180908000.000,218880000.000,198746000.000,220619000.000,250057000.000,251205000.000,254267000.000,199523000.000,194839000.000,195327000.000,194506000.000,199071000.000,202174000.000,202177000.000,385498000.000,398292000.000,403486000.000,378978000.000,348068000.000,287436000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,242205000.000,245119000.000,249857000.000,202377000.000,198007000.000,197379000.000,194924000.000,197374000.000,200027000.000,198722000.000,379055000.000,397349000.000,398906000.000,375055000.000,340838000.000,278094000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,25054000.000,48239000.000,96225000.000,100576000.000,96408000.000,120955000.000,109833000.000,97444000.000,98826000.000,76115000.000,73852000.000,232652000.000,117940000.000,174480000.000,59702000.000,20804000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,24118000.000,47063000.000,95040000.000,99453000.000,95247000.000,95785000.000,57241000.000,16204000.000,21107000.000,5158000.000,10032000.000,171593000.000,58202000.000,117062000.000,24084000.000,4678000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,936000.000,1176000.000,1185000.000,1123000.000,1161000.000,25170000.000,52592000.000,81240000.000,77719000.000,70957000.000,63820000.000,61059000.000,59738000.000,57418000.000,35618000.000,16126000.000
