,2011-07-02,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-07-04,2015-10-03,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,153000.000,,,-96000.000,,,,,-69000.000,,,,-39000.000
AdjustmentForAmortization,,300000.000,,,,116000.000,,,658000.000,,,,,643000.000,,,,536000.000
AllocatedShareBasedCompensationExpense,,,2869000.000,3354000.000,,3261000.000,3418000.000,4103000.000,3962000.000,4105000.000,4103000.000,3809000.000,3659000.000,3479000.000,2986000.000,2864000.000,,3192000.000
AmortizationOfIntangibleAssets,,,,0.000,,335000.000,300000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,500000.000,400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,2900000.000,2900000.000,2800000.000,2800000.000,3200000.000,2700000.000,2200000.000,1800000.000,-4700000.000,1400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-9475000.000,,,,-15411000.000,,,-14161000.000,,,,,11332000.000,,,,33097000.000
CashFlowHedgeGainReclassifiedToRevenue,,,,,,100000.000,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,10185000.000,11152000.000,12519000.000,-33714000.000,13579000.000,799000.000,-7649000.000,-7042000.000,-3897000.000,-6608000.000,1541000.000,-6029000.000,-786000.000,2664000.000,5503000.000,-6801000.000,2805000.000
CostOfGoodsSold,22019000.000,18051000.000,23930000.000,22844000.000,24925000.000,24540000.000,19578000.000,14953000.000,15448000.000,17383000.000,16967000.000,21546000.000,15890000.000,24179000.000,23084000.000,21995000.000,23864000.000,27659000.000
CostOfRevenue,26465000.000,21176000.000,27072000.000,26378000.000,,27353000.000,22589000.000,17942000.000,18617000.000,20327000.000,20198000.000,24450000.000,19054000.000,27043000.000,26008000.000,25178000.000,,30926000.000
CostOfServices,4446000.000,3125000.000,3142000.000,3534000.000,3464000.000,2813000.000,3011000.000,2989000.000,3169000.000,2944000.000,3231000.000,2904000.000,3164000.000,2864000.000,2924000.000,3183000.000,3223000.000,3267000.000
DeferredIncomeTaxExpenseBenefit,,2000.000,,,,0.000,,,,,,,,,,,,324000.000
Depreciation,,1078000.000,,,,1296000.000,,,1533000.000,,,,,1455000.000,,,,1058000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,-89000.000,0.000,0.000,-60000.000,20000.000,0.000,0.000,0.000,0.000,-58000.000,58000.000,,
EarningsPerShareBasic,0.380,0.390,0.420,0.460,0.490,0.500,0.030,-0.280,-0.250,-0.140,-0.230,0.060,-0.220,-0.040,0.100,0.200,0.160,0.110
EarningsPerShareDiluted,0.360,0.380,0.410,0.450,0.460,0.480,0.030,-0.280,-0.250,-0.140,-0.230,0.060,-0.220,-0.040,0.100,0.200,0.150,0.110
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,100000.000,100000.000,,100000.000,,,200000.000,200000.000,200000.000,100000.000,100000.000,100000.000,100000.000,100000.000,,100000.000
GainLossOnSaleOfPropertyPlantEquipment,,0.000,,,,,,,,,,,,,,,,
GrossProfit,27484000.000,28399000.000,32040000.000,34169000.000,37202000.000,33293000.000,20277000.000,11790000.000,12992000.000,16510000.000,13643000.000,21471000.000,14061000.000,18167000.000,22916000.000,23433000.000,24219000.000,26483000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10828000.000,11380000.000,13132000.000,15080000.000,17377000.000,13172000.000,940000.000,-8380000.000,-6873000.000,-3978000.000,-6448000.000,1491000.000,-6076000.000,-1227000.000,2644000.000,3005000.000,4270000.000,3419000.000
IncomeTaxExpenseBenefit,1100000.000,1180000.000,1961000.000,2638000.000,4003000.000,-520000.000,84000.000,-630000.000,98000.000,-88000.000,174000.000,-48000.000,23000.000,,,-2452000.000,,
IncreaseDecreaseInAccountsPayable,,4574000.000,,,,796000.000,,,-386000.000,,,,,941000.000,,,,2258000.000
IncreaseDecreaseInAccountsReceivable,,-12571000.000,,,,-1582000.000,,,-2962000.000,,,,,22635000.000,,,,8710000.000
IncreaseDecreaseInAssetRetirementObligations,,29000.000,,,,31000.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,-4279000.000,,,,-9813000.000,,,-266000.000,,,,,1651000.000,,,,756000.000
IncreaseDecreaseInInventories,,9404000.000,,,,6597000.000,,,1025000.000,,,,,-4421000.000,,,,-4658000.000
IncreaseDecreaseInOperatingLiabilities,,1829000.000,,,,300000.000,,,17000.000,,,,,-404000.000,,,,293000.000
IncreaseDecreaseInOtherOperatingAssets,,573000.000,,,,562000.000,,,442000.000,,,,,59000.000,,,,163000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-5691000.000,,,,-3867000.000,,,-3276000.000,,,,,2029000.000,,,,-4221000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-1771000.000,,,,970000.000,,,158000.000,,,,,-670000.000,,,,-1057000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,857000.000,730000.000,,992000.000,708000.000,0.000,0.000,0.000,0.000,200000.000,,,234000.000,272000.000,,389000.000
InterestExpense,5000.000,3000.000,2000.000,1000.000,-11000.000,24000.000,24000.000,0.000,2000.000,0.000,8000.000,20000.000,19000.000,18000.000,11000.000,8000.000,6000.000,4000.000
LicensesRevenue,325000.000,400000.000,250000.000,653000.000,0.000,0.000,300000.000,100000.000,100000.000,0.000,198000.000,200000.000,0.000,200000.000,200000.000,227000.000,100000.000,300000.000
NetCashProvidedByUsedInFinancingActivities,,-1718000.000,,,,8497000.000,,,-2278000.000,,,,,-1432000.000,,,,3207000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1718000.000,,,,8497000.000,,,-2278000.000,,,,,-1432000.000,,,,3207000.000
NetCashProvidedByUsedInInvestingActivities,,-22320000.000,,,,-23661000.000,,,-8587000.000,,,,,21658000.000,,,,25845000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-22320000.000,,,,-23661000.000,,,-8587000.000,,,,,21658000.000,,,,25845000.000
NetCashProvidedByUsedInOperatingActivities,,14563000.000,,,,-247000.000,,,-3296000.000,,,,,-8894000.000,,,,4045000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,14563000.000,,,,-247000.000,,,-3296000.000,,,,,-8894000.000,,,,4045000.000
NetIncomeLoss,9728000.000,10200000.000,11171000.000,12442000.000,13374000.000,13692000.000,856000.000,-7750000.000,-6971000.000,-3890000.000,-6622000.000,1539000.000,-6099000.000,-1154000.000,2610000.000,5457000.000,4324000.000,2968000.000
OperatingIncomeLoss,10727000.000,11255000.000,13180000.000,14955000.000,17008000.000,13076000.000,1113000.000,-8707000.000,-7188000.000,-4083000.000,-6324000.000,1463000.000,-6337000.000,-1382000.000,2597000.000,2715000.000,4192000.000,3094000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,-3000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,,,,322000.000,,,,-13000.000
OtherComprehensiveIncomeLossNetOfTax,,,-19000.000,77000.000,,-113000.000,-57000.000,101000.000,-71000.000,-7000.000,14000.000,2000.000,70000.000,368000.000,54000.000,46000.000,11349000.000,-163000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,-15000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,-3000.000,-2000.000,,-3000.000,-2000.000,-1000.000,-2000.000,-2000.000,-2000.000,-52000.000,-5000.000,-46000.000,-46000.000,-46000.000,,150000.000
