,2011-09-30,2012-09-28
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,17317000.000,15678000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,651000.000,4539000.000
AmortizationOfIntangibleAssets,,198000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,52394000.000,-76634000.000
CashDividendsPaidToParentCompany,,-53720000.000
ComprehensiveIncomeNetOfTax,,141848000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,152378000.000,145496000.000
CostOfRevenue,11836780000.000,12191419000.000
CostOfServices,,13325000000.000
CostsAndExpenses,12534166000.000,12923199000.000
CurrentFederalTaxExpenseBenefit,,63856000.000
CurrentForeignTaxExpenseBenefit,,32301000.000
CurrentIncomeTaxExpenseBenefit,,105484000.000
CurrentStateAndLocalTaxExpenseBenefit,,9327000.000
DeferredFederalIncomeTaxExpenseBenefit,,-42515000.000
DeferredForeignIncomeTaxExpenseBenefit,,-12909000.000
DeferredIncomeTaxExpenseBenefit,-39890000.000,-66613000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-11189000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,,3600000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.050
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.066
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.035
DefinedContributionPlanCostRecognized,,29500000.000
Depreciation,,236600000.000
DepreciationDepletionAndAmortization,,529213000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-74492000.000
DividendsCommonStockCash,132900000.000,23579000.000
EffectiveIncomeTaxRateContinuingOperations,,0.215
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,-0.077
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.011
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,,-0.049
EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,,-0.016
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,6100000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,4500000.000
GoodwillPeriodIncreaseDecrease,,88279000.000
GoodwillTranslationAdjustments,,589000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,90000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,121949000.000,180470000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,90470000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,112929000.000,141599000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-11732000.000,297000.000
IncomeTaxExpenseBenefit,9020000.000,38871000.000
IncomeTaxesPaid,,82500000.000
IncreaseDecreaseInAccountsPayableTrade,27012000.000,83981000.000
IncreaseDecreaseInAccountsReceivable,111862000.000,45190000.000
IncreaseDecreaseInAccountsReceivableFromSecuritization,220855000.000,0.000
IncreaseDecreaseInAccruedLiabilities,20881000.000,39043000.000
IncreaseDecreaseInInventories,26000000.000,50324000.000
IncreaseDecreaseInOtherNoncurrentAssets,-11188000.000,-40552000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,9391000.000,4569000.000
IncreaseDecreaseInPrepaidExpense,3096000.000,-38267000.000
InterestExpense,,404033000.000
InterestIncomeOther,,5477000.000
InterestPaid,,368900000.000
LeaseAndRentalExpense,,177400000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,288000.000,457000.000
MinorityInterestIncreaseFromStockIssuance,31677000.000,
MultiemployerPlanPeriodContributions,,22301000.000
NetCashProvidedByUsedInFinancingActivities,110855000.000,-340547000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,110855000.000,-340547000.000
NetCashProvidedByUsedInInvestingActivities,-363147000.000,-481576000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-363147000.000,-481576000.000
NetCashProvidedByUsedInOperatingActivities,304686000.000,745489000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,304686000.000,745489000.000
NetIncomeLoss,100072000.000,138248000.000
NetIncomeLossAttributableToNoncontrollingInterest,1125000.000,3648000.000
OperatingIncomeLoss,548211000.000,582227000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,-16208000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,54873000.000,
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,,8646000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,366000.000,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,34976000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,-22197000.000
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,,300000.000
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,,-16208000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-4368000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,2684000.000
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,4058000.000,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,-600000.000
OtherOperatingActivitiesCashFlowStatement,-8885000.000,14417000.000
PaymentsForProceedsFromOtherInvestingActivities,16993000.000,-6568000.000
PaymentsForRepurchaseOfCommonStock,16149000.000,37704000.000
PaymentsOfDividends,132900000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,151800000.000
PaymentsToAcquireProductiveAssets,293776000.000,354542000.000
ProceedsFromDivestitureOfBusinesses,83078000.000,6479000.000
ProceedsFromIssuanceOfCommonStock,4593000.000,11258000.000
ProceedsFromIssuanceOfLongTermDebt,22252000.000,3449000.000
ProceedsFromMinorityShareholders,48369000.000,0.000
ProceedsFromPaymentsForOtherFinancingActivities,-9979000.000,-12785000.000
ProceedsFromRepaymentsOfAccountsReceivableSecuritization,225905000.000,37895000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,21499000.000,11666000.000
ProceedsFromStockOptionsExercised,,6700000.000
ProfitLoss,101197000.000,141896000.000
RepaymentsOfDebtAndCapitalLeaseObligations,31236000.000,288940000.000
Revenues,13082377000.000,13505426000.000
SalesRevenueNet,13082377000.000,13505426000.000
SellingGeneralAndAdministrativeExpense,186870000.000,202567000.000
ShareBasedCompensation,17317000.000,15678000.000
StockIssuedDuringPeriodValueStockOptionsExercised,25252000.000,31636000.000
StockRepurchasedDuringPeriodValue,40756000.000,67273000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,3306000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,1000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,2304000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,-254000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,807000.000
