,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,2528838.000,2500656.000,
AccruedLiabilitiesCurrentAndNoncurrent,25534.000,363.000,,,2500656.000,
Assets,59192.000,45188.000,95478.000,83883.000,73482.000,19919.000
Cash,24142.000,9277.000,76073.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,64478.000,64482.000,15752.000
DueFromAffiliateCurrent,,,,,9000.000,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,17880.000,
DueToRelatedPartiesCurrentAndNoncurrent,2522530.000,2541603.000,2528198.000,,,2419691.000
GeneralPartnersCapitalAccount,-82049.000,-82128.000,-81488.000,-81610.000,-81432.000,-81158.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,0.000,,
Liabilities,2548064.000,2541966.000,,,2500656.000,2419691.000
LiabilitiesAndStockholdersEquity,59192.000,45188.000,95478.000,83883.000,73482.000,19919.000
LimitedPartnersCapitalAccount,-2406823.000,-2414650.000,-2351232.000,-2363345.000,-2345742.000,-2318614.000
LimitedPartnersCapitalAccountUnitsAuthorized,12000.000,12000.000,12000.000,,12000.000,12000.000
LimitedPartnersCapitalAccountUnitsIssued,7000.000,7000.000,7000.000,,7000.000,7000.000
LimitedPartnersCapitalAccountUnitsOutstanding,7000.000,7000.000,7000.000,,7000.000,7000.000
ManagementFeePayable,,,,,2482776.000,
OtherAssets,35050.000,35911.000,19405.000,19405.000,,4167.000
PartnersCapital,-2488872.000,-2496778.000,-2432720.000,-2444955.000,-2427174.000,-2399772.000
SaleOfStockPricePerShare,,,,,1000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2488872.000,-2496778.000,,,-2427174.000,-2399772.000
