,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,167723000.000,155183000.000,187572000.000,222894000.000,183783000.000,133861000.000,171655000.000,213197000.000,176874000.000,161778000.000,292120000.000,353228000.000,203872000.000,195703000.000,254802000.000,309348000.000,191146000.000,203239000.000,263145000.000,304989000.000,182789000.000,202692000.000,286691000.000,314111000.000,246204000.000,208857000.000
AccountsReceivableNetCurrent,36721000.000,31464000.000,31530000.000,41138000.000,40310000.000,37472000.000,40202000.000,47432000.000,46321000.000,55193000.000,45965000.000,59277000.000,73882000.000,67720000.000,47028000.000,55875000.000,67894000.000,64010000.000,50693000.000,63775000.000,80912000.000,73283000.000,65282000.000,74812000.000,86634000.000,79432000.000
AccruedIncomeTaxesNoncurrent,38671000.000,40310000.000,38256000.000,38527000.000,35471000.000,31806000.000,26285000.000,27110000.000,19011000.000,19321000.000,19722000.000,20777000.000,16543000.000,11063000.000,11089000.000,11312000.000,10456000.000,10884000.000,5441000.000,4876000.000,4566000.000,4675000.000,4795000.000,4573000.000,4537000.000,4655000.000
AccruedLiabilitiesForUnredeeemedGiftCards,41001000.000,29187000.000,26542000.000,22456000.000,44970000.000,30783000.000,24342000.000,23089000.000,46458000.000,33435000.000,26389000.000,24689000.000,47194000.000,35578000.000,29092000.000,27712000.000,47888000.000,37385000.000,30502000.000,28259000.000,48274000.000,38508000.000,31532000.000,30130000.000,52966000.000,39744000.000
AccruedRentCurrent,70390000.000,70873000.000,72477000.000,74888000.000,76921000.000,76550000.000,78514000.000,76769000.000,77873000.000,74034000.000,74052000.000,75680000.000,76397000.000,74023000.000,75649000.000,77102000.000,78567000.000,78741000.000,77127000.000,77892000.000,77482000.000,77477000.000,78621000.000,79255000.000,78619000.000,78018000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,842668000.000,874372000.000,876360000.000,885986000.000,901462000.000,930263000.000,921997000.000,929922000.000,950598000.000,964120000.000,962409000.000,977040000.000,1004293000.000,980637000.000,989853000.000,1013855000.000,1040212000.000,1075601000.000,1088796000.000,1096617000.000,1124599000.000,1150375000.000,1176500000.000,1202204000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,12157000.000,,,,-9944000.000,,,,-33284000.000,,,,-38745000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,28072000.000,33573000.000,32692000.000,29174000.000,28659000.000,30532000.000,28073000.000,29179000.000,29297000.000,28795000.000,24397000.000,23483000.000,12157000.000,16093000.000,15949000.000,10876000.000,-9944000.000,-11044000.000,-18378000.000,-19797000.000,-29868000.000,-24484000.000,-29356000.000,-31160000.000,-36462000.000,-32671000.000
AdditionalPaidInCapitalCommonStock,546597000.000,543393000.000,546677000.000,550110000.000,552797000.000,567700000.000,574671000.000,599343000.000,627065000.000,583795000.000,587905000.000,577108000.000,573008000.000,556054000.000,559694000.000,566449000.000,569675000.000,563709000.000,577146000.000,588293000.000,590820000.000,583689000.000,591532000.000,597919000.000,603890000.000,582512000.000
Assets,1879998000.000,1832338000.000,1866502000.000,1910452000.000,1950802000.000,1916452000.000,1978882000.000,1833133000.000,1756053000.000,1667044000.000,1780085000.000,1840086000.000,1694164000.000,1651877000.000,1680061000.000,1772072000.000,1696908000.000,1672760000.000,1760209000.000,1887836000.000,1612246000.000,1596296000.000,1693188000.000,1822540000.000,1782660000.000,1633193000.000
