,2011-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDeferredCharges,2875.000,,,,,,,,,
BusinessDevelopment,,2926.000,,2029.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-13678.000,,,,-18930.000,,,,10706.000
ComprehensiveIncomeNetOfTax,,,,,,,-164298.000,-117608.000,,
CostOfRevenue,5892.000,,,,,,,,,
CostsAndExpenses,364002.000,,,,,,,,,
CostsAndExpensesRelatedParty,,,,,,,,,,15000.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.010,0.000,0.010,0.000,0.000,0.000,,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,-21636.000
ForeignCurrencyTransactionGainLossBeforeTax,,,-651.000,-991.000,,,371.000,57.000,,-23266.000
GeneralAndAdministrativeExpense,-1850.000,8300.000,6250.000,6250.000,-166.000,6250.000,6250.000,15000.000,15000.000,15000.000
GrossProfit,22499.000,,,,,,,,,
IncomeLossAttributableToParent,-342387.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-31992.000,,,,-32595.000,,,,
IncreaseDecreaseInOperatingCapital,,6250.000,,,,6253.000,,,,70467.000
InterestExpense,53839.000,,,,,,4364.000,,,24065.000
LeaseAndRentalExpense,,,,,,,,,,2237.000
LossContingencyDamagesSoughtValue,,7500000.000,,,,7500000.000,,,,
ManagementFeeExpense,,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,30000.000,,
MarketingExpense,,,,,,,42000.000,18000.000,,
NetCashProvidedByUsedInFinancingActivities,,-436.000,,,,-5088.000,,,,25000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-436.000,,,,-5088.000,,,,25000.000
NetCashProvidedByUsedInOperatingActivities,,-13242.000,,,,-13842.000,,,,-14294.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-13242.000,,,,-13842.000,,,,-14294.000
NetIncomeLoss,,-31992.000,-21763.000,-23398.000,-31303.000,-32595.000,-159934.000,-117608.000,-225151.000,-106397.000
NoninterestExpenseTransferAgentAndCustodianFees,,,,,,,,14000.000,,
NonoperatingIncomeExpense,-610.000,,,,,,,,,
OfficersCompensation,45000.000,,,,,,,,,
OperatingExpenses,,31992.000,21763.000,23398.000,31303.000,32595.000,159934.000,117608.000,53313.000,106397.000
OperatingLeasesRentExpenseNet,33659.000,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,8266.000,3664.000,3610.000,11510.000,11845.000,7138.000,3626.000,-16041.000,4284.000
OtherIncome,-274.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,25000.000
ProceedsFromNotesPayable,,1646.000,,,,,,,,
ProfessionalFees,1263.000,,,,,,5625.000,,,6750.000
ProvisionForDoubtfulAccounts,0.000,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,2082.000,,,,5088.000,,,,
ResearchAndDevelopmentExpense,,,,,,,84000.000,36000.000,,
Revenues,28391.000,,,,,,,,,
SalariesAndWages,152030.000,,,,,,,,,
SalesRevenueNet,28665.000,,,,,,,,,
ServicingFees,,,,,,,2050.000,925.000,,785.000
ShareBasedCompensation,,12500.000,,,,12500.000,,,,
TravelAndEntertainmentExpense,,,,,,,,,,15010.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,70771847.000,70771847.000,70771847.000,-137231194.000,79396847.000,80751807.000,85319142.000,-162874194.000,87585179.000
