,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableAndAccruedLiabilitiesCurrent,,,,42620000.000,,,,,,,,,
AccountsPayableCurrent,51027000.000,49687000.000,62112000.000,28500000.000,53995000.000,60212000.000,61908000.000,46698000.000,58611000.000,70525000.000,71408000.000,31549000.000,74176000.000
AccountsReceivableNetCurrent,,,,425000.000,554000.000,419000.000,393000.000,469000.000,446000.000,309000.000,469000.000,411000.000,382000.000
AccruedLiabilitiesCurrent,37272000.000,36130000.000,38396000.000,42620000.000,43636000.000,52448000.000,54157000.000,42480000.000,49873000.000,48889000.000,54168000.000,49586000.000,54370000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,14467000.000,16233000.000,18249000.000,20410000.000,22581000.000,25039000.000,27620000.000,30173000.000,32854000.000,35738000.000,38983000.000,42342000.000,45832000.000
AdditionalPaidInCapital,72600000.000,75222000.000,75744000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,76257000.000,76099000.000,76579000.000,77173000.000,77757000.000,77152000.000,78343000.000,79249000.000,80146000.000,80154000.000
AllowanceForDoubtfulAccountsReceivable,,,,113000.000,,,,0.000,,,,0.000,
Assets,272734000.000,292332000.000,315666000.000,270723000.000,305849000.000,325925000.000,343423000.000,303024000.000,338786000.000,365843000.000,402846000.000,346248000.000,405634000.000
AssetsCurrent,218031000.000,229207000.000,251214000.000,203671000.000,232633000.000,246696000.000,264516000.000,233059000.000,260669000.000,275450000.000,311929000.000,255924000.000,304816000.000
BankOverdrafts,13470000.000,11627000.000,11905000.000,8305000.000,11146000.000,22378000.000,20871000.000,7182000.000,15069000.000,11283000.000,12717000.000,5355000.000,11714000.000
CashAndCashEquivalentsAtCarryingValue,1752000.000,1652000.000,1738000.000,1751000.000,2006000.000,583000.000,1941000.000,2109000.000,2404000.000,2578000.000,2691000.000,1911000.000,2269000.000
CommonStockParOrStatedValuePerShare,0.010,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,41468000.000,,,,42003000.000,42004000.000,42004000.000,42004000.000,42187000.000,42245000.000,42245000.000,42269000.000,42500000.000
CommonStockSharesOutstanding,41468000.000,,,,42003000.000,42004000.000,42004000.000,42004000.000,42187000.000,,42004000.000,42004000.000,42500000.000
CommonStockValue,415000.000,,,,420000.000,420000.000,420000.000,420000.000,422000.000,422000.000,422000.000,422000.000,425000.000
ConstructionInProgressGross,8915000.000,,,,,,,,,,,,
ConstructionPayableCurrent,,,,,2359000.000,,755000.000,,2637000.000,2813000.000,1807000.000,3138000.000,4677000.000
DebtInstrumentCarryingAmount,212904000.000,159350000.000,158763000.000,159600000.000,159200000.000,158800000.000,158400000.000,158000000.000,137926000.000,137526000.000,137127000.000,136727000.000,136327000.000
DebtInstrumentUnamortizedDiscount,2570000.000,2448000.000,2326000.000,1554000.000,1488000.000,1421000.000,1354000.000,1288000.000,1060000.000,993000.000,920000.000,877000.000,819000.000
DeferredIncomeTaxLiabilities,,,,8750000.000,,,,12151000.000,,,,16140000.000,
DeferredRentCreditCurrent,2765000.000,2482000.000,2674000.000,2873000.000,3570000.000,2966000.000,3337000.000,3018000.000,3393000.000,2858000.000,3291000.000,3150000.000,3407000.000
DeferredRentCreditNoncurrent,23480000.000,28672000.000,28171000.000,28117000.000,27528000.000,28729000.000,29066000.000,29133000.000,30664000.000,33178000.000,33875000.000,35307000.000,35673000.000
DeferredRevenueCurrent,7436000.000,7083000.000,6747000.000,9629000.000,10984000.000,11024000.000,10810000.000,14787000.000,14001000.000,14272000.000,14622000.000,18019000.000,17556000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,,63000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,1293000.000,,,,1756000.000,
DeferredTaxAssetsGross,,,,17076000.000,,,,17415000.000,,,,21237000.000,
DeferredTaxAssetsInventory,,,,2189000.000,,,,2335000.000,,,,2757000.000,
DeferredTaxAssetsLiabilitiesNet,,,,8326000.000,,,,5264000.000,,,,5097000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,2229000.000,2431000.000,2632000.000,2928000.000,2329000.000,2514000.000,2743000.000,3001000.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,6051000.000,6051000.000,6051000.000,5398000.000,5398000.000,3858000.000,3858000.000,2263000.000,4631000.000,4976000.000,4902000.000,5097000.000,4212000.000
DeferredTaxAssetsNetCurrent,,,,2928000.000,,,,3001000.000,,,,,
DeferredTaxAssetsNetNoncurrent,,,,5398000.000,,,,2263000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,51000.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,600000.000,,,,634000.000,,,,939000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,444000.000,,,,468000.000,,,,517000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,44000.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,11932000.000,,,,12377000.000,,,,14833000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,1540000.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,276000.000,,,,308000.000,,,,372000.000,
DeferredTaxLiabilitiesPrepaidExpenses,,,,625000.000,,,,744000.000,,,,672000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,8125000.000,,,,11407000.000,,,,15468000.000,
EmployeeRelatedLiabilitiesCurrent,5422000.000,5055000.000,7362000.000,7104000.000,5855000.000,5593000.000,8641000.000,8573000.000,6972000.000,7611000.000,10530000.000,9430000.000,7157000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,3334000.000,,,,5140000.000,,,,6945000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,1806000.000,,,,1806000.000,,,,1805000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,277000.000,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,1840000.000,,,,311000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,1806000.000,,,,1806000.000,,,,311000.000,
FiniteLivedIntangibleAssetsGross,,,,9063000.000,,,,9063000.000,,,,9063000.000,
