,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,3400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,7000.000,295000.000,,141000.000,5000.000,0.000,-139000.000,142000.000,,0.000,,237000.000,266000.000,211000.000,-698000.000,76000.000,33000.000,0.000,-109000.000,101000.000,0.000,0.000,-101000.000,6239.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,0.000,,,,,,,,,,,,,,,,0.000,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,,,,,,,,,,,,,,,,,3200000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,,1100000.000,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,,,,,,,,1110000.000,346000.000,,63237000.000
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,,,,,,,,,684666000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,,,,,,,,,,,,450400000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,588000.000,,,,196000.000,,,,1008000.000,,,,144000.000,,,,522000.000,,,,437000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-7736000.000,,,,22513000.000,,,,7731000.000,,,,1601000.000,,,,32721000.000,,,,11206000.000,,,,-243220000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,11942000.000,10700000.000,5396000.000,,9688000.000,5045000.000,13925000.000,,6315000.000,8516000.000,14257000.000,,6581000.000,5151000.000,-508000.000,,-405000.000,15438000.000,16770000.000,,20000000.000,14339000.000,19506000.000,,57892000.000
CostOfGoodsSold,36845000.000,41595000.000,40884000.000,40517000.000,40546000.000,38199000.000,40710000.000,40904000.000,37505000.000,40623000.000,41860000.000,38996000.000,37203000.000,41135000.000,39310000.000,40211000.000,38970000.000,40020000.000,39751000.000,42130000.000,40622000.000,46589000.000,45835000.000,44928000.000,158794000.000
DepreciationDepletionAndAmortization,4500000.000,,,,4777000.000,,,,4712000.000,,,,4765000.000,,,,4629000.000,,,,4801000.000,,,,11594000.000
EarningsPerShareBasic,0.590,0.690,0.660,1.290,0.540,0.650,0.850,0.860,0.600,0.500,0.750,0.900,0.440,0.390,0.420,0.470,0.620,0.860,1.020,0.340,0.990,1.030,1.160,0.720,3.030
EarningsPerShareDiluted,0.570,0.670,0.650,1.260,0.530,0.630,0.820,0.820,0.580,0.480,0.720,0.870,0.430,0.380,0.420,0.450,0.600,0.830,0.980,0.320,0.960,0.980,1.090,0.630,2.860
EffectOfExchangeRateOnCashAndCashEquivalents,1049000.000,,,,677000.000,,,,-1238000.000,,,,-47000.000,,,,-7987000.000,,,,3630000.000,,,,692000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.340,,,,0.290,,,,0.340,,,,0.160,,,,0.340,,,,-0.220
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,,,,,,,0.350,,,,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,280000.000,,,,1626000.000,,,,1034000.000,,,,1178000.000,,,,3059000.000,,,,2511000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
