,2013-12-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AmortizationOfFinancingCosts,2907.000,-2148.000,806.000,,,,,,,
CashPeriodIncreaseDecrease,,2637.000,,-99.000,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000
EquipmentExpense,1367.000,2148.000,806.000,,,,,,,
GeneralAndAdministrativeExpense,,0.000,0.000,396.000,364.000,356.000,947.000,297.000,312.000,8227.000
IncreaseDecreaseInAccountsPayable,,,,297.000,,,,297.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,500.000,,,,,,,,
IncreaseDecreaseInDeposits,,5342.000,,,,,,,,
InterestAndOtherIncome,0.000,0.000,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,4285.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4285.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-1648.000,,-99.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1648.000,,-99.000,,,,,,
NetIncomeLoss,-2907.000,-2148.000,-806.000,-396.000,-364.000,-356.000,-947.000,-297.000,-312.000,-8227.000
OperatingExpenses,,,,396.000,364.000,356.000,947.000,297.000,312.000,8227.000
OperatingIncomeLoss,,-2148.000,,,,,,,,
OtherExpenses,,0.000,,,,,,,,
OtherOperatingIncomeExpenseNet,,,-806.000,,,,,,,
ProceedsFromCollectionOfLoansReceivable,,0.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,4285.000,,,,,,,,
ProceedsFromRelatedPartyDebt,,0.000,,,,,,,,
ProfessionalFees,1540.000,0.000,0.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,13000000.000,13000000.000,13000000.000,-26000000.000,13000000.000,13000000.000,13000000.000
WeightedAverageNumberOfSharesIssuedBasic,5000000.000,5501370.000,10000000.000,,,,,,,
