,2013-06-15,2013-09-07,2013-12-28,2014-03-22,2014-06-14,2014-09-06,2015-01-03,2015-03-28,2015-06-20,2015-09-12,2016-01-02,2016-03-26,2016-06-18,2016-09-10,2016-12-31,2017-03-25,2017-06-17
AccountsPayableAndAccruedLiabilitiesCurrent,100222000.000,108575000.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,99499000.000,76577000.000,81890000.000,89633000.000,117118000.000,103887000.000,112830000.000,112753000.000,119087000.000,105492000.000,97717000.000,103920000.000,153885000.000,143858000.000,146893000.000
AccountsReceivableNetCurrent,86359000.000,91634000.000,126369000.000,117614000.000,121766000.000,125976000.000,181431000.000,176620000.000,178305000.000,188912000.000,241729000.000,224559000.000,226929000.000,199552000.000,262672000.000,259138000.000,262616000.000
AccruedIncomeTaxesCurrent,,,21167000.000,2432000.000,2596000.000,3269000.000,22784000.000,1527000.000,3768000.000,2122000.000,3216000.000,1822000.000,2333000.000,3158000.000,4199000.000,3860000.000,5000000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,6213000.000,,7056000.000,7130000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,82248000.000,,,,102656000.000,,,,130725000.000,,,,173671000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1517000.000,-2930000.000,-2873000.000,-3397000.000,-3396000.000,-7556000.000,-19470000.000,-29059000.000,-24795000.000,-31535000.000,-40195000.000,-35139000.000,-32065000.000,-34398000.000,-48877000.000,-42861000.000,-34893000.000
AdditionalPaidInCapital,93435000.000,95225000.000,107139000.000,112546000.000,117457000.000,125267000.000,137916000.000,519668000.000,538357000.000,547230000.000,561939000.000,569728000.000,581712000.000,594739000.000,608568000.000,612328000.000,626693000.000
Assets,739007000.000,647972000.000,1981094000.000,913991000.000,1166963000.000,1156320000.000,2485741000.000,1802566000.000,1932815000.000,2002434000.000,3112956000.000,2221317000.000,2333775000.000,2294019000.000,3595778000.000,2559139000.000,2726431000.000
AssetsCurrent,535344000.000,440205000.000,1577816000.000,521930000.000,777115000.000,715686000.000,1758747000.000,764031000.000,896789000.000,828622000.000,1888890000.000,858644000.000,937403000.000,901791000.000,2054656000.000,1027526000.000,1207692000.000
