,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,28948000.000,30092000.000,32312000.000,30859000.000,39246000.000,33157000.000,37258000.000,38262000.000,42842000.000,46627000.000,58742000.000,44584000.000,43712000.000,49053000.000,64691000.000,44653000.000
AccountsPayableTradeCurrent,19728000.000,23386000.000,24121000.000,,30885000.000,24991000.000,27218000.000,27349000.000,30696000.000,34236000.000,42692000.000,31833000.000,33127000.000,37900000.000,49074000.000,32970000.000
AccountsReceivableNetCurrent,39213000.000,39413000.000,41458000.000,40261000.000,49070000.000,46519000.000,46765000.000,43355000.000,51272000.000,53577000.000,70778000.000,52966000.000,55912000.000,60364000.000,79027000.000,67665000.000
AccruedIncomeTaxesCurrent,17000.000,,,,,,,,,,,382000.000,42000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3634000.000,3342000.000,3618000.000,3995000.000,4007000.000,4467000.000,5027000.000,5595000.000,6342000.000,5671000.000,6716000.000,7807000.000,8941000.000,10134000.000,11282000.000,12547000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,195000.000,245000.000,195000.000,148000.000,200000.000,137000.000,98000.000,52000.000,47000.000,-78000.000,-55000.000,-77000.000,-58000.000,-180000.000,-331000.000,-245000.000
AdditionalPaidInCapital,19235000.000,266362000.000,267767000.000,269037000.000,270455000.000,272734000.000,274094000.000,275462000.000,276622000.000,278335000.000,279136000.000,280130000.000,281271000.000,282630000.000,283486000.000,284237000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,69000.000,,,,3000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,1080000.000,960000.000,959000.000,931000.000,902000.000,871000.000,883000.000,890000.000,887000.000,854000.000,69000.000,3000.000,7000.000,7000.000,3000.000,299000.000
Assets,133570000.000,194245000.000,190560000.000,183148000.000,187693000.000,178289000.000,178005000.000,176086000.000,177039000.000,155548000.000,168124000.000,147438000.000,142296000.000,140818000.000,154225000.000,126420000.000
AssetsCurrent,75571000.000,137472000.000,136061000.000,129229000.000,134615000.000,126042000.000,126317000.000,122441000.000,122310000.000,121726000.000,134386000.000,113680000.000,110200000.000,110587000.000,124592000.000,98811000.000
AssetsNoncurrent,57999000.000,56773000.000,54499000.000,53919000.000,53078000.000,52247000.000,51688000.000,53645000.000,54729000.000,33822000.000,33738000.000,33758000.000,32096000.000,30231000.000,29633000.000,27609000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,956000.000,926000.000,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,579000.000,987000.000,2774000.000,3711000.000,1608000.000,2483000.000,3517000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,377000.000,443000.000,1053000.000,960000.000,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,362000.000,352000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,760000.000,668000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,1327000.000,
