,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrentAndNoncurrent,60036000.000,71146000.000,78210000.000,74327000.000,72176000.000,86231000.000,107351000.000,124797000.000,117135000.000,150744000.000,169739000.000,172841000.000,157257000.000,190777000.000,221755000.000,205397000.000,161469000.000,212127000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,44300000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1584000.000,1484000.000,731000.000,164000.000,838000.000,711000.000,244000.000,92000.000,-32000.000,-883000.000,-197000.000,-1157000.000,-964000.000,-724000.000,-944000.000,-799000.000,-750000.000,-896000.000
Assets,1615113000.000,1572751000.000,1546937000.000,1579144000.000,1548506000.000,1807921000.000,1955265000.000,1933919000.000,1965109000.000,2519091000.000,2638328000.000,2780342000.000,2774730000.000,2852566000.000,2936654000.000,3052089000.000,2878131000.000,3021746000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,43526000.000,35324000.000,30465000.000,14624000.000,5470000.000,2480000.000,536000.000,32000.000,31000.000,30000.000,0.000,0.000,0.000,,,
AvailableForSaleSecurities,408348000.000,359006000.000,338752000.000,347016000.000,290705000.000,310638000.000,508510000.000,388020000.000,363058000.000,362194000.000,367521000.000,313155000.000,264689000.000,214217000.000,214088000.000,23044000.000,17933000.000,17791000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,1590000.000,1715000.000,199000.000,49000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,431000.000,61000.000,,
AvailableForSaleSecuritiesAmortizedCost,,358915000.000,339579000.000,348628000.000,290286000.000,309967000.000,507458000.000,387477000.000,362642000.000,362915000.000,367549000.000,313391000.000,264487000.000,213296000.000,212929000.000,21390000.000,17734000.000,17742000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,,,,,,7794000.000,7976000.000
