,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,1842.000
AccountsPayableCurrent,587.000,2069.000,5282.000,5844.000,172.000,263.000,5174.000,1842.000,1842.000,12297.000
AccountsReceivableNetCurrent,,,,,,,,,10000.000,5677.000
AdditionalPaidInCapital,,-2585000.000,-91953.000,-91953.000,-91953.000,-91953.000,-91953.000,-1914.000,739953.000,1742472.000
Assets,,,,,,,,,357046.000,1676112.000
AssetsCurrent,1404.000,,,,3463.000,2191.000,1715.000,1501.000,307046.000,257933.000
AssetsHeldInTrustNoncurrent,,,,,,,,,25000.000,
Cash,1404.000,,,,3463.000,2191.000,1715.000,1501.000,272046.000,212637.000
CommonStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000
CommonStockSharesAuthorized,75000000.000,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,5000000.000,,100043412.000,100043412.000,100043412.000,100043412.000,100043412.000,10004341.000,14831757.000,15247600.000
CommonStockSharesOutstanding,5000000.000,,100043412.000,100043412.000,100043412.000,100043412.000,100043412.000,10004341.000,14831757.000,15247600.000
CommonStockSharesSubscriptions,,2978.000,,,,,,,740000.000,375000.000
CommonStockValue,5000.000,2590000.000,100043.000,100043.000,100043.000,100043.000,100043.000,10004.000,148.000,152.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,178000.000
DeferredTaxAssetsValuationAllowance,,-6287.000,,,,-15958.000,,,,524000.000
DueToRelatedPartiesCurrent,11422.000,11422.000,14132.000,19974.000,34774.000,40774.000,42024.000,49524.000,18667.000,19287.000
EquityMethodInvestments,,,,,,,,,50000.000,300000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,19956.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,1138135.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,227627.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,1118179.000
InventoryNet,,,,,,,,,,22699.000
Liabilities,,,,,,,,,,33320.000
LiabilitiesAndStockholdersEquity,1404.000,,,,3463.000,2191.000,2191.000,1501.000,357046.000,1676112.000
LiabilitiesCurrent,12009.000,13491.000,19414.000,25818.000,34946.000,41037.000,47198.000,51366.000,70033.000,31584.000
MinorityInterest,,,,,,,,,,1736.000
OperatingLossCarryforwards,,6287.000,,,,15958.000,,,,524000.000
OtherPrepaidExpenseCurrent,,,,,,,,,,16920.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,0.000,0.000
PreferredStockSharesAuthorized,,,,,,,,,5000000.000,5000000.000
PreferredStockSharesIssued,,,,,,,,,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,0.000,0.000
RetainedEarningsAccumulatedDeficit,-15605.000,-18491.000,-27504.000,-33908.000,-9573.000,-46936.000,-53573.000,-57955.000,-453088.000,-525832.000
StockholdersEquity,-10605.000,-13491.000,-19414.000,-25818.000,-31483.000,-38846.000,-45483.000,-49865.000,287013.000,1644528.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,1642792.000
TradingSecuritiesEquity,,,,,,,,,,300000.000
