,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,18734000.000,18100000.000,18050000.000,28053000.000,34549000.000,22814000.000,17004000.000,27737000.000,25916000.000,21750000.000
AccountsReceivableNetCurrent,27187000.000,28217000.000,32972000.000,30758000.000,30770000.000,33703000.000,31523000.000,31584000.000,37236000.000,36551000.000
AccruedIncomeTaxesCurrent,1846000.000,1969000.000,2263000.000,2367000.000,2374000.000,2406000.000,2725000.000,2396000.000,2280000.000,2401000.000
AccruedLiabilitiesCurrent,28633000.000,26705000.000,27519000.000,26027000.000,24536000.000,24798000.000,26929000.000,23763000.000,32021000.000,32213000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,95441000.000,,,
AdditionalPaidInCapitalCommonStock,73030000.000,73030000.000,74000000.000,74000000.000,75000000.000,77025000.000,78825000.000,78825000.000,78825000.000,78825000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2738000.000,2657000.000,2086000.000,2419000.000,2692000.000,2556000.000,2553000.000,2595000.000,2601000.000,2723000.000
Assets,232096000.000,233969000.000,222963000.000,232605000.000,241297000.000,245375000.000,230361000.000,239263000.000,251328000.000,263732000.000
AssetsCurrent,127326000.000,132794000.000,124714000.000,134078000.000,143435000.000,145948000.000,130420000.000,142347000.000,155455000.000,167469000.000
CashAndCashEquivalentsAtCarryingValue,19550000.000,25725000.000,20275000.000,18220000.000,14968000.000,18811000.000,19946000.000,16791000.000,17288000.000,33573000.000
CommonStockParOrStatedValuePerShare,0.001,,,,,,,,,
CommonStockSharesAuthorized,2000.000,,,,,,,,,
CommonStockSharesIssued,2000.000,,,,,,,,,
CommonStockSharesOutstanding,2000.000,,,,,,,,,
CommonStockValue,1000.000,,,,,,,,,
DeferredAdvertisingCosts,,,,,,,3500000.000,,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,1300000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,3326000.000,,,
DeferredRevenueAndCreditsCurrent,59236000.000,65530000.000,54870000.000,50694000.000,53922000.000,62718000.000,54583000.000,53118000.000,56044000.000,65978000.000
DeferredRevenueAndCreditsNoncurrent,33023000.000,32365000.000,30979000.000,30369000.000,31516000.000,32283000.000,34316000.000,32861000.000,35838000.000,37333000.000
DeferredTaxAssetsDeferredIncome,,,,,,,847000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,342000.000,,,
DeferredTaxAssetsGross,,,,,,,42985000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,79000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,79000.000,88000.000,98000.000,107000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,4555000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,525000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,504000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,30784000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,2494000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,39580000.000,,,
DeferredTaxLiabilitiesOther,,,,,,,88000.000,,,
