,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,68159.000,157189.000,195696.000,238736.000,248360.000,252989.000,226991.000,272771.000,269601.000,301807.000,298314.000,364091.000,360835.000,335765.000,189258.000,149515.000,82000.000,89944.000,73180.000,89724.000,80474.000,95607.000,80565.000,68490.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,8000.000,,,,2000.000,,,,2000.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,149000.000,,,,150000.000,,,,0.000,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,668531.000,,1384408.000,2428095.000,,,,,,,,,,,
AccruedBonusesCurrent,,,,,,,,,,,,,,,25000.000,,,,0.000,,,,,
AccruedProfessionalFeesCurrent,,,,,,,45000.000,,,,,,,,36000.000,,,,36000.000,,,,41000.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,49000.000,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,30234898.000,32596753.000,32598678.000,40095903.000,40097528.000,40099478.000,40106728.000,40108378.000,39229608.000,38351159.000,27221563.000,27222813.000,27224163.000,27225513.000,10318409.000,10319809.000,10321259.000,10322659.000,7270764.000,7270764.000,7279464.000,7279464.000,7279464.000,7279464.000
Assets,29003640.000,28038433.000,25260501.000,32006857.000,30129567.000,30982777.000,28862899.000,28601570.000,28453504.000,28614316.000,17386044.000,17990547.000,19350432.000,20340182.000,4822738.000,4677454.000,4485717.000,4169216.000,1003415.000,912792.000,805935.000,726725.000,633168.000,547286.000
AssetsCurrent,4049232.000,3812255.000,3560035.000,10794460.000,7912483.000,6739044.000,6181544.000,5918449.000,17110474.000,17271708.000,17386044.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3980664.000,3768278.000,3536331.000,10781836.000,7846185.000,6693483.000,6151770.000,5905130.000,5708816.000,10355871.000,2090295.000,6417917.000,10421680.000,17404684.000,4797122.000,4669745.000,4402562.000,4113489.000,960351.000,894425.000,776067.000,701264.000,614490.000,535041.000
CashFDICInsuredAmount,,,,,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CashUninsuredAmount,,,,,,,,,,,,6100000.000,10200000.000,17200000.000,4500000.000,4400000.000,4200000.000,3900000.000,700000.000,644000.000,526000.000,450000.000,364000.000,285000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,5.750,5.750,,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,5.750,5.750,5.750,,,,,,,,,
