,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,58553000.000,66332000.000,67409000.000,70212000.000,74532000.000,81099000.000,70608000.000,66148000.000,69708000.000,75305000.000,65493000.000,73799000.000,81933000.000,79733000.000,75266000.000,70134000.000,89639000.000,93699000.000,79952000.000,93751000.000,102731000.000,84412000.000,66440000.000,66003000.000
AccountsPayableCurrentAndNoncurrent,,,,,,305000.000,293000.000,267000.000,214000.000,0.000,,,,,,,,,,,,,,
AccountsReceivableNet,4202000.000,3452000.000,2881000.000,1469000.000,1977000.000,4596000.000,4564000.000,4400000.000,4581000.000,5705000.000,7510000.000,6522000.000,5852000.000,7356000.000,8176000.000,5938000.000,5935000.000,5612000.000,5720000.000,4028000.000,3989000.000,4757000.000,4355000.000,3730000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,15063000.000,,,,17122000.000,,,,17173000.000,,,,20332000.000,,,,,,
AccumulatedDistributionsInExcessOfNetIncome,620252000.000,629170000.000,637572000.000,651956000.000,647762000.000,657567000.000,671913000.000,676256000.000,680821000.000,669896000.000,679129000.000,688032000.000,678032000.000,670650000.000,682920000.000,683084000.000,683413000.000,674759000.000,680473000.000,652553000.000,643327000.000,641859000.000,644586000.000,632390000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12735000.000,-12649000.000,-11172000.000,-8233000.000,-7674000.000,-6557000.000,-5843000.000,-4444000.000,-3815000.000,-3265000.000,-4255000.000,-6544000.000,-3035000.000,-13867000.000,-10319000.000,-7636000.000,-15585000.000,-9667000.000,-21602000.000,-26487000.000,-22772000.000,-4643000.000,-2445000.000,-3777000.000
AdditionalPaidInCapital,1809123000.000,1810130000.000,1829758000.000,1833247000.000,1949700000.000,1906490000.000,2037367000.000,1983288000.000,1937100000.000,1938886000.000,1867007000.000,1868891000.000,1870562000.000,1872336000.000,1873374000.000,1874839000.000,1876258000.000,1756415000.000,1757677000.000,1881240000.000,1883315000.000,1886771000.000,1888231000.000,1963129000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,1875000.000,,,,1362000.000,,,,1695000.000,,,,1515000.000,,,,528000.000,,
Assets,2735741000.000,2699732000.000,2640706000.000,2671180000.000,2611483000.000,2608842000.000,2628749000.000,2611718000.000,2611115000.000,2597510000.000,2582738000.000,2590890000.000,2576511000.000,2581995000.000,2553758000.000,2572258000.000,2706680000.000,2718051000.000,2732419000.000,2728198000.000,2767563000.000,2793263000.000,2805058000.000,2863963000.000
BelowMarketLeaseAccumulatedAmortization,,,,,,,,,,,,,,8735000.000,,,,8911000.000,,,,10193000.000,,
