,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,1458796.000,1231729.000,1380549.000,1304648.000,1595256.000,1974017.000,1685216.000,1699114.000,1840252.000,1752587.000,2011951.000,1865282.000,1808877.000,1812367.000,1878269.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,105000.000,175000.000,250000.000,328000.000,471979.000,596787.000,696883.000,746748.000
AccountsReceivableNet,,,,214643.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,401411.000,333871.000,222616.000,91799.000,497336.000,97115.000,77584.000,128134.000,35083.000,97793.000,78422.000,100030.000,97243.000,188348.000
AccruedSalariesCurrent,911082.000,933583.000,938583.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1471362.000,119251.000,131447.000,143206.000,158085.000,172276.000,186101.000,200210.000,230823.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-153.000,-252.000,,,,,,,,,
AdditionalPaidInCapital,41752408.000,43117112.000,43747812.000,45226793.000,46178547.000,46761481.000,48479389.000,49388375.000,49592293.000,50328511.000,50639692.000,51036456.000,1273611.000,50921523.000,51539123.000
AllowanceForDoubtfulAccountsReceivable,,,,304597.000,304597.000,,3000.000,3000.000,3000.000,3000.000,9000.000,27000.000,39564.000,32000.000,75000.000
Assets,8123112.000,7352240.000,7642857.000,5521641.000,4725129.000,4878643.000,4183772.000,3370717.000,2837636.000,2931207.000,2684902.000,2326462.000,2730220.000,2249322.000,2107327.000
AssetsCurrent,6495897.000,5717448.000,6032457.000,2769051.000,2335095.000,2495181.000,1826988.000,1620771.000,1107583.000,683359.000,1007448.000,1068522.000,1557303.000,1105420.000,1129316.000
AssetsNoncurrent,1258846.000,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,1361959.000,,,,,,,,,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,1361959.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,920168.000,219042.000,330832.000,376554.000,130435.000,33675.000,167986.000,680914.000,97211.000,86252.000,150802.000,146200.000,623028.000,237099.000,236994.000
CashFDICInsuredAmount,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,0.200,0.200,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,8958302.000,8926715.000,8726715.000,12456715.000,15456715.000,17256715.000,17756715.000,17956715.000,17956715.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,15456715.000,17256715.000,17756715.000,17956715.000,17956715.000,,,
CommitmentsAndContingencies,652596.000,520432.000,499387.000,430700.000,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,20000000.000,20000000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,450000000.000
CommonStockSharesIssued,191570055.000,193487119.000,193886478.000,197861157.000,201899622.000,203811690.000,209612511.000,211917511.000,212050845.000,223060220.000,228160821.000,241095488.000,241095488.000,277530645.000,277530645.000
CommonStockSharesOutstanding,191570055.000,193487119.000,193886478.000,197861157.000,201899622.000,203811690.000,209612511.000,211917511.000,212050845.000,223060220.000,228160821.000,241095488.000,241095488.000,277530645.000,277530645.000
CommonStockSharesSubscriptions,,,27.000,,,,,,,,,,,,
CommonStockValue,129170.000,131087.000,131486.000,135461.000,139499.000,203812.000,209613.000,211917.000,212051.000,223061.000,228161.000,241096.000,258692.000,277531.000,277531.000
ConvertibleLongTermNotesPayable,,,,2041863.000,,,,,1077775.000,209741.000,806615.000,843787.000,880734.000,,
ConvertibleNotesPayable,,,,,,,,3585225.000,2462085.000,2703306.000,,,,,
ConvertibleNotesPayableCurrent,750000.000,26692.000,1752322.000,,1969451.000,2844474.000,3547886.000,3585225.000,1384310.000,2493565.000,,,,,29615.000
DebtInstrumentCarryingAmount,,,,625000.000,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,0.300,,,,,,
DebtInstrumentFaceAmount,,,,,,,,3423500.000,2318500.000,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,126102.000,-64460.000,27187.000,,,,,
DeferredCompensationLiabilityCurrent,,,,998458.000,1092408.000,1123808.000,213320.000,267730.000,146231.000,233921.000,141410.000,261814.000,259867.000,281844.000,347126.000
DeferredFinanceCostsCurrentNet,,28833.000,287334.000,59334.000,96868.000,105326.000,65577.000,25827.000,8000.000,280807.000,94150.000,5506.000,,,
DeferredRevenue,,,,401941.000,11376.000,9288.000,55746.000,25371.000,22472.000,17073.000,21464.000,29691.000,17272.000,8127.000,2050.000
DeferredRevenueCurrent,390180.000,374402.000,362303.000,401941.000,11376.000,9288.000,55746.000,25371.000,22472.000,17073.000,21464.000,29691.000,17272.000,8127.000,2050.000
DeferredTaxAssetsNet,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,14762000.000,15360000.000,16657000.000,17732000.000,19904000.000,18794000.000,20072000.000,20674563.000,20880437.000,21302867.000,21649179.000,21880341.000
DeferredTaxAssetsValuationAllowance,,,,-14762000.000,-15360000.000,-16657000.000,17732000.000,19904000.000,18794000.000,20072000.000,20674563.000,20880437.000,21302867.000,21649179.000,-21880341.000
DepositsAssetsCurrent,51570.000,,,,,,,,,,,,,,
DerivativeLiabilities,,,,,,,,,,,,,,,0.000
DerivativeLiabilitiesCurrent,,,,,1144647.000,640515.000,517055.000,745148.000,,,,,,601627.000,
DueToRelatedPartiesCurrent,,,,,,,,29219.000,176.000,25689.000,26188.000,106872.000,108967.000,111038.000,113155.000
