,2015-06-30,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1307000.000,-1441000.000
AdvertisingExpense,433000.000,797000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,198000.000,261000.000
AllowanceForLoanAndLeaseLossesWriteOffs,1159000.000,366000.000
AmortizationOfDeferredLoanOriginationFeesNet,-80000.000,-1000.000
AmortizationOfESOPAward,216000.000,677000.000
AmortizationOfMortgageServicingRightsMSRs,276000.000,259000.000
AvailableForSaleSecuritiesGrossRealizedGains,0.000,1727000.000
AvailableForSaleSecuritiesGrossRealizedLosses,0.000,160000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,0.000,1567000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,-877000.000,1740000.000
BankOwnedLifeInsuranceIncome,102000.000,114000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,26070000.000,-22380000.000
ComprehensiveIncomeNetOfTax,-5672000.000,5137000.000
ContractuallySpecifiedServicingFeesAmount,561000.000,502000.000
CurrentIncomeTaxExpenseBenefit,647000.000,2364000.000
DeferredFederalIncomeTaxExpenseBenefit,-1001000.000,
DeferredIncomeTaxExpenseBenefit,-1001000.000,-907000.000
DepreciationDepletionAndAmortization,973000.000,1121000.000
EarningsPerShareBasicAndDiluted,-0.420,0.330
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EmployeeStockOwnershipPlanESOPCompensationExpense,216000.000,677000.000
EmployeeStockOwnershipPlanESOPWeightedAveragePurchasePriceOfSharesPurchased,12.380,12.450
FederalDepositInsuranceCorporationPremiumExpense,544000.000,424000.000
FeesAndCommissionsMortgageBankingAndServicing,305000.000,255000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,309000.000,502000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,306000.000,500000.000
GainLossOnSaleOfSecuritiesNet,0.000,1567000.000
GainLossOnSalesOfLoansNet,548000.000,234000.000
ImpairedFinancingReceivableAverageRecordedInvestment,12517000.000,9361000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,573000.000,437000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,6329000.000,3009000.000
