,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,336368.000,,,,790228.000,,,,1310043.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,166344.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,300000.000,300000.000,,,,800000.000,,,,1300000.000
AmortizationOfDebtDiscountPremium,,,67124.000,,,,94116.000,,,,67034.000
BusinessAcquisitionProFormaEarningsPerShareBasic,-2.550,-1.530,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,-19365662.000,-27155197.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,9711.000,,,,4320.000,,,,3302.000
EarningsPerShareBasicAndDiluted,-2.550,-1.530,-0.310,-0.270,-0.240,-0.340,-0.290,-0.180,-0.240,-0.280,-0.300
ForeignCurrencyTransactionGainLossBeforeTax,10549.000,10989.000,15960.000,-29112.000,-2280.000,-421.000,-9512.000,-15462.000,-2578.000,4157.000,-16683.000
GeneralAndAdministrativeExpense,3095173.000,2413516.000,1917293.000,1847636.000,1876458.000,1934869.000,2382042.000,2250206.000,2379809.000,2738645.000,2870742.000
GoodwillImpairmentLoss,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,0.000,,,,0.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,254529.000,,,,-136610.000,,,,1807101.000
IncreaseDecreaseInAccruedLiabilities,,,26181.000,,,,577238.000,,,,857571.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,530298.000
IncreaseDecreaseInOtherAccruedLiabilities,,,238922.000,,,,,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-2565.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-253662.000,,,,-566212.000,,,,
IncreaseDecreaseInRestrictedCash,,,4986.000,,,,,,,,
InterestExpense,1726380.000,0.000,,,,,,,,,
InterestIncomeExpenseNet,,-14835.000,-230709.000,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,-248698.000,-269950.000,,-270356.000,-268256.000,-258764.000,-232358.000,-201502.000
InterestPaid,,,88125.000,,,,176250.000,,,,141532.000
InvestmentIncomeAmortizationOfPremium,,,,,,,59820.000,,,,
InvestmentIncomeInterest,4.000,,,,37863.000,,32364.000,34613.000,69983.000,61493.000,58662.000
InvestmentIncomeNetAmortizationOfDiscountAndPremium,,,,,,,,,,,1897.000
NetCashProvidedByUsedInContinuingOperations,,,33655283.000,,,,20537988.000,,,,-14085785.000
NetCashProvidedByUsedInFinancingActivities,,,38569584.000,,,,18544074.000,,,,8436273.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,38569584.000,,,,18544074.000,,,,8436273.000
NetCashProvidedByUsedInInvestingActivities,,,-4986.000,,,,8043000.000,,,,-16477461.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4986.000,,,,8043000.000,,,,-16477461.000
NetCashProvidedByUsedInOperatingActivities,,,-4909315.000,,,,-6049086.000,,,,-6044597.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4909315.000,,,,-6049086.000,,,,-6044597.000
NetIncomeLoss,,,,-6610134.000,-5939022.000,,-8004410.000,-5213609.000,-8423289.000,-9404064.000,-10644596.000
NetIncomeLossAvailableToCommonStockholdersBasic,-19365662.000,-27155197.000,-6093247.000,,,,,,,,
