,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,576000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,2713000.000,1917000.000,1319000.000
AmortizationOfIntangibleAssets,39019000.000,53658000.000,57242000.000,53067000.000,34208000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,522552.000,27760.000,27760.000,71468.000,3682532.000
AssetImpairmentCharges,45000.000,0.000,0.000,,
AvailableForSaleSecuritiesGrossRealizedGains,31000.000,1174000.000,,,
AvailableForSaleSecuritiesGrossRealizedLosses,555000.000,981000.000,2188000.000,617000.000,1000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,21000.000,2000.000,,40000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,975000.000,263000.000,,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,1.240,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,1.220,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,58815000.000,,,,
BusinessAcquisitionsProFormaRevenue,250727000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-92929000.000,-95119000.000,7781000.000,757000.000,-7683000.000
CommonStockDividendsPerShareCashPaid,,0.375,0.500,0.500,0.000
CommonStockDividendsPerShareDeclared,,0.500,0.500,0.500,
ComprehensiveIncomeNetOfTax,60394000.000,-56215000.000,-65435000.000,-159898000.000,-53928000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,0.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-56215000.000,-66068000.000,-157340000.000,-54660000.000
CurrentFederalTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,11890000.000,4405000.000,5359000.000,4421000.000,17926000.000
CurrentIncomeTaxExpenseBenefit,12171000.000,4518000.000,5648000.000,4800000.000,18188000.000
CurrentStateAndLocalTaxExpenseBenefit,281000.000,113000.000,289000.000,379000.000,262000.000
DeferredFederalIncomeTaxExpenseBenefit,10085000.000,-26151000.000,-1867000.000,0.000,0.000
