,2014-09-30,2014-12-31,2015-03-31
AdministrativeFeesExpense,148.000,145.000,54.000
CustodyFees,3078.000,2760.000,870.000
ExchangeFees,3304.000,3012.000,856.000
GainLossOnInvestments,98957.000,-367186.000,-51688.000
GeneralInsuranceExpense,2574.000,3737.000,2643.000
GrossInvestmentIncomeOperating,176.000,175.000,67.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-3121.000,,
IncreaseDecreaseInDerivativeAssets,591396.000,,
IncreaseDecreaseInDerivativeLiabilities,389952.000,,
IncreaseDecreaseInPayablesToBrokerDealers,262103.000,,
IncreaseDecreaseInTradingSecurities,277023.000,,
IncreaseDecreaseOfRestrictedInvestments,-95874.000,,
InvestmentIncomeInterest,176.000,175.000,67.000
InvestmentIncomeInvestmentExpense,179187.000,187523.000,82923.000
NetIncomeLoss,50530.000,-414726.000,-69684.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-100860.000,-76057.000,
NoninterestExpenseCommissionExpense,2524.000,3817.000,1673.000
NoninterestExpenseInvestmentAdvisoryFees,18663.000,18390.000,6913.000
NoninterestExpensePrintingAndFulfillment,23946.000,23685.000,16359.000
OperatingExpenses,48603.000,47715.000,18063.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,-41940.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-93628.000
ProfessionalFees,108020.000,118945.000,47935.000
StockIssuedDuringPeriodSharesNewIssues,,100025.000,0.000
StockIssuedDuringPeriodValueNewIssues,,-4766314.000,
UnrealizedGainLossOnDerivatives,199817.000,-291129.000,
