,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayable,874537.000,959326.000,1045688.000,,831394.000,246545.000,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,1978761.000,1976629.000,2039187.000,2326295.000,2382030.000,2356254.000,2376120.000,2427078.000,2266692.000,2287760.000,2314764.000,4786613.000,2482735.000
AccountsPayableCurrent,,,,1029766.000,,,256249.000,131597.000,127700.000,124529.000,124529.000,126696.000,111853.000,111062.000,110993.000,246291.000,109795.000
AccountsPayableOtherCurrent,,,,769845.000,836340.000,824193.000,873875.000,1155260.000,1170377.000,1168631.000,1194569.000,1264627.000,1115687.000,1134609.000,1162328.000,3659214.000,1288503.000
AccountsReceivableNet,794963.000,1297635.000,1199859.000,,2616406.000,7340.000,4643.000,,,,,,,,916126.000,338285.000,330057.000
AccountsReceivableNetCurrent,,,,947401.000,,,,4665.000,921944.000,845919.000,699409.000,755242.000,378298.000,1114708.000,916126.000,338285.000,330057.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,57959.000,57145.000,71689.000,50204.000,77931.000
AccruedIncomeTaxesCurrent,,,,1562264.000,340960.000,343949.000,356281.000,349500.000,352489.000,343735.000,343590.000,346791.000,343376.000,344017.000,343803.000,336334.000,336334.000
AccruedLiabilitiesCurrent,2297376.000,2037437.000,1935891.000,1908653.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-1007644.000,-1112248.000,-1173488.000,-1238882.000,-1298722.000,1363162.000,1354472.000,1377077.000,1430152.000,1425855.000,1459450.000,1488337.000,1484926.000,1512235.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,78006.000,120284.000,114196.000,134890.000,106609.000,91158.000,66960.000,57386.000,18137.000,49701.000,47204.000,28558.000,50798.000,47854.000,52399.000,62625.000,36907.000
AdditionalPaidInCapital,1632689.000,1632689.000,1632689.000,1927689.000,3280839.000,3280839.000,3280839.000,3280839.000,3435412.000,3435412.000,3435412.000,3435412.000,3435412.000,3435412.000,3435412.000,3435412.000,3435412.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,4730783.000,3425171.000,3880703.000
Assets,5255061.000,5586918.000,5523706.000,5430920.000,6356193.000,6631147.000,6609970.000,6161680.000,4857822.000,4341412.000,4089516.000,4039680.000,3528292.000,3561035.000,3793570.000,7768185.000,4191393.000
AssetsCurrent,1967574.000,2315415.000,2270936.000,2252301.000,3554416.000,3834336.000,3768828.000,3360010.000,2083181.000,1878222.000,1691499.000,1662025.000,1255139.000,1311946.000,1576180.000,5583239.000,1913932.000
CashAndCashEquivalentsAtCarryingValue,10704.000,97522.000,82928.000,231667.000,355350.000,686534.000,287802.000,204642.000,97920.000,31742.000,43362.000,26052.000,35324.000,16979.000,584146.000,5056086.000,194481.000
CashEquivalentsAtCarryingValue,,97522.000,,,,686534.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
