,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,3664.000,,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-12581.000,,,,991.000,,,,3614.000
DeconsolidationGainOrLossAmount,,,,,,,,,-74474.000,,
Depreciation,,,,,,,0.000,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.010,-0.000,0.010,-0.000
FloorBrokerageExchangeAndClearanceFees,,,,372.000,447.000,,714.000,1865.000,896.000,,1359.000
GeneralAndAdministrativeExpense,65.000,,65.000,,583.000,,3051.000,3730.000,20533.000,6236.000,6028.000
ImpairmentOfOngoingProject,,,,,,,,644115.000,,,
IncomeLossFromContinuingOperations,-26065.000,-21000.000,-41835.000,-29022.000,-90970.000,,,,-203021.000,,
IncomeTaxExpenseBenefit,,,-3.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,25590.000,,,,45962.000,,,,33520.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,25500.000
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,3438.000,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,,,,,,,8530.000
InterestAndDebtExpense,,,3.000,,,,2585.000,,,,1006.000
InterestAndFeeIncomeOtherLoans,,,3.000,,,,2585.000,,,,1006.000
InterestExpense,-2.000,-3.000,-3.000,-2.000,3.000,8696.000,2585.000,2834.000,2387.000,758.000,54342.000
InterestExpenseRelatedParty,,,,,,,2585.000,,,,
LaborAndRelatedExpense,,,,,,,,,,,25500.000
LegalFees,,20000.000,40398.000,20375.000,20165.000,29032.000,52560.000,35144.000,43082.000,27262.000,39790.000
MarketingAndAdvertisingExpense,,,,,,,547.000,,,,
NetCashProvidedByUsedInContinuingOperations,,,-16245.000,,,,-23785.000,,,,-19916.000
NetCashProvidedByUsedInFinancingActivities,,,-3664.000,,,,28438.000,,,,23530.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3664.000,,,,28438.000,,,,23530.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,-3662.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-3662.000,,,,
NetIncomeLoss,-26067.000,-21003.000,-41838.000,-29024.000,-90973.000,-51739.000,-72332.000,-702138.000,-203021.000,506124.000,-352350.000
OfficersCompensation,1000.000,,,,,,,,,,
OperatingExpenses,26065.000,21000.000,41835.000,29022.000,90970.000,43053.000,69747.000,55189.000,126160.000,92235.000,298008.000
OperatingIncomeLoss,,,,,,,-69747.000,-55189.000,-126160.000,-92235.000,-298008.000
OtherExpenses,-2.000,-3.000,-3.000,-2.000,3.000,8696.000,2585.000,646949.000,76861.000,-598359.000,54342.000
PaymentsToAcquireProductiveAssets,,,,,,,3662.000,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,,65000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,25000.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,25000.000,,,,
ProfessionalAndContractServicesExpense,25000.000,,372.000,5275.000,68775.000,4223.000,3375.000,11900.000,60249.000,62759.000,222081.000
ProfessionalFees,,1000.000,1000.000,3000.000,1000.000,1000.000,9500.000,2550.000,1400.000,0.000,3250.000
RepaymentOfNotesReceivableFromRelatedParties,,,,,,,,,,,-50000.000
StockIssued1,,,,,,,,,,,90232.000
StockIssuedDuringPeriodSharesNewIssues,,,101150000.000,,,,,,,,
StockIssuedDuringPeriodSharesOther,,,,,,,97625.000,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,25000.000,,,,38900.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,40000.000,,,,
StockIssuedDuringPeriodValueOther,,,,,,,97625.000,,,,
StockholdersEquityNoteChangesInCapitalStructureSubsequentChangesToNumberOfCommonShares,,,,,,,400000.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,100250000.000,100250000.000,101150000.000,101150000.000,101280435.000,-200829978.000,107797992.000,108033156.000,108485587.000,-215316674.000,108522278.000
