,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,506.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-16133.000,,,,777708.000,,,
DepreciationExpenseOnReclassifiedAssets,506.000,505.000,506.000,,,,,
EarningsPerShareBasicAndDiluted,,,,,-0.000,-0.000,-0.000,0.000
GeneralAndAdministrativeExpense,27327.000,8921.000,34519.000,21659.000,16367.000,28942.000,41693.000,31762.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.000,-0.000,,,,,
IncreaseDecreaseInAccountsPayable,6351.000,,,,-19546.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,,25000.000,,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,7097.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,7097.000,,,,789849.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7097.000,,,,789849.000,,,
NetCashProvidedByUsedInOperatingActivities,-23230.000,,,,-12141.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23230.000,,,,-12141.000,,,
NetIncomeLoss,-30087.000,-10277.000,-37162.000,6504.000,-17595.000,-29657.000,-42174.000,-31978.000
OperatingExpenses,30087.000,10277.000,37162.000,22357.000,17595.000,29657.000,42174.000,32142.000
OperatingIncomeLoss,,,,,-17595.000,-29657.000,-42174.000,-32142.000
ProceedsFromIssuanceOfCommonStock,,,,,800000.000,,,
ProfitLoss,-30087.000,,,,-17595.000,,,
ResearchAndDevelopmentExpense,2254.000,851.000,2137.000,193.000,1228.000,714.000,481.000,382.000
WeightedAverageNumberOfSharesIssuedBasic,,,,,67509431.000,67394305.000,67394305.000,-135005067.000
WeightedAverageNumberOfSharesOutstandingBasic,64894305.000,64894305.000,64894305.000,,,,,
