,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-04-30,2013-07-31,2013-10-31
AccountsPayableCurrent,,,39125.000,23224.000,148740.000,105975.000,89705.000,81747.000
AccountsPayableRelatedPartiesCurrent,,,,,,60000.000,60000.000,60000.000
AccruedLiabilitiesCurrent,,,,,20000.000,87810.000,152438.000,201580.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-7741.000,-7574.000,-6086.000,-9422.000
AdditionalPaidInCapital,896761.000,,896761.000,989137.000,-4105025.000,-3957092.000,-3378880.000,-3360233.000
Assets,35016.000,,26341.000,25056.000,42836.000,6802.000,60712.000,12520.000
AssetsCurrent,,,,,42836.000,6802.000,60712.000,12520.000
Cash,,6609.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,16.000,,1341.000,56.000,22936.000,6402.000,60360.000,12153.000
CommonStockOtherSharesOutstanding,,,60240003.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,,200000000.000,200000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,60240003.000,,60240003.000,60240003.000,4418240003.000,4413240003.000,4522740003.000,4579001003.000
CommonStockSharesOutstanding,60240003.000,,,60240003.000,4418240003.000,4413240003.000,4522740003.000,4579001003.000
CommonStockSharesSubscriptions,23000.000,,,,,,,
CommonStockValue,60240.000,,60240.000,60240.000,4418240.000,4413240.000,4522740.000,4579001.000
DeferredTaxAssetsGross,,,,,,235794.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,235794.000,,
DeferredTaxAssetsValuationAllowance,,,,,,-235794.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1085477.000,,,1136161.000,504978.000,1211548.000,1820982.000,1981951.000
DueFromRelatedParties,,,,,189.000,400.000,352.000,367.000
DueFromRelatedPartiesCurrent,,,,,189.000,,,
DueToRelatedPartiesCurrent,105492.000,,,,,29.000,25.000,46.000
Liabilities,140492.000,,,91840.000,242340.000,769776.000,743920.000,785125.000
LiabilitiesAndStockholdersEquity,35016.000,,26341.000,25056.000,42836.000,6802.000,60712.000,12520.000
LiabilitiesCurrent,,,197117.000,,242340.000,769776.000,743920.000,785125.000
LoansPayable,,,,,73600.000,515962.000,441752.000,441752.000
LoansPayableCurrent,,,37500.000,25000.000,,,,
MineralPropertiesNet,,,25000.000,25000.000,,,,
MineralRights,35000.000,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,43616.000,,,,
OtherLoansPayable,35000.000,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,,0.001,0.001,,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,0.000,,,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,0.000,0.000,,,,
PreferredStockValue,,,,,,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,-1150777.000,,,,,
StockholdersEquity,-105476.000,-142285.000,-170776.000,-66784.000,-199504.000,-762974.000,-683208.000,-772605.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-105476.000,,,-66784.000,-199504.000,-762974.000,-683208.000,-772605.000
StockholdersEquityNoteSubscriptionsReceivable,,,,-20000.000,,,,
