,2011-06-28,2011-09-27,2012-01-03,2012-04-03,2012-07-03,2012-10-02,2013-01-01,2013-04-02,2013-07-02,2013-10-01,2013-12-31,2014-04-01,2014-07-01,2014-09-30
AccountsPayableCurrent,7939000.000,8552000.000,6591000.000,7410000.000,7293000.000,10422000.000,10243000.000,8234000.000,7750000.000,12872000.000,13485000.000,11093000.000,12351000.000,14605000.000
AccountsReceivableNetCurrent,6534000.000,8476000.000,7774000.000,7151000.000,7030000.000,9813000.000,9024000.000,9492000.000,7919000.000,10295000.000,9875000.000,10311000.000,9186000.000,9497000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,22004000.000,26664000.000,25052000.000
AccruedLiabilitiesCurrent,20906000.000,23245000.000,24611000.000,22070000.000,25217000.000,23765000.000,28104000.000,20646000.000,23697000.000,21357000.000,25773000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,189461000.000,,,,202722000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-71000.000,-79000.000,-48000.000,-51000.000,-51000.000,-51000.000,,-60000.000,-31000.000,-59000.000,-89000.000,-156000.000,-399000.000,-288000.000
AdditionalPaidInCapital,271970000.000,272672000.000,273736000.000,274621000.000,275715000.000,276351000.000,277951000.000,280441000.000,281104000.000,283013000.000,283624000.000,286484000.000,288889000.000,291507000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,73000.000,66000.000,66000.000,108000.000,106000.000,100000.000,110000.000,125000.000,183000.000,325000.000,177000.000,160000.000
Assets,199854000.000,202060000.000,204732000.000,202986000.000,206059000.000,207563000.000,213613000.000,202128000.000,201596000.000,199787000.000,198254000.000,196761000.000,196260000.000,198346000.000
AssetsCurrent,40182000.000,42880000.000,38899000.000,39147000.000,44076000.000,44864000.000,48746000.000,39861000.000,42751000.000,40412000.000,40632000.000,38850000.000,37760000.000,35726000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,1466000.000,1752000.000,1752000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,6000.000,7000.000,7000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,,59000.000,68000.000,68000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,5000.000,6000.000,6000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,,,0.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,1096000.000,1096000.000,1096000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,50000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,350000.000,575000.000,575000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,0.000,,,17000.000
CapitalLeaseObligationsCurrent,17000.000,14000.000,,,,,22000.000,,,,222000.000,,,
CapitalLeaseObligationsNoncurrent,19000.000,16000.000,,,,,35000.000,,,,509000.000,,,
CapitalLeasedAssetsGross,,,,,,,98000.000,,,,700000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,64000.000,,,,855000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,26000.000,,,,288000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,6000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,8000.000,,,,6000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,8000.000,,,,280000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,16000.000,,,,281000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,7000.000,,,,124000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,57000.000,,,,731000.000,,,
CapitalLeasesFutureMinimumSubleaseRentals,,,,,,,,,,,1600000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,100000.000,,,
CashAndCashEquivalentsAtCarryingValue,9960000.000,10271000.000,8652000.000,9601000.000,14651000.000,12668000.000,17432000.000,7466000.000,11603000.000,6203000.000,5982000.000,3959000.000,3698000.000,1112000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,16778346.000,16793232.000,16830831.000,16880577.000,16959836.000,16964166.000,17077472.000,17305660.000,17377838.000,17553661.000,17588710.000,17857877.000,18061868.000,18249592.000
CommonStockSharesOutstanding,16778346.000,16793232.000,16830831.000,16880577.000,16959836.000,16964166.000,17077472.000,17305660.000,17377838.000,17553661.000,17588710.000,17857877.000,17950460.000,18041048.000
CommonStockValue,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,18000.000,18000.000,18000.000,18000.000,18000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,0.020,,,,,,,
DebtWeightedAverageInterestRate,,,,,,,0.043,,,,0.031,,,0.026
DeferredRentCredit,,,,,,,6200000.000,,,,8000000.000,,,
DeferredRevenueCurrent,,,,,,,2749000.000,,,,4197000.000,,,
DeferredTaxAssetsDeferredIncome,,,,,,,212000.000,,,,249000.000,,,
DeferredTaxAssetsGross,,,,,,,50744000.000,,,,46407000.000,,,
DeferredTaxAssetsGrossCurrent,,,,,,,8190000.000,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,22726000.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,30916000.000,,,,24060000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,22726000.000,,,,14140000.000,,,
DeferredTaxAssetsNetCurrent,10614000.000,10120000.000,9013000.000,9196000.000,8143000.000,8214000.000,8190000.000,8190000.000,8877000.000,9000000.000,9920000.000,8300000.000,9665000.000,9665000.000
