,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentForAmortization,3125.000,3125.000,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,1087000.000,,0.000,49000.000,58000.000
AmortizationOfDebtDiscountPremium,177500.000,,,,,,,,,,,,,,,,194000.000,,
AmortizationOfIntangibleAssets,,,3125.000,,,,,,,,,,,51000.000,52000.000,,184000.000,186000.000,169000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,505000000.000,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,348716.000,,493796.000,-58289.000,108131.000,-1343638.000,6566.000,0.000,-2000.000,184434.000,3000.000,7000.000,3000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,0.000,,,,0.000
CashAcquiredFromAcquisition,,,,,84062.000,,,,2000.000,,,,-3567000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,161219.000,,,,-331204.000,,,,,,,,3027000.000,,,,-3295000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,-3317033.000,-5686227.000,,-4539000.000,-2156000.000,-3964000.000,-3342000.000,-6719000.000,-6130000.000,-6301000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,-1046175.000,-1039039.000,,-166000.000,-1726000.000,-1043000.000,-2848000.000,-963000.000,-1253000.000,-1172000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-1457256.000,,-3317522.000,-4363208.000,-6725266.000,18998996.000,-4705000.000,-3882000.000,-5007000.000,-6190000.000,-7682000.000,-7383000.000,-7473000.000
CostOfGoodsAndServicesSold,,,,,1424669.000,7945371.000,8318669.000,11338934.000,8016008.000,5862635.000,6573360.000,8474997.000,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,5411000.000,10955000.000,10823000.000,15005000.000,10452000.000,9274000.000,9107000.000
CostOfRevenue,,,,,1524624.000,7654367.000,9410972.000,1549378.000,4975939.000,5220414.000,4380221.000,12866426.000,,,,,5902000.000,6292000.000,5603000.000
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,,161183.000,152000.000,-66000.000,-35183.000,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,212921.000,163563.000,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,31000.000,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,45000.000,,,,0.000,40000.000,36000.000,392000.000,31000.000,39000.000,44000.000
Depreciation,,,,,239577.000,525660.000,499812.000,534944.000,561541.000,554194.000,646465.000,-62200.000,629183.000,,,,,351000.000,296000.000
DepreciationAndAmortization,,,,,,,,,,,,,629000.000,678000.000,920000.000,-13000.000,671000.000,696000.000,640000.000
DepreciationDepletionAndAmortization,,,,,239577.000,,,,561541.000,,,,629000.000,,,,812000.000,838000.000,781000.000
DilutiveSecurities,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.410,0.420,,-0.010,,,-0.010,0.000,-0.100,-0.290,-0.160,-0.050,-0.110,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,-9602.000,,,,310000.000,,,,-90000.000,,
ForeignCurrencyTransactionGainBeforeTax,,0.000,,,,,,,,,,,,,,,,,
