,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,171981.000,295432.000,187191.000,165800.000,234818.000,268942.000,299470.000,241665.000,382819.000,396862.000,521144.000,711965.000,650093.000,591446.000,591002.000
AccountsPayableRelatedParties,21803.000,8865.000,7089.000,7335.000,3796.000,4083.000,37180.000,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,5235055.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,96689.000,69909.000
AccountsPayableTrade,68057.000,93318.000,142767.000,82004.000,115629.000,172361.000,141911.000,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,350000.000,,,,,,,,,,,,,,178636.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,7345.000,,,-13533.000,,,,,,,,,,
AccruedLiabilitiesCurrent,321743.000,384808.000,289659.000,371597.000,377142.000,402654.000,294694.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5213984.000,5297463.000,5308085.000,5464065.000,5543552.000,5625125.000,5694141.000,-242917.000,291500.000,362582.000,-460004.000,-637150.000,,-1220522.000,-1526536.000,-1864891.000,,,-2742162.000,-3029552.000,-3316941.000,-3611578.000
AdditionalPaidInCapital,14203225.000,14971725.000,15074335.000,15096338.000,15215533.000,15215533.000,15294583.000,1122639.000,3768764.000,6791826.000,,7674570.000,8540520.000,8683852.000,8620682.000,8656941.000,8978914.000,9070404.000,9070404.000,9900290.000,8707116.000,8954813.000
Assets,3444095.000,3843330.000,3849468.000,3848556.000,3579645.000,3483461.000,3206706.000,8056954.000,12552005.000,23403475.000,27903403.000,39609832.000,46478232.000,46250744.000,45794134.000,44843386.000,41776743.000,40246406.000,39084178.000,38296349.000,37543832.000,37364697.000
AssetsCurrent,855369.000,1324992.000,1307879.000,876262.000,693632.000,682171.000,494583.000,,4463405.000,10385957.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,4138220.000,4138220.000,4138220.000,4138220.000,4138220.000,4138220.000,4139475.000,4230100.000,7550200.000,11766400.000,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,76395.000,76395.000,76395.000,76395.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,23605.000,23605.000,23605.000,23605.000,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.250,0.250,0.250,0.250,,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred,,,,,,,,2741918.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,461927.000,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,436291.000,25000.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,710136.000,634050.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,76086.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,25362.000,25362.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,304344.000,304344.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,304344.000,304344.000,,,,,,,,,,,,,,,
CapitalLeasesNetInvestmentInSalesTypeLeases,,,,,,,,,,,,,,,,,,,1000000.000,2000000.000,230000.000,2000000.000
Cash,,,,,,,,,,,577635.000,270556.000,254880.000,1431587.000,968179.000,456464.000,71055.000,280551.000,,,,
CashAndCashEquivalentsAtCarryingValue,657170.000,890801.000,1004450.000,687405.000,397192.000,463258.000,238566.000,270456.000,1180192.000,2277770.000,254880.000,254880.000,533597.000,,,,,,2134673.000,1352015.000,578242.000,434175.000
CashEquivalentsAtCarryingValue,657170.000,890801.000,1004450.000,687405.000,397192.000,463258.000,238566.000,270456.000,1180192.000,2277770.000,577635.000,571068.000,533597.000,1431587.000,968179.000,456464.000,71055.000,280551.000,,,,
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,,,,,250000.000,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,,,,,,255000.000
CommonStockParOrStatedValuePerShare,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,6798488.000,6798488.000,6851488.000,6961502.000,6961502.000,7161978.000,7246978.000,10365553.000,14556115.000,19332230.000,19867668.000,20374563.000,21640051.000,21856716.000,22237352.000,22238837.000,22246453.000,22562728.000,22562728.000,24912728.000,25027260.000,25551420.000
CommonStockSharesOutstanding,6798488.000,6798488.000,6851488.000,6961502.000,6961502.000,7161978.000,7246978.000,10365553.000,14556115.000,19332230.000,19867668.000,20374563.000,21640051.000,21856716.000,22237352.000,22238837.000,22246453.000,22562728.000,22562728.000,24912728.000,25027260.000,25551420.000
CommonStockValue,339925.000,339925.000,342575.000,348076.000,358100.000,358100.000,362350.000,518279.000,727807.000,966612.000,375000.000,1018728.000,1082003.000,1092836.000,1111867.000,1111942.000,1112323.000,1128136.000,1128136.000,1245636.000,1251363.000,1277571.000
