,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,8650.000,23082.000,9358.000,19573.000
AccountsPayableCurrent,,,,,,775.000,25858.000,26108.000,9050.000,,,,
AccountsPayableCurrentAndNoncurrent,,,200.000,200.000,775.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,5000.000,5000.000,15000.000,0.000,23409.000,,
AccruedLiabilitiesCurrent,,,,,,,,14196.000,,,,,
AdditionalPaidInCapital,,21170.000,21170.000,21170.000,21170.000,21170.000,21170.000,21170.000,71909.000,95959.000,95959.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,95959.000,95959.000
Assets,47.000,19377.000,6282.000,4010.000,2276.000,276.000,276.000,4573.000,0.000,0.000,0.000,,
AssetsCurrent,47.000,19377.000,,,,276.000,276.000,4573.000,0.000,0.000,0.000,,
Cash,47.000,19377.000,282.000,10.000,276.000,,,,,,0.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,,276.000,276.000,4573.000,0.000,0.000,0.000,,
CashEquivalentsAtCarryingValue,47.000,19377.000,282.000,10.000,276.000,276.000,276.000,4573.000,,,,,
CommonStockParOrStatedValuePerShare,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,75000000.000,75000000.000,75000000.000,75000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,,,,,,3230000.000,3230000.000,3230000.000,32300000.000,32300000.000,32300000.000,1032300000.000,32300000.000
CommonStockSharesOutstanding,,,,,,3230000.000,3230000.000,3230000.000,32300000.000,32300000.000,32300000.000,1032300000.000,32300000.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,1000000000.000,,
CommonStockSharesSubscriptions,,,,,,,,,,,,-1000000.000,
CommonStockValue,2500.000,3230.000,3230.000,3230.000,3230.000,3230.000,3230.000,3230.000,32300.000,32300.000,32300.000,1032300.000,32300.000
DeferredTaxAssetsGross,,,,,,,,,,78400.000,,,
DeferredTaxAssetsNet,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,78400.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,78400.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-8227.000,-10797.000,-29092.000,-36064.000,-40773.000,120087.000,161819.000,186968.000,-210099.000,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,81840.000,81840.000
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,17874.000,17871.000,17871.000,0.000,11874.000,,,
DueToRelatedParties,5774.000,5774.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,10774.000,15474.000,17874.000,77314.000,88966.000,103966.000,0.000,81840.000,81840.000,41479.000,42281.000
Liabilities,5774.000,5774.000,10974.000,15674.000,18649.000,95963.000,137695.000,167141.000,105890.000,102364.000,128331.000,132677.000,143694.000
LiabilitiesAndStockholdersEquity,47.000,19377.000,6282.000,4010.000,2276.000,276.000,276.000,4573.000,0.000,0.000,0.000,,
LiabilitiesCurrent,5774.000,5774.000,,,,95963.000,137695.000,167141.000,105890.000,102364.000,128331.000,132677.000,143694.000
NotesPayableCurrent,,,,,,,,,81840.000,,,,
OperatingLossCarryforwards,,,,,,,,,,230623.000,,,
PrepaidExpenseCurrent,,,,,,0.000,,,,,0.000,,
PrepaidExpenseCurrentAndNoncurrent,,,6000.000,4000.000,2000.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,-210099.000,-230623.000,-256590.000,-260936.000,-271953.000
SharesIssued,,,3230000.000,,,,,,,,,,
StockholdersEquity,-5727.000,13603.000,-4692.000,-11664.000,-16373.000,-95687.000,-137419.000,-162568.000,-105890.000,-102364.000,-128331.000,-132677.000,-143694.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5727.000,13603.000,-4692.000,-11664.000,-16373.000,-95687.000,-137419.000,-162568.000,-105890.000,-102364.000,-128331.000,,
