,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccretionExpense,,,,,,,51000.000,,,,374000.000,,,,402000.000
AdjustmentForAmortization,,,1416000.000,,,,1071000.000,1038000.000,1037000.000,1091000.000,987000.000,961000.000,1011000.000,1029000.000,957000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,53000.000,,,,114000.000,,,,172000.000,,,,219000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,30147000.000,,,,-4462000.000,,,,11464000.000,,,,433000.000
AmortizationOfDebtDiscountPremium,,,1467000.000,,,,2249000.000,,,,3222000.000,,,,3252000.000
AmortizationOfFinancingCosts,,,31000.000,,,,31000.000,,,,0.000,,,,
AmortizationOfIntangibleAssets,1206000.000,1208000.000,1416000.000,1307000.000,1372000.000,3201000.000,1071000.000,,,,987000.000,,,,957000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,72570000.000,20209000.000,24552000.000,-95403000.000,36125000.000,51884000.000,,,60858000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-862000.000,,,,-3157000.000,,,,9228000.000,,,,5167000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,338000.000,880000.000,,288000.000,2907000.000,703000.000,3843000.000,3074000.000,3288000.000,2798000.000,1716000.000,1386000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,,,25399000.000,7073000.000,8593000.000,-33390000.000,12644000.000,18160000.000,,,21300000.000
BenefitsLossesAndExpenses,192053000.000,203044000.000,206965000.000,245176000.000,294277000.000,249092000.000,183228000.000,330570000.000,199144000.000,223975000.000,176965000.000,181618000.000,183312000.000,171497000.000,161381000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-24587000.000,,,,-183446000.000,,,,16595000.000,,,,23519000.000
CededPremiumsEarned,,,,,,,,,,,,48536000.000,39073000.000,,29725000.000
CededPremiumsEarnedPropertyAndCasualty,28206000.000,31632000.000,34632000.000,37278000.000,42212000.000,45584000.000,93754000.000,89072000.000,79217000.000,69602000.000,54254000.000,,,,
CommonStockDividendsPerShareCashPaid,0.040,0.040,0.050,,,,0.020,0.020,0.020,,0.020,0.020,0.020,,0.020
CommonStockDividendsPerShareDeclared,,,,0.050,0.050,,,,,,0.020,0.020,0.020,,0.020
ComprehensiveIncomeNetOfTax,21835000.000,26020000.000,7932000.000,-1840000.000,-15313000.000,1804000.000,4930000.000,-145152000.000,8126000.000,-12583000.000,19168000.000,15535000.000,2375000.000,10340000.000,12997000.000
DebtIssuanceCosts,,,,,,,1700000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-427000.000,,,,424000.000,,,,2635000.000,,,,2538000.000
Depreciation,,,1400000.000,,,,1189000.000,,,,1138000.000,,,,1026000.000
DerivativeCostOfHedge,,,,,,,-12942000.000,,,,0.000,,,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DirectPremiumsEarnedPropertyAndCasualty,209676000.000,225219000.000,227447000.000,248581000.000,265619000.000,236102000.000,,,,,,,,,
DividendsCash,,,,,,,,,,,1002000.000,,,,
DividendsCommonStockCash,,,2532000.000,,,,998000.000,,,,1002000.000,,,,1005000.000
EarningsPerShareBasic,0.190,0.190,0.160,-0.150,-0.530,0.750,0.140,-2.270,0.110,-0.230,0.210,0.120,0.090,0.150,0.170
EarningsPerShareDiluted,0.190,0.190,0.160,-0.150,-0.530,0.750,0.140,-2.270,0.110,-0.230,0.210,0.120,0.090,0.150,0.170
