,2012-04-30,2012-07-31,2013-07-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AmortizationOfDebtDiscountPremium,,,,19094.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,8437.000,2847.000,,,,,,
AmortizationOfIntangibleAssets,1260.000,1215.000,1660.000,1726.000,1690.000,1724.000,5160.000,2379.000,2282.000,788.000,1799.000,2211.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,8532918.000,12725418.000,12918436.000,15367845.000,-28815877.000,29074285.000,8487500.000,28350458.000,-47290469.000,34870971.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-141320.000,,,,13944.000,,,,46935.000
ComprehensiveIncomeNetOfTax,,,-294630.000,-303513.000,-367952.000,-575889.000,-1338965.000,-917248.000,196316.000,-505837.000,-513796.000,-250113.000
ConversionOfStockSharesConverted1,,,,296538.000,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,137921.000,,,,19309.000
DebtConversionOriginalDebtInterestRateOfDebt,,,0.100,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,1906.000,2061.000,,1379.000
DepreciationDepletionAndAmortization,4539.000,4541.000,3374.000,2743.000,2685.000,2740.000,2635.000,1986.000,,,,
DerivativeGainLossOnDerivativeNet,,,-3531.000,22646.000,-23465.000,-246430.000,389303.000,-652348.000,-323499.000,314345.000,1272929.000,-54634.000
DerivativeGainOnDerivative,,,,,,,,,323499.000,,,54634.000
DerivativeLossOnDerivative,,,,,,,,652348.000,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,0.000,-0.010,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,25740.000,,,,42355.000,,,,-113949.000
EquityIssuancePerShareAmount,,,,0.250,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,0.000,,,,0.000,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,1.750,,,,,,,,
