,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,44234000.000,60376000.000,47587000.000,52084000.000,56745000.000,88341000.000,80827000.000,89165000.000,96383000.000,105115000.000,89583000.000,96114000.000,112077000.000,109021000.000,101615000.000,110104000.000,102720000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,135845000.000,,,,142605000.000,,,,-146504000.000,,,158946000.000,,,,164338000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,30874000.000,35955000.000,36831000.000,40596000.000,44379000.000,41058000.000,32637000.000,-533000.000,1249000.000,-11691000.000,4097000.000,4324000.000,8236000.000,15108000.000,7411000.000,12915000.000,673000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-187000.000,0.000,,,,0.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,9349000.000,15161000.000,15161000.000,15161000.000,15762000.000,16729000.000,16656000.000,16656000.000,14753000.000,9466000.000,9392000.000,12246000.000,19227000.000,19097000.000,19097000.000,18642000.000,18564000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,21338000.000,20794000.000,21670000.000,25435000.000,28617000.000,24329000.000,15981000.000,-17189000.000,-13504000.000,-21157000.000,-5295000.000,-7922000.000,-10991000.000,-3989000.000,-11686000.000,-5727000.000,-17891000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,603232000.000,,,910378000.000,,,,833828000.000
Assets,8611641000.000,8486281000.000,8524035000.000,8395864000.000,8435526000.000,8529522000.000,8323777000.000,8316585000.000,8424623000.000,8591848000.000,8557381000.000,8633000000.000,9750865000.000,9597954000.000,9604314000.000,9587459000.000,9598902000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,1556023000.000,1616752000.000,1622400000.000,1674791000.000,1694689000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,3594000.000,3594000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000,3583000.000
AvailableForSaleSecurities,1790654000.000,1747019000.000,1779613000.000,1769359000.000,1773579000.000,1802213000.000,1813348000.000,1799831000.000,1875676000.000,1894107000.000,1442304000.000,1461586000.000,1530661000.000,1585671000.000,1598351000.000,1641230000.000,1668829000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,18054000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,14504000.000
AvailableForSaleSecuritiesAmortizedCost,1743156000.000,1691705000.000,1722951000.000,1706903000.000,1705304000.000,1739047000.000,1763140000.000,1800651000.000,1873754000.000,1912094000.000,1431873000.000,1451139000.000,1514468000.000,1559158000.000,1583942000.000,1618644000.000,1665279000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,83319000.000,179486000.000,430339000.000,921063000.000,889150000.000,1172832000.000,654918000.000,864342000.000,569292000.000,449560000.000,699623000.000,469797000.000,1136111000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,64020000.000,162920000.000,413987000.000,905448000.000,865749000.000,1033601000.000,505121000.000,530462000.000,261151000.000,175113000.000,430299000.000,211257000.000,887010000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,19299000.000,16566000.000,16352000.000,15615000.000,23401000.000,139231000.000,149797000.000,333880000.000,308141000.000,274447000.000,269324000.000,258540000.000,249101000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,150451000.000,146634000.000,140245000.000,129209000.000,119618000.000,182286000.000,178463000.000,151296000.000,157993000.000,151872000.000,164010000.000,157505000.000,152358000.000,166477000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,161226000.000,158149000.000,150534000.000,139028000.000,125854000.000,188727000.000,182542000.000,156413000.000,163868000.000,157267000.000,170764000.000,163106000.000,158335000.000,172055000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,31931000.000,28449000.000,31242000.000,34628000.000,35007000.000,38859000.000,45088000.000,46446000.000,58208000.000,60060000.000,58177000.000,56640000.000,54009000.000,50593000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,34301000.000,31028000.000,34274000.000,37900000.000,37842000.000,42097000.000,48967000.000,50266000.000,62608000.000,64729000.000,62734000.000,60778000.000,57977000.000,53968000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,1518956000.000,1523564000.000,1559985000.000,1591900000.000,1639158000.000,1645097000.000,1679415000.000,1225186000.000,1227292000.000,1294226000.000,1328052000.000,1359634000.000,1401204000.000,1437430000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,1567088000.000,1576311000.000,1608628000.000,1627649000.000,1627768000.000,1635569000.000,1651614000.000,1224593000.000,1225457000.000,1298022000.000,1340763000.000,1361751000.000,1411318000.000,1428994000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,1971000.000,3063000.000,3992000.000,3820000.000,3285000.000,3929000.000,5545000.000,5362000.000,4063000.000,4727000.000,5336000.000,6580000.000,7490000.000,7196000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,1981000.000,3143000.000,4065000.000,3868000.000,3309000.000,4023000.000,5684000.000,5454000.000,4132000.000,4891000.000,5477000.000,6704000.000,7633000.000,7373000.000
AvailableForSaleSecuritiesEquitySecurities,,,,4763000.000,4948000.000,4712000.000,4903000.000,5058000.000,5260000.000,5300000.000,5578000.000,5521000.000,5752000.000,5933000.000,6012000.000,5967000.000,6439000.000
AvailableForSaleSecuritiesFairValueDisclosure,1790654000.000,1747019000.000,1779613000.000,1769359000.000,1773579000.000,1802213000.000,1813348000.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,6054000.000,5115000.000,5247000.000,,,3237000.000,10079000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,-1232000.000,-1535000.000,-1746000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,-2377000.000,3305000.000,-10159000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,-1145000.000,-1770000.000,-8413000.000,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,53552000.000,60429000.000,61909000.000,,,66403000.000,60287000.000,,,,,,,,,,
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,,,,,,,,,,,182.000,234.000,,134.000,208.000,161.000,
BankOwnedLifeInsurance,137017000.000,138274000.000,139507000.000,140747000.000,141991000.000,143242000.000,144452000.000,145670000.000,146906000.000,147869000.000,149045000.000,151443000.000,171775000.000,198123000.000,199656000.000,196643000.000,197908000.000
BorrowedFunds,1410212000.000,1370399000.000,1387235000.000,1298477000.000,1216707000.000,1344324000.000,922092000.000,1089199000.000,761506000.000,1282289000.000,,1141766000.000,1720404000.000,,,,
CashAndCashEquivalentsAtCarryingValue,538999000.000,451522000.000,453179000.000,336983000.000,332364000.000,428128000.000,180612000.000,181768000.000,216690000.000,283523000.000,184326000.000,195368000.000,413839000.000,233666000.000,238385000.000,221591000.000,204096000.000
CashAndDueFromBanks,116057000.000,129637000.000,108752000.000,115564000.000,120421000.000,145688000.000,87588000.000,118575000.000,137795000.000,102241000.000,128991000.000,96856000.000,110784000.000,102500000.000,120010000.000,101975000.000,104407000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYield,,,,,,,,,,,,,1548000.000,,,,
CommonStockNoParValue,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,151714696.000,151883036.000,152295895.000,150258232.000,150048383000.000,152375522.000,152345535.000,152316849.000,152316674.000,152310162.000,152275706.000,152267940.000,152267942.000,152267940.000,152267940.000,152267940.000,152267940.000
CommonStockSharesOutstanding,151714696.000,151883036.000,152295895.000,150258232.000,150048383000.000,,,,,,,,,,,,
CommonStockValue,1380728000.000,1383082000.000,1384657000.000,1386177000.000,1387073000.000,1387644000.000,1385255000.000,1386178000.000,1387052000.000,1387966000.000,1386265000.000,1388513000.000,1390130000.000,1387136000.000,1388341000.000,1389602000.000,1391151000.000
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,,1629689000.000
DebtInstrumentInterestRateEffectivePercentage,0.032,0.032,0.030,0.030,0.026,0.028,0.018,0.012,0.013,,,,,,,,
