,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,31233.000,18003.000,15129.000,24887.000,25191.000
AccountsReceivableNet,20528.000,1028.000,0.000,,9000.000
AccruedIncomeTaxesCurrent,320.000,0.000,320.000,320.000,320.000
AdditionalPaidInCapital,16740.000,16740.000,16740.000,55082.000,55082.000
AllowanceForDoubtfulAccountsReceivable,0.000,,0.000,0.000,
Assets,29811.000,3077.000,14811.000,4155.000,25421.000
AssetsCurrent,28135.000,1820.000,13973.000,3736.000,25421.000
CashAndCashEquivalentsAtCarryingValue,7607.000,792.000,13973.000,3736.000,16421.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,17347500.000,17347500.000,17347500.000,2926500.000,2926500.000
CommonStockSharesOutstanding,17347500.000,17347500.000,17347500.000,2926500.000,2926500.000
CommonStockSharesSubscribedButUnissued,,,36400.000,0.000,
CommonStockValue,1735.000,1735.000,1735.000,293.000,293.000
DeferredIncomeTaxAssetsNet,,,0.000,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,-9992.000,13757.000,
DeferredTaxAssetsValuationAllowance,,,9992.000,13757.000,
InterestReceivableCurrent,,,,,123.000
Liabilities,31553.000,18003.000,15449.000,25207.000,50634.000
LiabilitiesAndStockholdersEquity,29811.000,3077.000,14811.000,4155.000,25421.000
LiabilitiesCurrent,31553.000,18003.000,15449.000,25207.000,50634.000
NotesPayable,,,,,25000.000
OperatingLossCarryforwards,,,,76427.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,0.000,
PrepaidExpenseCurrent,0.000,0.000,0.000,,
PropertyPlantAndEquipmentNet,1676.000,1257.000,838.000,419.000,
RetainedEarningsAccumulatedDeficit,-20217.000,-33401.000,-55513.000,-76427.000,-80588.000
StockholdersEquity,-1742.000,-14926.000,-638.000,-21052.000,-25213.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1742.000,-14926.000,-638.000,-21052.000,-25213.000
