,2012-03-29,2013-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,109581000.000,588000.000,58729000.000,78548000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1962000.000,6483000.000,,
AdmissionsRevenue,1777467000.000,1847327000.000,1765388000.000,1892037000.000
AdvertisingExpense,,9684000.000,10317000.000,10316000.000
AllocatedShareBasedCompensationExpense,,12000000.000,11293000.000,10480000.000
AmortizationOfDebtDiscountPremium,,-12687000.000,832000.000,808000.000
AmortizationOfIntangibleAssets,,9011000.000,8804000.000,8380000.000
AssetImpairmentCharges,285000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-28821000.000,413383000.000,-328156000.000,-6849000.000
ComprehensiveIncomeNetOfTax,-98200000.000,379160000.000,52720000.000,93816000.000
ConcessionsCosts,97236000.000,,,
ConcessionsRevenue,709872000.000,,,
CostsAndExpenses,2506457000.000,2560414000.000,2520318000.000,2709843000.000
CurrentFederalTaxExpenseBenefit,,,,10278000.000
CurrentIncomeTaxExpenseBenefit,,4045000.000,1250000.000,8015000.000
CurrentStateAndLocalTaxExpenseBenefit,,4045000.000,1250000.000,-2263000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,3486000.000
DeferredFederalIncomeTaxExpenseBenefit,,-229778000.000,43869000.000,46935000.000
DeferredIncomeTaxExpenseBenefit,,-266598000.000,32430000.000,51660000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-36820000.000,-11439000.000,4725000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,118000.000,88000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,75000.000,4000.000,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,49000.000,60000.000,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,92000.000,2000.000,
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,0.075,0.070,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,-18208000.000
DefinedBenefitPlanSpecialTerminationBenefits,,,,4300000.000
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.050,0.050,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,3092000.000,,
DefinedContributionPlanCostRecognized,,2817000.000,2696000.000,3353000.000
Depreciation,,176998000.000,194930000.000,210326000.000
DepreciationDepletionAndAmortization,214029000.000,197537000.000,216321000.000,232961000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,830000.000,210000.000,
EffectOfExchangeRateOnCashAndCashEquivalents,556000.000,-103000.000,5000.000,-363000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,-363000.000
EffectiveIncomeTaxRateContinuingOperations,,-2.641,0.344,0.365
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,221552000.000,147614000.000,142754000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,804326000.000,809087000.000,821991000.000
