,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,4845.000,16945.000,9845.000,4595.000,3745.000,16545.000,7544.000,3017.000,2618.000,15417.000,7914.000,4513.000,8014.000,14214.000,9713.000,8909.000,12232.000,7464.000,9964.000,3464.000,5465.000,551.000,550.000
AccruedIncomeTaxesCurrent,0.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000,1516419.000
Assets,59760.000,57014.000,44047.000,29868.000,26093.000,22357.000,10562.000,836.000,805.000,4405.000,3663.000,2213.000,1527.000,827.000,627.000,1446.000,1783.000,768.000,768.000,518.000,513.000,2894.000,3729.000
CashAndCashEquivalentsAtCarryingValue,59760.000,44340.000,31373.000,29868.000,26093.000,22357.000,10562.000,836.000,805.000,4405.000,3663.000,2213.000,1527.000,827.000,627.000,1446.000,1783.000,768.000,768.000,518.000,513.000,2894.000,3729.000
CommitmentsAndContingencies,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000
CommonStockSharesOutstanding,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000,1260773.000
CommonStockValue,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000,1261.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,,,0.100,0.100
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,290000.000,,,,302000.000,,,,314000.000,,,,325000.000,,,,336000.000,
DeferredTaxAssetsValuationAllowance,,,,,,290000.000,,,,302000.000,,,,314000.000,,,,325000.000,,,,336000.000,
DueToRelatedPartiesCurrent,,,,,,,,,7200.000,16532.000,,,,47500.000,56261.000,65950.000,72150.000,86723.000,88639.000,102062.000,105309.000,125257.000,130410.000
InterestPayableCurrent,,,,,,,,,,332.000,792.000,1538.000,2342.000,2968.000,4461.000,5945.000,7768.000,9673.000,11589.000,13612.000,15859.000,18307.000,20960.000
Liabilities,,,,,,,,,,,,,,,,,,,98603.000,105526.000,110774.000,,130960.000
LiabilitiesAndStockholdersEquity,59760.000,57014.000,44047.000,29868.000,26093.000,22357.000,10562.000,836.000,805.000,4405.000,3663.000,2213.000,1527.000,827.000,627.000,1446.000,1783.000,768.000,768.000,518.000,513.000,2894.000,3729.000
LiabilitiesCurrent,4845.000,16945.000,9845.000,4595.000,3745.000,16545.000,7544.000,3017.000,9818.000,31949.000,34906.000,37251.000,47556.000,61714.000,65974.000,74859.000,84382.000,94187.000,,,,125808.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,26992.000,32738.000,39542.000,44200.000,51800.000,65950.000,72150.000,,77050.000,88450.000,89450.000,,
OperatingLossCarryforwards,,,,,,831000.000,,,,864000.000,,,,897000.000,,,,897000.000,,,,959000.000,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidTaxes,,12674.000,12674.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-1462765.000,-1477611.000,-1483478.000,-1492407.000,-1495332.000,-1511868.000,-1514662.000,-1519861.000,-1526693.000,-1545224.000,-1548923.000,-1552718.000,-1563709.000,-1578567.000,-1583027.000,-1591093.000,-1600279.000,-1611099.000,-1615515.000,-1622688.000,-1627941.000,-1640594.000,-1644911.000
StockholdersEquity,54915.000,40069.000,34202.000,25273.000,22348.000,5812.000,3018.000,-2181.000,-9013.000,-27544.000,-31243.000,-35038.000,-46029.000,-60887.000,-65347.000,-73413.000,-82599.000,-93419.000,-97835.000,-105008.000,-110261.000,-122914.000,-127231.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,-97835.000,-105008.000,-110261.000,,-127231.000
