,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AllocatedShareBasedCompensationExpense,,,,223000.000,238000.000,,266000.000,212000.000,221000.000,235000.000,252000.000,210000.000,220000.000,209000.000,191000.000,166000.000
AmortizationOfFinancingCosts,,,104000.000,,,,104000.000,,,,103000.000,,,,372000.000,
AmortizationOfLeaseIncentives,,,,,,,,,,,46000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,27775339.000,27057611.000,,31185339.000,30699052.000,30871605.000,-61348392.000,34557625.000,34449287.000,34391271.000,-63218477.000,43393351.000,46595777.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,888000.000,,,,146000.000,,,,1102000.000,,,,-606000.000,
CostOfServicesLicensesAndServices,368000.000,343000.000,265000.000,186000.000,313000.000,298000.000,85000.000,167000.000,130000.000,3000.000,138000.000,158000.000,158000.000,124000.000,131000.000,145000.000
DepreciationDepletionAndAmortization,,,26000.000,,,,26000.000,,,,81000.000,,,,85000.000,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,173000.000,1184000.000,,580000.000,314000.000,-365000.000,968000.000,232000.000,-32000.000
EarningsPerShareBasic,-0.030,0.010,-0.040,-0.050,0.040,-0.010,-0.010,0.090,0.000,-0.040,-0.040,0.280,-0.020,-0.020,-0.010,-0.050
EarningsPerShareDiluted,-0.030,0.010,-0.040,-0.050,0.040,-0.010,-0.010,0.090,0.000,-0.040,-0.040,0.280,-0.020,-0.020,-0.010,-0.050
FairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,1.087,,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,0.004,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,145000.000,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,35999000.000,,,,
GeneralAndAdministrativeExpense,1509000.000,1677000.000,1403000.000,1363000.000,1623000.000,1392000.000,1453000.000,1624000.000,1279000.000,1398000.000,1940000.000,1400000.000,1215000.000,1166000.000,1638000.000,2029000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.050,0.040,,-0.010,0.090,0.000,-0.040,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.050,0.040,,-0.010,0.090,0.000,-0.040,,,,,,
IncomeTaxesPaidNet,,,1000.000,,,,1000.000,,,,1000.000,,,,1000.000,
IncreaseDecreaseInAccountsPayable,,,746000.000,,,,288000.000,,,,413000.000,,,,-72000.000,
IncreaseDecreaseInAccountsReceivable,,,-410000.000,,,,-90000.000,,,,120000.000,,,,14000.000,
IncreaseDecreaseInAccruedLiabilities,,,535000.000,,,,-516000.000,,,,-140000.000,,,,-20000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-525000.000,,,,-577000.000,,,,35000.000,,,,36000.000,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,1363000.000,1019000.000,229000.000,-103000.000,753000.000,-145000.000,,,,,,,,,
