,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndNotesReceivableNet,,,,,,,,,,,,2148148.000,1893580.000,925506.000,1970061.000,1349065.000
AccountsPayableCurrent,0.000,17894.000,96603.000,0.000,0.000,0.000,,,,,,1354883.000,1276642.000,819918.000,1600232.000,1905258.000
AccountsPayableFairValueDisclosure,,,,,,,,,,,,1354883.000,1276642.000,819918.000,1600232.000,1905258.000
AccountsPayableTradeCurrent,,,,623137.000,608670.000,518150.000,755522.000,671365.000,1109893.000,1248490.000,976943.000,1354883.000,1288277.000,819918.000,1600232.000,1905258.000
AccountsReceivableFairValueDisclosure,,,,,,,,,,,,2148148.000,1893580.000,925506.000,1970061.000,1349065.000
AccountsReceivableGross,,,,1021383.000,830110.000,898009.000,851617.000,1047961.000,1864016.000,2323522.000,1891269.000,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,2085330.000,1834174.000,951396.000,1935921.000,1307881.000
AccountsReceivableNet,,,,,,1240736.000,1177638.000,1345304.000,1958755.000,2398178.000,1931026.000,,,,,
AccountsReceivableNetCurrent,,,,1098643.000,1003198.000,1240736.000,1177638.000,1345304.000,1958755.000,2398178.000,1931026.000,2148148.000,1893580.000,925506.000,1970061.000,1349065.000
AccruedLiabilitiesCurrent,85928.000,91467.000,59417.000,375750.000,190433.000,242301.000,108768.000,286939.000,146926.000,187608.000,182768.000,315743.000,237608.000,253208.000,253655.000,236645.000
AccumulatedAmortizationDeferredFinanceCosts,,,,1250.000,1250.000,,,,,,,,,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,,3125.000,5000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,291774.000,312484.000,333388.000,355828.000,380418.000,396165.000,359464.000,,,,425238.000,445118.000,467091.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-44499.000,-50786.000,-36116.000,,,,,,,,,,,,,
AdditionalPaidInCapital,43587842.000,43589386.000,43465335.000,4146752.000,4149208.000,4343069.000,4393846.000,4522679.000,4699038.000,4731535.000,4737640.000,4759857.000,4778079.000,4796241.000,5014081.000,5058077.000
AllowanceForDoubtfulAccountsReceivable,,,,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000
AllowanceForNotesAndLoansReceivableNoncurrent,,,,,,25978.000,25978.000,25978.000,,25881.000,,,,,,
Assets,5055557.000,4762319.000,4657976.000,6289290.000,5375396.000,5931134.000,6025363.000,6625543.000,6222223.000,6168516.000,6179991.000,6832055.000,6437825.000,4733305.000,5332906.000,5078308.000
AssetsCurrent,4155557.000,4162319.000,4657976.000,5808953.000,4908599.000,5571283.000,5628982.000,6043686.000,5647883.000,5704058.000,5732240.000,6415481.000,5994298.000,4429419.000,4951145.000,4694175.000
