,2011-02-26,2011-05-28,2011-08-27,2011-11-26,2012-02-25,2012-05-26,2012-08-25,2012-11-24,2013-03-02,2013-06-01,2013-08-31,2013-11-30,2014-03-01,2014-05-31,2014-08-30,2014-11-29,2015-02-28,2015-05-30,2015-08-29,2015-11-28,2016-02-27,2016-05-28,2016-08-27,2016-11-26,2017-02-25,2017-05-27
AccountsPayableCurrent,709550000.000,844247000.000,848063000.000,954281000.000,752064000.000,866253000.000,940958000.000,1088651000.000,913365000.000,977297000.000,1033709000.000,1145281000.000,1104668000.000,1108449000.000,1258568000.000,1309002000.000,1156368000.000,1133673000.000,1196798000.000,1402968000.000,1100958000.000,1145055000.000,1192574000.000,1621432000.000,1179088000.000,1178811000.000
AccruedIncomeTaxesCurrent,112982000.000,111418000.000,19265000.000,2444000.000,48246000.000,103042000.000,4451000.000,89271000.000,77270000.000,126750000.000,18616000.000,3674000.000,65121000.000,120039000.000,46494000.000,14559000.000,76606000.000,90365000.000,60690000.000,4327000.000,58892000.000,53933000.000,23539000.000,,59821000.000,117211000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,,,,,,81390000.000,72807000.000,75977000.000,76744000.000,76316000.000,67971000.000,66431000.000
AccruedLiabilitiesCurrent,306847000.000,301477000.000,328680000.000,346871000.000,329174000.000,319851000.000,422736000.000,423202000.000,393094000.000,367116000.000,389689000.000,417073000.000,385954000.000,369039000.000,407178000.000,458278000.000,403547000.000,431216000.000,428464000.000,467654000.000,409445000.000,471728000.000,473595000.000,581640000.000,484114000.000,509501000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1422074000.000,1500000000.000,1500000000.000,1600000000.000,1608858000.000,1700000000.000,1700000000.000,1700000000.000,1803799000.000,1900000000.000,1900000000.000,2000000000.000,2022608000.000,2100000000.000,2100000000.000,2200000000.000,2259581000.000,2300000000.000,2400000000.000,2500000000.000,2531148000.000,2600000000.000,2700000000.000,2700000000.000,2819862000.000,2900000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5100000.000,5471000.000,5285000.000,-267000.000,-1879000.000,-4481000.000,-33000.000,858000.000,-4320000.000,-6008000.000,-8918000.000,-8627000.000,-13847000.000,-10266000.000,-10618000.000,-19151000.000,-42313000.000,-41381000.000,-51062000.000,-53564000.000,-54998000.000,-47670000.000,-46900000.000,-54749000.000,-47250000.000,-52723000.000
AdditionalPaidInCapitalCommonStock,1191123000.000,1259137000.000,1291912000.000,1396084000.000,1417337000.000,1471407000.000,1487453000.000,1501501000.000,1540451000.000,1589393000.000,1621480000.000,1658082000.000,1673217000.000,1708520000.000,1560126000.000,1594066000.000,1796692000.000,1831657000.000,1849677000.000,1866071000.000,1884813000.000,1921970000.000,1939470000.000,1956594000.000,1974781000.000,2006939000.000
Assets,5646193000.000,5817533000.000,5748476000.000,5855116000.000,5724546000.000,5824332000.000,6107482000.000,6386836000.000,6279952000.000,6312648000.000,6307973000.000,6544489000.000,6356033000.000,6362328000.000,7034260000.000,7335835000.000,6758993000.000,6599077000.000,6651306000.000,6843992000.000,6498940000.000,6578977000.000,6669375000.000,7232801000.000,6846029000.000,6875801000.000
AssetsCurrent,4073838000.000,4279547000.000,4194576000.000,4290884000.000,4142939000.000,4199833000.000,3721043000.000,3967853000.000,3867485000.000,3875149000.000,3864461000.000,4054604000.000,3814610000.000,3835249000.000,4479768000.000,4755833000.000,4083603000.000,3930701000.000,3997892000.000,4190536000.000,3825962000.000,3898031000.000,3928504000.000,4270122000.000,3810744000.000,3650173000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,,,,,,,,28900000.000,0.000,86200000.000,22500000.000,,,,
