,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsPayableCurrentAndNoncurrent,,,,,,,,6859000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,15623000.000,,,,16613000.000,,,,17929000.000,,,,19276000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4655000.000,4221000.000,4255000.000,5242000.000,6711000.000,6663000.000,5345000.000,-1083000.000,-2009000.000,-3940000.000,-1767000.000,-189000.000,666000.000,1002000.000,2161000.000,-481000.000,475000.000,-252000.000,318000.000,1956000.000,1221000.000,-4559000.000
AdditionalPaidInCapital,4317000.000,4304000.000,4301000.000,4304000.000,4315000.000,4320000.000,4328000.000,4337000.000,4344000.000,4353000.000,4359000.000,4361000.000,4368000.000,4375000.000,4383000.000,4388000.000,4392000.000,4395000.000,4395000.000,4398000.000,4398000.000,4411000.000
Assets,768829000.000,771146000.000,768491000.000,776632000.000,784839000.000,799186000.000,798938000.000,812348000.000,794548000.000,812256000.000,825121000.000,850462000.000,850791000.000,857208000.000,862715000.000,869688000.000,864266000.000,905601000.000,924821000.000,939907000.000,970687000.000,1007823000.000
AssetsFairValueDisclosure,,,,,3087000.000,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,302765000.000,294912000.000,289115000.000,284173000.000,291271000.000,272210000.000,284290000.000,281034000.000,278411000.000,290454000.000,316567000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,,,,,5000000.000,,,,,,,,
AvailableForSaleSecurities,284644000.000,284011000.000,280342000.000,294146000.000,304481000.000,305634000.000,306468000.000,305442000.000,280705000.000,300328000.000,293265000.000,307797000.000,301297000.000,295822000.000,292808000.000,296059000.000,278470000.000,289423000.000,287270000.000,287210000.000,298139000.000,315176000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,3520000.000,3428000.000,4181000.000,2213000.000,2404000.000,1999000.000,1965000.000,3712000.000,2657000.000,424000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,2511000.000,1910000.000,908000.000,2942000.000,1684000.000,2381000.000,1484000.000,748000.000,807000.000,7332000.000
AvailableForSaleSecuritiesAmortizedCost,,,,286204000.000,294313000.000,295539000.000,298368000.000,307083000.000,283748000.000,306297000.000,295942000.000,308083000.000,300288000.000,294304000.000,289535000.000,296788000.000,277750000.000,289805000.000,286789000.000,284246000.000,296289000.000,322084000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,1948000.000,1203000.000,449000.000,710000.000,468000.000,424000.000,478000.000,246000.000,260000.000,453000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,2511000.000,1910000.000,908000.000,2942000.000,1684000.000,2381000.000,1484000.000,748000.000,807000.000,7332000.000
