,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,10260.000,12285.000,11148.000,10500.000,558.000,49896.000,43136.000,137251.000,123400.000,160272.000,140012.000,167251.000
AccountsPayableRelatedPartiesCurrent,,,,,,,45998.000,66436.000,,,,
AccruedLiabilities,516.000,1037.000,1271.000,1392.000,,,,,,,,
AccruedLiabilitiesCurrent,,,,1499.000,3998.000,260.000,556.000,856.000,1156.000,1456.000,0.000,0.000
AdditionalPaidInCapital,25310.000,25460.000,25759.000,25986.000,,92886.000,92886.000,92886.000,92886.000,283901.000,2343320.000,418700.000
Assets,14542.000,30984.000,22578.000,28803.000,368.000,702.000,763.000,15440.000,14983.000,749027.000,864356.000,107092.000
AssetsCurrent,4542.000,10984.000,2578.000,8803.000,368.000,702.000,763.000,763.000,1692.000,693.000,4142.000,50314.000
Cash,1542.000,10984.000,2578.000,8803.000,368.000,702.000,763.000,,692.000,693.000,4142.000,50314.000
CashAndCashEquivalentsAtCarryingValue,1542.000,10984.000,2578.000,8803.000,368.000,702.000,763.000,763.000,692.000,693.000,4142.000,50314.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,4500000000.000,4500000000.000,4500000000.000,4500000000.000,4500000000.000,1969999900.000,1969999900.000,3000000000.000
CommonStockSharesIssued,3570000.000,3570000.000,3570000.000,3570000.000,178500000.000,178500000.000,178500000.000,178500000.000,178500000.000,178500000.000,1736500000.000,2128500000.000
CommonStockSharesOutstanding,3570000.000,3570000.000,3570000.000,3570000.000,178500000.000,178500000.000,178500000.000,178500000.000,178500000.000,178500000.000,1736500000.000,2128500000.000
CommonStockValue,3570.000,3570.000,3570.000,3570.000,178500.000,178500.000,178500.000,178500.000,178500.000,1785.000,17365.000,21285.000
ConvertibleNotesPayableCurrent,,,,,,,,,,14300.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.100,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,,,125200.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,-125200.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-64114.000,-80368.000,-88170.000,-100644.000,-269188.000,-340840.000,-380313.000,-480489.000,506860.000,596323.000,2722206.000,814869.000
DueToAffiliateCurrent,,,,,,,,,,,20000.000,20000.000
DueToRelatedPartiesCurrent,,,,,,,,,105901.000,147222.000,166122.000,185022.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,1823.000,3209.000,4580.000,5936.000,7322.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,13291.000,11920.000,10564.000,9178.000
IntangibleAssetsNetIncludingGoodwill,,,,,,,,14677.000,13291.000,11920.000,,
InterestPayableCurrent,,,,,,,,856.000,,,,
Liabilities,49776.000,82322.000,81419.000,99891.000,91056.000,70156.000,109690.000,224543.000,,,,
LiabilitiesAndStockholdersEquity,14542.000,30984.000,22578.000,28803.000,368.000,702.000,763.000,15440.000,14983.000,749027.000,864356.000,107092.000
LiabilitiesCurrent,10260.000,12285.000,36148.000,54499.000,91056.000,70156.000,109690.000,224543.000,250457.000,1059664.000,1228686.000,481974.000
LiabilitiesNoncurrent,39516.000,70037.000,45271.000,45392.000,,,,,,,,
MineralRights,,,,,,,,,,,849650.000,47600.000
NotesPayableCurrent,,,,,,,,,,,83947.000,122201.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,20000.000,20000.000,20000.000,7500.000,7500.000
NotesPayableRelatedPartiesCurrent,,,25000.000,42500.000,86500.000,20000.000,20000.000,,,,,
NotesPayableRelatedPartiesNoncurrent,39000.000,69000.000,44000.000,44000.000,,,,,,,83947.000,122201.000
OtherIntangibleAssetsNet,,,,,,,,14677.000,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,
PreferredStockRedemptionPricePerShare,,,,,,,,,,,0.997,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,,
PreferredStockSharesIssued,,,,,,,,,0.000,,,
PreferredStockSharesOutstanding,,,,,,,,,0.000,,,
PrepaidExpenseCurrent,3000.000,,,,,,,,1000.000,,0.000,0.000
PurchaseOptionsLand,10000.000,20000.000,20000.000,20000.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,340840.000,380313.000,480489.000,506860.000,596323.000,2574601.000,814869.000
SharesOutstanding,3570000.000,3570000.000,3570000.000,3570000.000,178500000.000,178500000.000,,,,,,
StockholdersEquity,-35234.000,-51338.000,-58841.000,-71088.000,-90688.000,-69454.000,-108927.000,-209103.000,-235474.000,-310637.000,-364330.000,-374882.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-35234.000,-51338.000,-58841.000,-71088.000,-90688.000,-69454.000,-108927.000,-209103.000,,,,
