,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,28739.000,12649.000,36217.000,47706.000,55830.000,61723.000,96444.000,127880.000,110247.000,128269.000,78447.000,33749.000,39314.000,59066.000,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,179421.000,183949.000
AccountsPayableCurrent,,,,,,,,,,,,,,,58831.000,122218.000,121365.000,127397.000
AccountsPayableFairValueDisclosure,,,,,62641.000,,,,2865.000,,,,,,,,,
AccountsPayableOtherCurrent,,,121958.000,181948.000,62641.000,45247.000,60255.000,72255.000,2865.000,17531.000,33507.000,49490.000,116149.000,78775.000,59170.000,67618.000,,
AccountsPayableOtherCurrentAndNoncurrent,,,,146388.000,,,,,,,,,,,,,,
AccountsReceivableNet,,,,20159.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,10248.000,,66176.000,45042.000
AccruedLiabilitiesCurrent,,,,,55830.000,,,,110247.000,,,,,,,,,
AccruedLiabilitiesFairValueDisclosure,,,,,55830.000,,,,110247.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,6217668.000,6304639.000,,,,,1811.000,1873.000,1863.000,1864.000,-177452.000,-122684.000,-189674.000,-194094.000,-1446.000,
AdditionalPaidInCapital,,,,,8590128.000,,,,6107364.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,8227046.000,8237594.000,8237826.000,8273373.000,8589249.000,8619928.000,5828814.000,5975183.000,6116054.000,6235885.000,6300017.000,6585203.000,7162660.000,7179685.000,7521723.000,7610241.000,11526847.000,12731294.000
AssetRetirementObligation,,,,,,,,,,,,,,,,411199.000,833017.000,841854.000
Assets,2275916.000,2311695.000,2276189.000,2296675.000,2433881.000,2287452.000,42191.000,27947.000,26933.000,2618.000,1529.000,121725.000,424641.000,491815.000,595142.000,966731.000,3359044.000,3472924.000
AssetsCurrent,8664.000,44443.000,8937.000,29423.000,166629.000,11865.000,34614.000,21918.000,21880.000,,1529.000,29725.000,1345.000,7793.000,100702.000,85610.000,249252.000,515501.000
Cash,7946.000,33977.000,4891.000,933.000,159297.000,226.000,24908.000,12212.000,12239.000,1807.000,1529.000,29725.000,1345.000,7793.000,13735.000,8891.000,18605.000,296803.000
CashAndCashEquivalentsAtCarryingValue,7946.000,33977.000,4891.000,933.000,159297.000,226.000,24908.000,12212.000,12239.000,1807.000,1529.000,29725.000,1345.000,7793.000,13735.000,8891.000,18605.000,296803.000
CashAndCashEquivalentsFairValueDisclosure,,,,,159297.000,,,,12239.000,,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,159297.000,226.000,24908.000,12212.000,,,,,,,,,,
