,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CapitalExpendituresIncurredButNotYetPaid,,,91000.000,339000.000,229000.000,105000.000,212000.000,,72000.000,50000.000,111000.000,,64000.000,387000.000,148000.000,,642000.000,961000.000,293000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,1367000.000,,,,710000.000,,,,1524000.000,,,,-534000.000,,
ComprehensiveIncomeNetOfTax,1813000.000,1556000.000,1619000.000,1586000.000,,,,,,,,,,,,,,,
CostOfGoodsSold,1171000.000,962000.000,904000.000,498000.000,48000.000,631000.000,223000.000,165120.000,1085000.000,237000.000,352000.000,208230.000,112000.000,564000.000,263000.000,315328.000,213000.000,-34000.000,364000.000
CostsAndExpenses,7434000.000,7913000.000,7891000.000,10012000.000,12778000.000,14314000.000,14721000.000,14389808.000,14547000.000,13494000.000,14430000.000,13680119.000,13996000.000,14144000.000,14522000.000,16350594.000,13981000.000,13794000.000,14006000.000
DeferredOtherTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,0.000
DepreciationAndAmortization,,,,,982000.000,,,,888000.000,,,,829000.000,,,,856000.000,,
DepreciationDepletionAndAmortization,,,395000.000,679000.000,982000.000,972000.000,933000.000,930205.000,888000.000,888000.000,889000.000,879470.000,829000.000,848000.000,830000.000,790289.000,856000.000,863000.000,868000.000
EarningsPerShareBasic,0.250,0.210,0.210,0.170,0.380,0.330,0.270,,0.420,0.440,0.330,0.940,0.470,0.580,0.500,1.050,0.580,0.690,0.960
EarningsPerShareDiluted,0.240,0.200,0.210,0.170,0.370,0.330,0.260,,,,,,,,,,,,
HealthCareOrganizationOtherRevenue,,,,,1453000.000,989000.000,1385000.000,,,,,,,,,,,,
HealthCareOrganizationPatientServiceRevenue,,,,965000.000,,,,,6787000.000,6629000.000,7284000.000,7453598.000,8114000.000,7786000.000,8695000.000,8390809.000,8823000.000,8657000.000,9028000.000
HealthCareOrganizationPatientServiceRevenueLessProvisionForBadDebts,,,,,3787000.000,3671000.000,3222000.000,3294110.000,3641000.000,3732000.000,4083000.000,3927349.000,4607000.000,4516000.000,4865000.000,4458023.000,4945000.000,4655000.000,5049000.000
HealthCareOrganizationPatientServiceRevenueProvisionforBadDebts,,,,,2040000.000,2223000.000,2868000.000,3202082.000,3146000.000,2897000.000,-3201000.000,-15612249.000,3507000.000,3270000.000,-3830000.000,-17486786.000,-3878000.000,-4002000.000,-3979000.000
HealthCareOrganizationPremiumRevenue,,,,,1100000.000,1011000.000,1033000.000,,,,,,,,,,,,
HealthCareOrganizationResidentServiceRevenue,,,,,379000.000,439000.000,343000.000,,,,,,,,,,,,
HealthCareOrganizationRevenue,,,,,5827000.000,5894000.000,6090000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,1722000.000,1630000.000,4053000.000,3295000.000,2319000.000,2635669.000,3438000.000,3598000.000,2666000.000,3197877.000,3615000.000,4225000.000,4097000.000,2418616.000,4753000.000,4609000.000,6003000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,1675000.000,1606000.000,3720000.000,3118000.000,2212000.000,1998457.000,3296000.000,3484000.000,2549000.000,3488862.000,3515000.000,4144000.000,4026000.000,2823246.000,4700000.000,4581000.000,5982000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,1894000.000,1603000.000,1722000.000,1630000.000,4053000.000,3295000.000,2319000.000,2635669.000,3438000.000,3598000.000,2666000.000,3197877.000,3615000.000,4225000.000,4097000.000,2418616.000,4753000.000,4609000.000,6002000.000
IncomeTaxExpenseBenefit,,,,,,,,,40000.000,29000.000,30000.000,2513521.000,50000.000,40000.000,145000.000,-4522271.000,200000.000,353000.000,1140000.000
IncomeTaxExpenseBenefitContinuingOperations,,,55000.000,25000.000,100000.000,70000.000,65000.000,,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,1140000.000
IncomeTaxesPaid,,,,,120000.000,,,,40000.000,,,,50000.000,,,,200000.000,,
IncreaseDecreaseInAccountsPayable,,,,,-58000.000,,,,323000.000,,,,-187000.000,,,,50000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-1000.000,,,,-6000.000,,,,-4000.000,,,,-9000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,-1974000.000,,,,2111000.000,,,,-2186000.000,,,,-1675000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,-20000.000,,,,,,,,,,,,,,
IncreaseDecreaseInCustomerAdvances,,,,,60000.000,,,,-357000.000,,,,1000.000,,,,-132000.000,,
IncreaseDecreaseInInventories,,,,,-49000.000,,,,-22000.000,,,,-104000.000,,,,-140000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,1008000.000,,,,865000.000,,,,1120000.000,,,,-2218000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,40000.000,,,,5000.000,,,,12000.000,,,,-63000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,-29000.000,,,,-123000.000,,,,16000.000,,,,92000.000,,
IncreaseDecreaseInPrepaidExpense,,,,,210000.000,,,,-284000.000,,,,73000.000,,,,26000.000,,
IncreaseDecreaseInReceivables,,,,,35000.000,,,,-81000.000,,,,11000.000,,,,12000.000,,
IncreaseDecreaseInUnbilledReceivables,,,,,,,,,860000.000,,,,,,,,-30000.000,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,,,,128000.000,128000.000,,128000.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,6610.000,,,,,,,,,,,,,,,
InterestExpense,124000.000,103000.000,103000.000,79000.000,243000.000,237000.000,203000.000,201541.000,204000.000,172000.000,169000.000,-1247095.000,150000.000,139000.000,-127000.000,-424193.000,-98000.000,-77000.000,-69000.000
