,2011-09-30,2011-12-31,2012-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,,,,169050.000,,,,150779.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2598772.000,,,-227528.000,,,,802603.000,,,,-287704.000,,,,-9004410.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,0.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,0.000,,
ComprehensiveIncomeNetOfTax,5848082.000,5810468.000,3625052.000,-503032.000,69250.000,-835305.000,217267.000,614185.000,-292371.000,-145651.000,-153123.000,-929807.000,-787921.000,47381.000,-649598.000,-93687.000,466207.000,251749.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-67.000,-7.000,,3.000,-3.000,-36.000,87.000,-7.000,-6.000,-1.000,-14.000,-1.000,-8.000,2.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,251751.000
CostOfGoodsSold,12970066.000,14401135.000,6406449.000,1326688.000,1717795.000,1781580.000,2489108.000,2213963.000,2179413.000,1403081.000,1493717.000,1418964.000,2000198.000,1175123.000,906838.000,755285.000,1179037.000,866806.000
CostOfGoodsSoldDepreciation,,,,12204.000,,,,52347.000,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,0.000,,102179.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,0.000,,0.000,,,,,,,,,,
Depreciation,,,,42731.000,,,,91012.000,,,,,,,,,,
DepreciationAndAmortization,14699.000,15862.000,51414.000,199577.000,319395.000,42684.000,425191.000,189444.000,154152.000,173083.000,69001.000,182157.000,150262.000,147790.000,157022.000,148875.000,243459.000,64317.000
DepreciationDepletionAndAmortization,26288.000,,,211781.000,319395.000,42684.000,562182.000,241791.000,,,,233381.000,,,,192577.000,,
EarningsPerShareBasicAndDiluted,0.090,0.080,0.060,-0.011,-0.010,0.000,0.011,0.004,-0.002,-0.003,0.001,-0.001,-0.002,-0.002,0.007,0.000,0.019,0.001
EffectOfExchangeRateOnCashAndCashEquivalents,331936.000,,,81721.000,,,,293184.000,,,,-518993.000,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,,,,,,,,-94784.000,,
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,,,,,,,,,,,,,,,,-29.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,0.250,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,1.000,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,,,1157590.000,-6927.000
GainLossOnInvestments,,,,,,,,,,,,,,,,225093.000,,
GrossProfit,9223460.000,9572477.000,4844054.000,59096.000,538491.000,773814.000,1022527.000,946254.000,938149.000,530296.000,521179.000,537104.000,725453.000,502150.000,550671.000,424883.000,712459.000,472080.000
IncomeLossFromContinuingOperations,7245588.000,7150221.000,4105639.000,-704629.000,-301352.000,190891.000,94954.000,292722.000,192327.000,-157872.000,-100438.000,6068.000,-75950.000,-84843.000,-127807.000,24023.000,,-54965.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,7220404.000,4181592.000,-655558.000,-288030.000,135448.000,149613.000,325623.000,165170.000,-155046.000,-98333.000,2070.000,-73532.000,-79748.000,654783.000,78053.000,1709329.000,134911.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7311626.000,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,24023.000,1269709.000,-54965.000
