,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,752100000.000,1066400000.000,975500000.000,1535400000.000,1301300000.000,1307300000.000,1343200000.000,2428900000.000,2517900000.000,2104500000.000,2131400000.000
AccountsPayableTradeCurrent,,,,755900000.000,,,,598600000.000,,,
AccountsReceivableNetCurrent,532700000.000,824300000.000,700500000.000,1165700000.000,1030800000.000,876000000.000,924800000.000,1303400000.000,1275500000.000,1372300000.000,1366200000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,71800000.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,65600000.000,14500000.000,2800000.000,106700000.000,75700000.000,16800000.000,5400000.000,68400000.000,151700000.000,46100000.000,17000000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,8000000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,693800000.000,,,,745500000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,100000.000,,,,100000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-76600000.000,,,,36700000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,14900000.000,32900000.000,-41400000.000,-76500000.000,-39000000.000,-98100000.000,-62300000.000,36800000.000,-91700000.000,-84300000.000,43500000.000
AdditionalPaidInCapitalCommonStock,1807300000.000,1840500000.000,1864600000.000,1881000000.000,1896900000.000,1920900000.000,1939800000.000,1956700000.000,1980900000.000,2470100000.000,2626500000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,8700000.000,,,
Assets,5929100000.000,6639600000.000,6363500000.000,6698300000.000,6862700000.000,6527100000.000,6566000000.000,14103500000.000,14173000000.000,13560600000.000,13644100000.000
AssetsCurrent,1936800000.000,2005400000.000,1840300000.000,2569700000.000,2408600000.000,2319900000.000,2441500000.000,3879700000.000,3835800000.000,3916000000.000,4073400000.000
AvailableForSaleSecurities,,,,14900000.000,,,,9000000.000,,,
AvailableForSaleSecuritiesAmortizedCost,,,,14800000.000,,,,9000000.000,,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,14900000.000,,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesCurrent,,,,0.000,,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,,,,0.000,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,0.000,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,100000.000,,,,,,,
BuildingsAndImprovementsGross,,,,382200000.000,,,,698600000.000,,,
BusinessAcquisitionContingentConsiderationAtFairValue,207400000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,250000000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,2540900000.000
CapitalLeasedAssetsGross,,,,,,,,15.700,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,21.400,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,7.900,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,0.600,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,1.400,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,2.300,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,7.800,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,1.400,,,
CashAndCashEquivalentsAtCarryingValue,504500000.000,225100000.000,163300000.000,209300000.000,168700000.000,217600000.000,222000000.000,319000000.000,328400000.000,226900000.000,368000000.000
CommonStockParOrStatedValuePerShare,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,136300000.000,136800000.000,137100000.000,137100000.000,137600000.000,137800000.000,138000000.000,138000000.000,138200000.000,143700000.000,145100000.000
CommonStockSharesOutstanding,126400000.000,126900000.000,127200000.000,127200000.000,127400000.000,127600000.000,127800000.000,127700000.000,127700000.000,133200000.000,133600000.000
CommonStockValue,400000.000,400000.000,500000.000,400000.000,500000.000,500000.000,500000.000,400000.000,400000.000,500000.000,500000.000
ConstructionInProgressGross,,,,131100000.000,,,,114500000.000,,,
DebtCurrent,0.000,250000000.000,1300000.000,184500000.000,189000000.000,193400000.000,196800000.000,,178300000.000,,
DeferredIncomeTaxLiabilities,,,,,,,,1252800000.000,,,
DeferredRevenueCurrent,18000000.000,15000000.000,16900000.000,12800000.000,12100000.000,12500000.000,9700000.000,32300000.000,36300000.000,32200000.000,30800000.000
DeferredRevenueNoncurrent,17600000.000,18000000.000,14700000.000,17000000.000,15300000.000,11700000.000,12300000.000,11300000.000,35100000.000,30700000.000,34300000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,6300000.000,,,
DeferredTaxAssetsGross,,,,,,,,670300000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,-89400000.000,,,,-684100000.000,,,
DeferredTaxAssetsNet,,,,,,,,568700000.000,,,
DeferredTaxAssetsNetCurrent,175200000.000,181200000.000,165900000.000,168100000.000,164500000.000,184600000.000,189200000.000,301600000.000,355700000.000,341000000.000,292500000.000
DeferredTaxAssetsNetNoncurrent,151000000.000,177500000.000,173400000.000,21700000.000,18500000.000,27500000.000,28800000.000,60700000.000,149000000.000,79400000.000,81300000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,101300000.000,,,,248100000.000,,,
DeferredTaxAssetsOther,,,,,,,,49700000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,19400000.000,,,,24000000.000,,,
DeferredTaxLiabilitiesCurrent,20600000.000,20600000.000,20900000.000,100000.000,500000.000,700000.000,500000.000,4800000.000,50700000.000,29000000.000,900000.000
DeferredTaxLiabilitiesNoncurrent,440000000.000,523600000.000,488700000.000,279100000.000,298800000.000,211800000.000,184900000.000,1035200000.000,1054300000.000,986300000.000,957900000.000
DeferredTaxLiabilitiesOther,,,,18300000.000,,,,,,,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,9900000.000,,,,,,,
DefinedBenefitPlanBenefitObligation,,,,,,,,-90900000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,12.900,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,1.900,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,2.300,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,2.200,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,2.100,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,2.000,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,,67200000.000,,,
DefinedBenefitPlanFundedStatusOfPlan,,,,,,,,-23700000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,121400000.000,,,,260100000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,50700000.000,45200000.000,,75100000.000,62600000.000,54000000.000,,94100000.000,83600000.000,52700000.000
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,55400000.000,,,,,,,,,,
EquityMethodInvestments,,,,28800000.000,,,,9600000.000,,,
FairValueMeasuredOnRecurringBasisInvestments,0.000,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,1416600000.000,-1566000000.000,1704000000.000,1800700000.000,1905300000.000,2055300000.000,2239300000.000,2367600000.000,2540700000.000
FiniteLivedIntangibleAssetsGross,,,2503300000.000,2684100000.000,2961200000.000,3009800000.000,3101300000.000,5503400000.000,5528500000.000,5528000000.000,5611600000.000
FiniteLivedIntangibleAssetsNet,,,1086700000.000,1118100000.000,1257200000.000,1209100000.000,1196000000.000,3448100000.000,3289200000.000,3160400000.000,3070900000.000
FurnitureAndFixturesGross,,,,51700000.000,,,,296500000.000,,,
Goodwill,1528100000.000,1719200000.000,1709600000.000,1708300000.000,1931600000.000,1919500000.000,1924800000.000,4762100000.000,4837500000.000,4192500000.000,4202700000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,2600000.000,,,,4400000.000,,,
IndefiniteLivedIntangibleAssets,,,780500000.000,495500000.000,446700000.000,251600000.000,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,196000000.000,381900000.000,509100000.000,696200000.000,704600000.000
IntangibleAssetsNetExcludingGoodwill,1612500000.000,1975400000.000,1867200000.000,1613600000.000,1703900000.000,1460700000.000,1392000000.000,3830000000.000,3798300000.000,3856600000.000,3775500000.000
InterestPayableCurrent,,,,17800000.000,,,,49500000.000,,,
InterestPortionOfMinimumLeasePaymentsSaleLeasebackTransactions,,,,,,,,3.000,,,
InventoryAdjustments,51300000.000,47300000.000,45400000.000,,,,,,,,
InventoryFinishedGoods,423500000.000,456500000.000,480500000.000,655000000.000,660300000.000,604400000.000,606000000.000,1101300000.000,1067200000.000,1138500000.000,1203700000.000
InventoryGross,643600000.000,675100000.000,724800000.000,929900000.000,950700000.000,917600000.000,932500000.000,1654400000.000,1648300000.000,1724500000.000,1787800000.000
InventoryNet,592300000.000,627800000.000,679400000.000,889400000.000,904600000.000,870400000.000,885100000.000,1543200000.000,1544300000.000,1601900000.000,1658900000.000
InventoryRawMaterials,175400000.000,171600000.000,193800000.000,219200000.000,231000000.000,260800000.000,268500000.000,426900000.000,451800000.000,453600000.000,445500000.000
InventoryValuationReserves,,,,40500000.000,46100000.000,47200000.000,47400000.000,111200000.000,104000000.000,122600000.000,128900000.000
InventoryWorkInProcess,44700000.000,47000000.000,50500000.000,55700000.000,59400000.000,52400000.000,58000000.000,126200000.000,129300000.000,132400000.000,138600000.000
LandAndLandImprovements,,,,,,,,46200000.000,,,
LeaseholdImprovementsGross,,,,89500000.000,,,,107000000.000,,,
Liabilities,2558700000.000,3166200000.000,2875700000.000,3135800000.000,3202900000.000,2966900000.000,2876100000.000,10247100000.000,10550700000.000,10019600000.000,9896100000.000
LiabilitiesAndStockholdersEquity,5929100000.000,6639600000.000,6363500000.000,6698300000.000,6862700000.000,6527100000.000,6566000000.000,14103500000.000,14173000000.000,13560600000.000,13644100000.000
LiabilitiesCurrent,856300000.000,1366500000.000,1017400000.000,1839500000.000,1578600000.000,1530700000.000,1555600000.000,2710600000.000,2934900000.000,2389000000.000,2807200000.000
LongTermDebt,1020300000.000,1274500000.000,1153600000.000,1033000000.000,1352800000.000,1292100000.000,1220600000.000,6433300000.000,6421500000.000,6351100000.000,6310.400
LongTermDebtAndCapitalLeaseObligations,,,,,,,,6257100000.000,,6173900000.000,5683300000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,176200000.000,,177200000.000,627100000.000
LongTermDebtCurrent,,,,,,,,176200000.000,178300000.000,177200000.000,627.100
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,400000000.000,,,,3100000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,170000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,2220000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,170000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,450000000.000,,,,170000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,200000.000,,,,620000000.000,,,
LongTermDebtNoncurrent,1020300000.000,1024500000.000,1152300000.000,848500000.000,1163800000.000,1098700000.000,1023800000.000,6257100000.000,6243200000.000,6173900000.000,5683.300
LossContingencyAccrualAtCarryingValue,,,,,101800000.000,96300000.000,93400000.000,230800000.000,213300000.000,227700000.000,230300000.000
MachineryAndEquipmentGross,,,,597200000.000,,,,850100000.000,,,
MandatorilyRedeemablePreferredStockFairValueDisclosure,170400000.000,,,,,,,,,,
MarketableSecuritiesCurrent,10300000.000,8900000.000,9200000.000,14900000.000,13500000.000,7400000.000,12400000.000,9000000.000,9000000.000,8000000.000,5500000.000
MinorityInterest,900000.000,700000.000,-400000.000,-1100000.000,-700000.000,-700000.000,-700000.000,22600000.000,17500000.000,4900000.000,5000000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,22300000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,14900000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,16200000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,16400000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,17600000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,90900000.000,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,105600000.000,,,,230000000.000,,,
