,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,1356000.000
AmortizationOfDebtDiscountPremium,2500.000,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,13000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1500000.000,,,,1500000.000,,2371420.000,,4520952.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,41318000.000
CashPeriodIncreaseDecrease,-8081.000,,,,-19462.000,,,,
CostOfGoodsSold,64.000,236.000,42.000,107.000,79.000,3160000.000,3132000.000,6313921.000,2878000.000
DepreciationDepletionAndAmortization,,,,,,400000.000,400000.000,,
DerivativeGainLossOnDerivativeNet,,,,,,-42000.000,-27000.000,,198000.000
EarningsPerShareBasicAndDiluted,-0.002,-0.000,-0.000,0.002,-0.000,-1.090,-0.720,-3.070,-6.920
EffectiveIncomeTaxRateContinuingOperations,0.340,,,,0.340,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,66000.000
GrossProfit,136.000,844.000,158.000,373.000,151.000,1725000.000,1728000.000,3490849.000,1733000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-10466000.000,-9157000.000,,-11806000.000
IncomeTaxExpenseBenefit,,,,,,0.000,0.000,,0.000
IncreaseDecreaseInAccountsPayable,-10514.000,,,,7756.000,,,,507000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,157000.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,-950000.000
IncreaseDecreaseInDeferredCharges,,,,,,,,,52000.000
IncreaseDecreaseInDeferredLiabilities,,,,,,,,,-19000.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,161000.000
IncreaseDecreaseInDueToRelatedParties,15000.000,,,,15000.000,,,,
IncreaseDecreaseInInterestPayableNet,210.000,,,,-1491.000,,,,
IncreaseDecreaseInInventories,36.000,,,,72.000,,,,-998000.000
IncreaseDecreaseInOtherReceivables,,,,,,,,,276000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,-284000.000
IncreaseDecreaseInRestructuringReserve,,,,,,,,,0.000
InterestExpense,-2710.000,2860.000,2164.000,16015.000,715.000,2421000.000,1596000.000,,1584000.000
InterestExpenseDebt,189.000,,,,128.000,,,,
InterestExpenseOther,,,,,523.000,,,,
InterestPaid,,,,,1030.000,,,,
InventoryWriteDown,,,,,,,,,111000.000
LeaseAndRentalExpense,,,,,,400000.000,300000.000,,600000.000
ManagementFeeExpense,15000.000,,,,15000.000,,,,
MarketingAndAdvertisingExpense,0.000,,,,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,5000.000,,,,-11100.000,,,,49273000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5000.000,,,,-11100.000,,,,49273000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,23000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,23000.000
NetCashProvidedByUsedInOperatingActivities,-13081.000,,,,-8362.000,,,,-7978000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13081.000,,,,-8362.000,,,,-7978000.000
NetIncomeLoss,-20313.000,-22476.000,-20316.000,-40706.000,-29699.000,-10466000.000,-9157000.000,-26714301.000,-11806000.000
