,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableRelatedPartiesCurrent,25732.000,34777.000,25284.000,44742.000,32343.000,41189.000,32797.000,20553.000,126744.000,11049.000,24882.000,43454.000,30299.000,32141.000,32682.000,19458.000,10727.000,46994.000,32212.000,17556.000,27151.000,2968.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2325477.000,2448341.000,,,,,,,,2533686.000,,,2674423.000,,,,3127521.000,,,,,
AdvanceRent,,,63578.000,52559.000,23933.000,12120.000,20356.000,21210.000,33331.000,12121.000,47027.000,35215.000,12121.000,35214.000,35215.000,35215.000,12121.000,57615.000,45494.000,34521.000,12121.000,46179.000
Assets,16593120.000,16525371.000,16419564.000,16301999.000,16146620.000,16006305.000,15867101.000,15714168.000,16810488.000,16204651.000,16442252.000,16608559.000,15999813.000,15844952.000,14762175.000,14600174.000,13930917.000,13907466.000,13506531.000,13362326.000,13064342.000,12950051.000
BuildingsAndImprovementsGross,,,12273366.000,12273366.000,12273366.000,12273366.000,12273366.000,9879315.000,9879315.000,8809264.000,10216447.000,10126971.000,10126971.000,10126971.000,10126971.000,10126971.000,10126971.000,11377241.000,11377241.000,11377241.000,11377241.000,10292789.000
CapitalUnits,,,1000.000,,,,,,,,,,,,,,,,,,,
Cash,1447603.000,1934854.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,1966193.000,2079396.000,2154785.000,2259911.000,2243441.000,2213242.000,6061006.000,5553960.000,4756932.000,4041018.000,4540920.000,4499334.000,3529832.000,3481106.000,2925122.000,1135357.000,867386.000,856145.000,691125.000,709798.000
DeferredRentCreditCurrent,63578.000,21889.000,,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrent,293938.000,293935.000,293935.000,293935.000,293935.000,293940.000,293939.000,293939.000,594952.000,291922.000,291922.000,291922.000,291921.000,281814.000,270502.000,270502.000,264144.000,264144.000,261212.000,261212.000,261212.000,261211.000
EquityMethodInvestmentAggregateCost,,,,,,,,,,,433446.000,995375.000,,,,,,,,,,
EquityMethodInvestments,,,,,,,,,,,,,0.000,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,185920.000,522129.000,522129.000,522129.000,522129.000,522129.000,522129.000,807178.000,807178.000,807178.000,807178.000,807178.000
GeneralPartnersCapitalAccount,3680.000,4646.000,3265.000,2006.000,862.000,686.000,-704.000,-2119.000,11221.000,11205.000,12296.000,13920.000,10980.000,9311.000,-1383.000,-2843.000,-9126.000,-10947.000,-14611.000,-15750.000,-18553.000,-19747.000
InventoryRealEstateHeldForSale,770912.000,338776.000,338776.000,230742.000,122708.000,0.000,13623660.000,2652650.000,,1508930.000,0.000,0.000,0.000,,,,,,,,,622572.000
InvestmentBuildingAndBuildingImprovements,,,,,,12273366.000,,,,8809264.000,,,10126971.000,,,,10126971.000,,,,11377241.000,
Land,4413700.000,4413700.000,4403667.000,4403667.000,4403667.000,4403667.000,4403667.000,3681363.000,3681363.000,2866183.000,3566183.000,3484216.000,3484216.000,3484216.000,3484216.000,3484216.000,3484216.000,3839216.000,3839216.000,3839216.000,3839216.000,3659461.000
LandAndLandImprovements,,,,,,4403667.000,,,,2866183.000,,,3484216.000,,,,3484216.000,,,,3839216.000,
LiabilitiesAndStockholdersEquity,16593120.000,16525371.000,16419564.000,16301999.000,16146620.000,16006305.000,15867101.000,15714168.000,16810488.000,16204651.000,16442252.000,16608559.000,15999813.000,15844952.000,14762175.000,14600174.000,13930917.000,13907466.000,13506531.000,13362326.000,13064342.000,12950051.000
LiabilitiesCurrent,383248.000,350601.000,382797.000,391236.000,350211.000,347249.000,347092.000,335702.000,755027.000,315092.000,363831.000,370591.000,334341.000,349169.000,338399.000,325175.000,286992.000,368753.000,338918.000,313289.000,300484.000,310358.000
LimitedPartnersCapitalAccount,16206192.000,16170124.000,16033502.000,15908757.000,15795547.000,15658370.000,15520713.000,15380585.000,16044240.000,15878354.000,15986438.000,16147109.000,15580301.000,15415029.000,14356464.000,14211895.000,13589851.000,13409480.000,13046819.000,12934157.000,12656556.000,12538360.000
LimitedPartnersCapitalAccountUnitsAuthorized,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,,,,,,,,,,,,,,
LimitedPartnersCapitalAccountUnitsIssued,24000.000,24000.000,24000.000,24000.000,24000.000,22653.000,22653.000,22653.000,,,,,,,,,,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,22674.000,22663.000,22663.000,22663.000,22663.000,22663.000,22653.000,22653.000,,,,,,,,,,,,,,
OffMarketLeaseUnfavorable,,,,,,,,,,,79687.000,76939.000,74191.000,71443.000,68695.000,65947.000,63200.000,140180.000,135405.000,130630.000,125855.000,121080.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,10729414.000,,,,8966989.000,,,7276939.000,,,,6108338.000,,,,6041461.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,1358017.000,,,,1115596.000,,,1168601.000,,,,1176574.000,,,,1244805.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,1345950.000,,,,693235.000,,,671739.000,,,,550117.000,,,,635651.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,1398713.000,,,,1077416.000,,,738456.000,,,,671739.000,,,,672285.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,1386254.000,,,,1137516.000,,,1122637.000,,,,738456.000,,,,793907.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,1366157.000,,,,1131598.000,,,1176574.000,,,,1122637.000,,,,860624.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,3874323.000,,,,3811628.000,,,2398932.000,,,,1848815.000,,,,1834189.000,
