,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,65591.000,113393.000,173394.000,73148.000,304643.000,330203.000,504430.000,418415.000,514293.000,980612.000,804142.000,2351753.000,
AccountsPayableCurrent,14236.000,788.000,,,,,,,,,,,,,1659782.000
AccountsReceivableNet,,,820.000,2643.000,1300.000,1300.000,111589.000,60224.000,35307.000,24442.000,18072.000,47349.000,48444.000,957076.000,581521.000
AccruedLiabilities,,,,,,121749.000,,,,,,,,,
AccruedLiabilitiesCurrent,17500.000,17500.000,,,,,,,,,,,,,1089773.000
AccruedSalaries,,,,,,71918.000,,,,,,,,,
AccruedSalariesCurrent,,,92339.000,162572.000,211822.000,208077.000,,,,,,,,,
AccruedVacationCurrentAndNoncurrent,,,,,,5308.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-3895.000,-4966.000,,,,,,,,-506216.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-9142.000,19482.000,6719.000,82292.000,118631.000,96249.000,151457.000,226698.000,279519.000
AdditionalPaidInCapital,37301541.000,37301540.000,637800.000,,2047444.000,1909673.000,,6578.000,203684.000,2895815.000,3050242.000,3966487.000,3226800.000,5499984.000,6996368.000
AdditionalPaidInCapitalCommonStock,,,,1003238.000,,,,,,,,,,,
AdvancesToAffiliate,,,,,,,,,,,,,,,246961.000
AggregateIndebtedness,,,,,,,,10989.000,,,,,,,
Assets,,,735549.000,595046.000,304908.000,28713.000,399902.000,527843.000,637515.000,710354.000,469925.000,1004804.000,847870.000,6738303.000,7746491.000
AssetsCurrent,94421.000,88401.000,521973.000,412776.000,287445.000,13593.000,386194.000,514599.000,623548.000,698256.000,458285.000,992087.000,831683.000,2064238.000,2728202.000
BillingsInExcessOfCost,,,,,,,,,,,,,,448291.000,115655.000
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,448291.000,115655.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,1434106.000,
