,2017-03-31
AccountsPayableCurrent,274000.000
AccruedLiabilitiesCurrent,125000.000
AdditionalPaidInCapital,19698000.000
Assets,3182000.000
AssetsCurrent,2491000.000
CashAndCashEquivalentsAtCarryingValue,464000.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,2000000000.000
CommonStockSharesIssued,65410928.000
CommonStockSharesOutstanding,58542350.000
CommonStockValue,1000.000
ContractualObligation,1856321.000
ContractualObligationDueInFourthAndFifthYear,350000.000
ContractualObligationDueInNextTwelveMonths,726321.000
ContractualObligationDueInSecondAndThirdYear,780000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,3820600.000
InventoryNet,314000.000
Liabilities,6123000.000
LiabilitiesAndStockholdersEquity,3182000.000
LiabilitiesCurrent,6123000.000
LongTermDebt,5724492.000
LongTermInvestments,120000.000
NotesAndLoansReceivableNetCurrent,479000.000
NotesPayableCurrent,5724000.000
OperatingLeasesFutureMinimumPaymentsDue,46321.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,46321.000
OtherAssetsCurrent,1234000.000
OtherAssetsNoncurrent,121000.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,100000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PropertyPlantAndEquipmentNet,450000.000
RetainedEarningsAccumulatedDeficit,-22640000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,19884268.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,0.100
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,26775000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,0.100
StockholdersEquity,-2941000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2941000.000
