,2011-03-31,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdditionsToNoncurrentAssets,,225000000.000,,,,,
AdjustmentForAmortization,357000000.000,411000000.000,445000000.000,518000000.000,711000000.000,604000000.000,586000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,12000000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,137000000.000,154000000.000,167000000.000,160000000.000,165000000.000,130000000.000,110000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,113000000.000,46000000.000,34000000.000,92000000.000,105000000.000,117000000.000,7000000.000
AllocatedShareBasedCompensationExpense,,154000000.000,167000000.000,160000000.000,174000000.000,123000000.000,115000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,99000000.000,108000000.000,105000000.000,113000000.000,82000000.000,23000000.000
AmortizationOfIntangibleAssets,,,215000000.000,319000000.000,494000000.000,431000000.000,444000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,6000000.000,4000000.000,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000
AssetsFairValueAdjustment,,,,,241000000.000,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,1493000000.000,,,
BusinessAcquisitionsProFormaRevenue,,,,161483000000.000,,,
BusinessCombinationAcquisitionRelatedCosts,52000000.000,,16000000.000,,,,
BusinessCombinationIntegrationRelatedCosts,,,25000000.000,,,,
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,52000000.000,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,81000000.000,0.000,0.000,,
CapitalizedComputerSoftwareAdditions,,47000000.000,49000000.000,40000000.000,34000000.000,30000000.000,16000000.000
CapitalizedComputerSoftwareAmortization,,53000000.000,56000000.000,50000000.000,40000000.000,37000000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,21000000.000
CapitalizedComputerSoftwareImpairments,72000000.000,0.000,10000000.000,12000000.000,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-119000000.000,-463000000.000,-693000000.000,1737000000.000,1148000000.000,-1293000000.000,-1265000000.000
