,2011-10-31,2012-10-31,2013-10-31,2014-10-31,2015-10-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,500.000,-120.000,-328.000,-52.000
CurrentStateAndLocalTaxExpenseBenefit,400.000,400.000,400.000,400.000,400.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,-0.000,-0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4520.000,-5250.000,-4806.000,-6094.000,-3467.000
IncreaseDecreaseInAccruedLiabilities,1323.000,-408.000,-926.000,893.000,-206.000
NetCashProvidedByUsedInFinancingActivities,3597.000,6558.000,6012.000,5457.000,4021.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3597.000,6558.000,6012.000,5457.000,4021.000
NetCashProvidedByUsedInOperatingActivities,-3597.000,-6058.000,-6132.000,-5601.000,-4073.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3597.000,-6058.000,-6132.000,-5601.000,-4073.000
NetIncomeLoss,-4920.000,-5650.000,-5206.000,-6494.000,-3867.000
OperatingExpenses,4520.000,5250.000,4806.000,6094.000,3467.000
OtherGeneralAndAdministrativeExpense,,,120.000,,
OtherGeneralExpense,,,,144.000,177.000
ProceedsFromRelatedPartyDebt,,,6012.000,,
ProfessionalFees,4520.000,5250.000,4686.000,5950.000,3290.000
ProfitLoss,-4920.000,,,,
RepaymentsOfRelatedPartyDebt,,-6558.000,,-5273.000,4021.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,5000000.000,5000000.000,5000000.000,5000000.000
